,src,tar,src_type,tar_type,is_net,arc_delay,src_id,tar_id,org_src_id,org_tar_id,src_pin_name,tar_pin_name,cell_name,libcell_name
189,_384_/A1,_384_/Y,pin,pin,0,1.4545741347515849e-11,276,279,276,279,A1,Y,_384_,OAI21x1_ASAP7_75t_R
190,_384_/A2,_384_/Y,pin,pin,0,1.4043692424248187e-11,277,279,277,279,A2,Y,_384_,OAI21x1_ASAP7_75t_R
191,_384_/B,_384_/Y,pin,pin,0,1.2148092427832768e-11,278,279,278,279,B,Y,_384_,OAI21x1_ASAP7_75t_R
192,_385_/A1,_385_/Y,pin,pin,0,2.1804861735641442e-11,280,283,280,283,A1,Y,_385_,AO21x1_ASAP7_75t_R
193,_385_/A2,_385_/Y,pin,pin,0,1.869292047540494e-11,281,283,281,283,A2,Y,_385_,AO21x1_ASAP7_75t_R
194,_385_/B,_385_/Y,pin,pin,0,2.0372531786549963e-11,282,283,282,283,B,Y,_385_,AO21x1_ASAP7_75t_R
195,_386_/B,_386_/Y,pin,pin,0,2.0906981007540185e-11,284,285,284,285,B,Y,_386_,XNOR2x1_ASAP7_75t_R
196,_386_/A,_386_/Y,pin,pin,0,2.1936084892981708e-11,286,285,286,285,A,Y,_386_,XNOR2x1_ASAP7_75t_R
197,_387_/A1,_387_/Y,pin,pin,0,1.6912004782709822e-11,287,290,287,290,A1,Y,_387_,AO21x1_ASAP7_75t_R
198,_387_/A2,_387_/Y,pin,pin,0,1.5986850732119248e-11,288,290,288,290,A2,Y,_387_,AO21x1_ASAP7_75t_R
199,_387_/B,_387_/Y,pin,pin,0,1.7626436768503062e-11,289,290,289,290,B,Y,_387_,AO21x1_ASAP7_75t_R
200,_388_/A,_388_/Y,pin,pin,0,2.0143527471039316e-11,291,293,291,293,A,Y,_388_,AND2x2_ASAP7_75t_R
201,_388_/B,_388_/Y,pin,pin,0,1.618844121253904e-11,292,293,292,293,B,Y,_388_,AND2x2_ASAP7_75t_R
202,_389_/A1,_389_/Y,pin,pin,0,2.4138933907291715e-11,294,299,294,299,A1,Y,_389_,AO221x1_ASAP7_75t_R
203,_389_/A2,_389_/Y,pin,pin,0,2.3392333209359958e-11,295,299,295,299,A2,Y,_389_,AO221x1_ASAP7_75t_R
204,_389_/B1,_389_/Y,pin,pin,0,1.962807347211104e-11,296,299,296,299,B1,Y,_389_,AO221x1_ASAP7_75t_R
205,_389_/B2,_389_/Y,pin,pin,0,2.3004395263703792e-11,297,299,297,299,B2,Y,_389_,AO221x1_ASAP7_75t_R
206,_389_/C,_389_/Y,pin,pin,0,2.1852460813098773e-11,298,299,298,299,C,Y,_389_,AO221x1_ASAP7_75t_R
207,_390_/A1,_390_/Y,pin,pin,0,1.950930909877524e-11,300,304,300,304,A1,Y,_390_,OA22x2_ASAP7_75t_R
208,_390_/A2,_390_/Y,pin,pin,0,2.023521107619164e-11,301,304,301,304,A2,Y,_390_,OA22x2_ASAP7_75t_R
209,_390_/B1,_390_/Y,pin,pin,0,1.7856591205678285e-11,302,304,302,304,B1,Y,_390_,OA22x2_ASAP7_75t_R
210,_390_/B2,_390_/Y,pin,pin,0,1.8606069809856685e-11,303,304,303,304,B2,Y,_390_,OA22x2_ASAP7_75t_R
211,_391_/A,_391_/Y,pin,pin,0,1.0679267366253686e-11,305,306,305,306,A,Y,_391_,INVx1_ASAP7_75t_R
212,_392_/A,_392_/Y,pin,pin,0,2.652277529546776e-11,307,310,307,310,A,Y,_392_,AND3x1_ASAP7_75t_R
213,_392_/B,_392_/Y,pin,pin,0,2.672869044151316e-11,308,310,308,310,B,Y,_392_,AND3x1_ASAP7_75t_R
214,_392_/C,_392_/Y,pin,pin,0,2.575739968535551e-11,309,310,309,310,C,Y,_392_,AND3x1_ASAP7_75t_R
215,_393_/A1,_393_/Y,pin,pin,0,2.845440896792617e-11,311,314,311,314,A1,Y,_393_,AO21x2_ASAP7_75t_R
216,_393_/A2,_393_/Y,pin,pin,0,2.7483902306779665e-11,312,314,312,314,A2,Y,_393_,AO21x2_ASAP7_75t_R
217,_393_/B,_393_/Y,pin,pin,0,2.795301490277069e-11,313,314,313,314,B,Y,_393_,AO21x2_ASAP7_75t_R
218,_394_/A1,_394_/Y,pin,pin,0,2.131984172537571e-11,315,318,315,318,A1,Y,_394_,AO21x1_ASAP7_75t_R
219,_394_/A2,_394_/Y,pin,pin,0,1.4764571509839897e-11,316,318,316,318,A2,Y,_394_,AO21x1_ASAP7_75t_R
220,_394_/B,_394_/Y,pin,pin,0,1.5521497281900665e-11,317,318,317,318,B,Y,_394_,AO21x1_ASAP7_75t_R
221,_395_/A,_395_/Y,pin,pin,0,1.985271495807961e-11,319,321,319,321,A,Y,_395_,OR2x2_ASAP7_75t_R
222,_395_/B,_395_/Y,pin,pin,0,1.9788637742323975e-11,320,321,320,321,B,Y,_395_,OR2x2_ASAP7_75t_R
223,_396_/A,_396_/Y,pin,pin,0,2.343292747342129e-11,322,325,322,325,A,Y,_396_,OR3x1_ASAP7_75t_R
224,_396_/B,_396_/Y,pin,pin,0,2.3881171345996318e-11,323,325,323,325,B,Y,_396_,OR3x1_ASAP7_75t_R
225,_396_/C,_396_/Y,pin,pin,0,2.3974391916148363e-11,324,325,324,325,C,Y,_396_,OR3x1_ASAP7_75t_R
226,_397_/A1,_397_/Y,pin,pin,0,2.3200431159553503e-11,326,329,326,329,A1,Y,_397_,AO21x1_ASAP7_75t_R
227,_397_/A2,_397_/Y,pin,pin,0,1.3807518496611326e-11,327,329,327,329,A2,Y,_397_,AO21x1_ASAP7_75t_R
228,_397_/B,_397_/Y,pin,pin,0,1.559754235491706e-11,328,329,328,329,B,Y,_397_,AO21x1_ASAP7_75t_R
229,_398_/A,_398_/Y,pin,pin,0,2.698518665467109e-11,330,332,330,332,A,Y,_398_,OR2x2_ASAP7_75t_R
230,_398_/B,_398_/Y,pin,pin,0,1.8672747376102805e-11,331,332,331,332,B,Y,_398_,OR2x2_ASAP7_75t_R
231,_399_/A1,_399_/Y,pin,pin,0,2.726669758035261e-11,333,336,333,336,A1,Y,_399_,AO21x1_ASAP7_75t_R
232,_399_/A2,_399_/Y,pin,pin,0,2.449978761531746e-11,334,336,334,336,A2,Y,_399_,AO21x1_ASAP7_75t_R
233,_399_/B,_399_/Y,pin,pin,0,2.100183221775964e-11,335,336,335,336,B,Y,_399_,AO21x1_ASAP7_75t_R
234,_400_/A,_400_/Y,pin,pin,0,1.3555835273737492e-11,337,338,337,338,A,Y,_400_,INVx2_ASAP7_75t_R
235,_401_/A1,_401_/Y,pin,pin,0,2.675150552466921e-11,339,343,339,343,A1,Y,_401_,OA211x2_ASAP7_75t_R
236,_401_/A2,_401_/Y,pin,pin,0,3.139638202198647e-11,340,343,340,343,A2,Y,_401_,OA211x2_ASAP7_75t_R
237,_401_/B,_401_/Y,pin,pin,0,3.78690134805737e-11,341,343,341,343,B,Y,_401_,OA211x2_ASAP7_75t_R
238,_401_/C,_401_/Y,pin,pin,0,3.546943294630012e-11,342,343,342,343,C,Y,_401_,OA211x2_ASAP7_75t_R
239,_402_/A1,_402_/Y,pin,pin,0,1.910601191146277e-11,344,347,344,347,A1,Y,_402_,OA21x2_ASAP7_75t_R
240,_402_/A2,_402_/Y,pin,pin,0,2.594228998287207e-11,345,347,345,347,A2,Y,_402_,OA21x2_ASAP7_75t_R
241,_402_/B,_402_/Y,pin,pin,0,2.3912595861763638e-11,346,347,346,347,B,Y,_402_,OA21x2_ASAP7_75t_R
242,_403_/A1,_403_/Y,pin,pin,0,2.344057586922688e-11,348,352,348,352,A1,Y,_403_,OA211x2_ASAP7_75t_R
243,_403_/A2,_403_/Y,pin,pin,0,2.3379197883199865e-11,349,352,349,352,A2,Y,_403_,OA211x2_ASAP7_75t_R
244,_403_/B,_403_/Y,pin,pin,0,2.688912807691235e-11,350,352,350,352,B,Y,_403_,OA211x2_ASAP7_75t_R
245,_403_/C,_403_/Y,pin,pin,0,2.743886368117288e-11,351,352,351,352,C,Y,_403_,OA211x2_ASAP7_75t_R
246,_404_/A1,_404_/Y,pin,pin,0,2.0904030242907545e-11,353,356,353,356,A1,Y,_404_,OA21x2_ASAP7_75t_R
247,_404_/A2,_404_/Y,pin,pin,0,2.491898527801073e-11,354,356,354,356,A2,Y,_404_,OA21x2_ASAP7_75t_R
248,_404_/B,_404_/Y,pin,pin,0,2.3663905904247606e-11,355,356,355,356,B,Y,_404_,OA21x2_ASAP7_75t_R
249,_405_/A1,_405_/Y,pin,pin,0,1.7220849746202305e-11,357,360,357,360,A1,Y,_405_,OA21x2_ASAP7_75t_R
250,_405_/A2,_405_/Y,pin,pin,0,2.6936149491452177e-11,358,360,358,360,A2,Y,_405_,OA21x2_ASAP7_75t_R
251,_405_/B,_405_/Y,pin,pin,0,1.999715150413639e-11,359,360,359,360,B,Y,_405_,OA21x2_ASAP7_75t_R
252,_406_/A,_406_/Y,pin,pin,0,2.3007982671852112e-11,361,364,361,364,A,Y,_406_,OR3x1_ASAP7_75t_R
253,_406_/B,_406_/Y,pin,pin,0,2.3452901079523688e-11,362,364,362,364,B,Y,_406_,OR3x1_ASAP7_75t_R
254,_406_/C,_406_/Y,pin,pin,0,2.3558514514188108e-11,363,364,363,364,C,Y,_406_,OR3x1_ASAP7_75t_R
255,_407_/A1,_407_/Y,pin,pin,0,2.628302263329996e-11,365,369,365,369,A1,Y,_407_,OA211x2_ASAP7_75t_R
256,_407_/A2,_407_/Y,pin,pin,0,2.678424322610784e-11,366,369,366,369,A2,Y,_407_,OA211x2_ASAP7_75t_R
257,_407_/B,_407_/Y,pin,pin,0,3.1110593268213194e-11,367,369,367,369,B,Y,_407_,OA211x2_ASAP7_75t_R
258,_407_/C,_407_/Y,pin,pin,0,3.1942733180745364e-11,368,369,368,369,C,Y,_407_,OA211x2_ASAP7_75t_R
259,_408_/A,_408_/Y,pin,pin,0,2.1685018364303588e-11,370,371,370,371,A,Y,_408_,XOR2x1_ASAP7_75t_R
260,_408_/B,_408_/Y,pin,pin,0,2.3923679010051657e-11,372,371,372,371,B,Y,_408_,XOR2x1_ASAP7_75t_R
261,_409_/A1,_409_/Y,pin,pin,0,1.7206324906537948e-11,373,376,373,376,A1,Y,_409_,AO21x1_ASAP7_75t_R
262,_409_/A2,_409_/Y,pin,pin,0,1.3418489409888767e-11,374,376,374,376,A2,Y,_409_,AO21x1_ASAP7_75t_R
263,_409_/B,_409_/Y,pin,pin,0,1.7457717563229558e-11,375,376,375,376,B,Y,_409_,AO21x1_ASAP7_75t_R
264,_410_/A1,_410_/Y,pin,pin,0,2.1955390630545857e-11,377,382,377,382,A1,Y,_410_,AO221x1_ASAP7_75t_R
265,_410_/A2,_410_/Y,pin,pin,0,2.422552436431857e-11,378,382,378,382,A2,Y,_410_,AO221x1_ASAP7_75t_R
266,_410_/B1,_410_/Y,pin,pin,0,2.1391395599312798e-11,379,382,379,382,B1,Y,_410_,AO221x1_ASAP7_75t_R
267,_410_/B2,_410_/Y,pin,pin,0,2.270635936219012e-11,380,382,380,382,B2,Y,_410_,AO221x1_ASAP7_75t_R
268,_410_/C,_410_/Y,pin,pin,0,2.132069520932589e-11,381,382,381,382,C,Y,_410_,AO221x1_ASAP7_75t_R
269,_411_/A1,_411_/Y,pin,pin,0,1.864525374373205e-11,383,386,383,386,A1,Y,_411_,OA21x2_ASAP7_75t_R
270,_411_/A2,_411_/Y,pin,pin,0,1.9623155531056646e-11,384,386,384,386,A2,Y,_411_,OA21x2_ASAP7_75t_R
271,_411_/B,_411_/Y,pin,pin,0,1.5725509436292917e-11,385,386,385,386,B,Y,_411_,OA21x2_ASAP7_75t_R
272,_412_/A,_412_/Y,pin,pin,0,1.0612839600188106e-11,387,388,387,388,A,Y,_412_,INVx1_ASAP7_75t_R
273,_413_/A,_413_/Y,pin,pin,0,3.51427185962816e-11,389,390,389,390,A,Y,_413_,XOR2x1_ASAP7_75t_R
274,_413_/B,_413_/Y,pin,pin,0,2.4338560680736695e-11,391,390,391,390,B,Y,_413_,XOR2x1_ASAP7_75t_R
275,_414_/A1,_414_/Y,pin,pin,0,1.747824975029122e-11,392,395,392,395,A1,Y,_414_,AO21x1_ASAP7_75t_R
276,_414_/A2,_414_/Y,pin,pin,0,1.3709155338714751e-11,393,395,393,395,A2,Y,_414_,AO21x1_ASAP7_75t_R
277,_414_/B,_414_/Y,pin,pin,0,1.7713863362245338e-11,394,395,394,395,B,Y,_414_,AO21x1_ASAP7_75t_R
278,_415_/A1,_415_/Y,pin,pin,0,1.8529556361501776e-11,396,399,396,399,A1,Y,_415_,OA21x2_ASAP7_75t_R
279,_415_/A2,_415_/Y,pin,pin,0,2.2481660630346845e-11,397,399,397,399,A2,Y,_415_,OA21x2_ASAP7_75t_R
280,_415_/B,_415_/Y,pin,pin,0,1.5323395330391065e-11,398,399,398,399,B,Y,_415_,OA21x2_ASAP7_75t_R
281,_416_/A1,_416_/Y,pin,pin,0,2.2145127745454296e-11,400,405,400,405,A1,Y,_416_,AO221x1_ASAP7_75t_R
282,_416_/A2,_416_/Y,pin,pin,0,2.445926100547169e-11,401,405,401,405,A2,Y,_416_,AO221x1_ASAP7_75t_R
283,_416_/B1,_416_/Y,pin,pin,0,2.327293566195543e-11,402,405,402,405,B1,Y,_416_,AO221x1_ASAP7_75t_R
284,_416_/B2,_416_/Y,pin,pin,0,2.292699710637613e-11,403,405,403,405,B2,Y,_416_,AO221x1_ASAP7_75t_R
285,_416_/C,_416_/Y,pin,pin,0,2.1463693669621087e-11,404,405,404,405,C,Y,_416_,AO221x1_ASAP7_75t_R
286,_417_/A,_417_/Y,pin,pin,0,1.1188225693126164e-11,406,407,406,407,A,Y,_417_,INVx1_ASAP7_75t_R
287,_418_/A1,_418_/Y,pin,pin,0,2.0328799407720588e-11,408,411,408,411,A1,Y,_418_,OA21x2_ASAP7_75t_R
288,_418_/A2,_418_/Y,pin,pin,0,1.9954298630109332e-11,409,411,409,411,A2,Y,_418_,OA21x2_ASAP7_75t_R
289,_418_/B,_418_/Y,pin,pin,0,1.8495864562151357e-11,410,411,410,411,B,Y,_418_,OA21x2_ASAP7_75t_R
290,_419_/A,_419_/Y,pin,pin,0,1.9991255179041545e-11,412,414,412,414,A,Y,_419_,OR2x2_ASAP7_75t_R
291,_419_/B,_419_/Y,pin,pin,0,2.323640585499831e-11,413,414,413,414,B,Y,_419_,OR2x2_ASAP7_75t_R
292,_420_/A1,_420_/Y,pin,pin,0,1.7498499177426297e-11,415,418,415,418,A1,Y,_420_,OA21x2_ASAP7_75t_R
293,_420_/A2,_420_/Y,pin,pin,0,1.827465088977132e-11,416,418,416,418,A2,Y,_420_,OA21x2_ASAP7_75t_R
294,_420_/B,_420_/Y,pin,pin,0,1.667277774175524e-11,417,418,417,418,B,Y,_420_,OA21x2_ASAP7_75t_R
295,_421_/A1,_421_/Y,pin,pin,0,3.216437532982397e-11,419,422,419,422,A1,Y,_421_,OA21x2_ASAP7_75t_R
296,_421_/A2,_421_/Y,pin,pin,0,2.9764274378507594e-11,420,422,420,422,A2,Y,_421_,OA21x2_ASAP7_75t_R
297,_421_/B,_421_/Y,pin,pin,0,2.7657503023914565e-11,421,422,421,422,B,Y,_421_,OA21x2_ASAP7_75t_R
298,_422_/A,_422_/Y,pin,pin,0,1.3503054577257424e-11,423,425,423,425,A,Y,_422_,NAND2x2_ASAP7_75t_R
299,_422_/B,_422_/Y,pin,pin,0,1.3071705176614934e-11,424,425,424,425,B,Y,_422_,NAND2x2_ASAP7_75t_R
300,_423_/A,_423_/Y,pin,pin,0,1.138361713920455e-11,426,428,426,428,A,Y,_423_,NOR2x1_ASAP7_75t_R
301,_423_/B,_423_/Y,pin,pin,0,8.678803335715468e-12,427,428,427,428,B,Y,_423_,NOR2x1_ASAP7_75t_R
302,_424_/A1,_424_/Y,pin,pin,0,2.1812451150848844e-11,429,433,429,433,A1,Y,_424_,OA211x2_ASAP7_75t_R
303,_424_/A2,_424_/Y,pin,pin,0,2.2016381773237722e-11,430,433,430,433,A2,Y,_424_,OA211x2_ASAP7_75t_R
304,_424_/B,_424_/Y,pin,pin,0,2.5004755210833448e-11,431,433,431,433,B,Y,_424_,OA211x2_ASAP7_75t_R
305,_424_/C,_424_/Y,pin,pin,0,2.7514540992812364e-11,432,433,432,433,C,Y,_424_,OA211x2_ASAP7_75t_R
306,_425_/A1,_425_/Y,pin,pin,0,2.124673527392762e-11,434,437,434,437,A1,Y,_425_,AO21x1_ASAP7_75t_R
307,_425_/A2,_425_/Y,pin,pin,0,2.7902275975821844e-11,435,437,435,437,A2,Y,_425_,AO21x1_ASAP7_75t_R
308,_425_/B,_425_/Y,pin,pin,0,3.263161962863137e-11,436,437,436,437,B,Y,_425_,AO21x1_ASAP7_75t_R
309,_426_/A,_426_/Y,pin,pin,0,2.682359889760733e-11,438,440,438,440,A,Y,_426_,NAND2x2_ASAP7_75t_R
310,_426_/B,_426_/Y,pin,pin,0,1.4642924026087023e-11,439,440,439,440,B,Y,_426_,NAND2x2_ASAP7_75t_R
311,_427_/A,_427_/Y,pin,pin,0,7.801913629035262e-12,441,442,441,442,A,Y,_427_,INVx1_ASAP7_75t_R
312,_428_/A,_428_/Y,pin,pin,0,1.2390843559528795e-11,443,445,443,445,A,Y,_428_,NOR2x1_ASAP7_75t_R
313,_428_/B,_428_/Y,pin,pin,0,1.0197982215631727e-11,444,445,444,445,B,Y,_428_,NOR2x1_ASAP7_75t_R
314,_429_/A,_429_/Y,pin,pin,0,2.4808145121513192e-11,446,449,446,449,A,Y,_429_,AND3x1_ASAP7_75t_R
315,_429_/B,_429_/Y,pin,pin,0,2.3465476090001047e-11,447,449,447,449,B,Y,_429_,AND3x1_ASAP7_75t_R
316,_429_/C,_429_/Y,pin,pin,0,2.5529758862496976e-11,448,449,448,449,C,Y,_429_,AND3x1_ASAP7_75t_R
317,_430_/A1,_430_/Y,pin,pin,0,2.1491450979960188e-11,450,455,450,455,A1,Y,_430_,AO32x1_ASAP7_75t_R
318,_430_/A2,_430_/Y,pin,pin,0,2.308198077116685e-11,451,455,451,455,A2,Y,_430_,AO32x1_ASAP7_75t_R
319,_430_/A3,_430_/Y,pin,pin,0,2.3435416801609318e-11,452,455,452,455,A3,Y,_430_,AO32x1_ASAP7_75t_R
320,_430_/B1,_430_/Y,pin,pin,0,2.1250765036562317e-11,453,455,453,455,B1,Y,_430_,AO32x1_ASAP7_75t_R
321,_430_/B2,_430_/Y,pin,pin,0,2.2053010459432976e-11,454,455,454,455,B2,Y,_430_,AO32x1_ASAP7_75t_R
322,_431_/A1,_431_/Y,pin,pin,0,1.8521344180566498e-11,456,459,456,459,A1,Y,_431_,OAI21x1_ASAP7_75t_R
323,_431_/A2,_431_/Y,pin,pin,0,1.6912483566389188e-11,457,459,457,459,A2,Y,_431_,OAI21x1_ASAP7_75t_R
324,_431_/B,_431_/Y,pin,pin,0,1.5082947044109396e-11,458,459,458,459,B,Y,_431_,OAI21x1_ASAP7_75t_R
325,_432_/A,_432_/Y,pin,pin,0,8.120630903829529e-12,460,461,460,461,A,Y,_432_,INVx1_ASAP7_75t_R
326,_433_/A,_433_/Y,pin,pin,0,2.351345680662309e-11,462,465,462,465,A,Y,_433_,AND3x1_ASAP7_75t_R
327,_433_/B,_433_/Y,pin,pin,0,2.0081322021914258e-11,463,465,463,465,B,Y,_433_,AND3x1_ASAP7_75t_R
328,_433_/C,_433_/Y,pin,pin,0,2.081358002614664e-11,464,465,464,465,C,Y,_433_,AND3x1_ASAP7_75t_R
329,_434_/A,_434_/Y,pin,pin,0,2.2430323223798787e-11,466,468,466,468,A,Y,_434_,OR2x2_ASAP7_75t_R
330,_434_/B,_434_/Y,pin,pin,0,2.1038278757989914e-11,467,468,467,468,B,Y,_434_,OR2x2_ASAP7_75t_R
331,_435_/A1,_435_/Y,pin,pin,0,1.0949272738480786e-11,469,473,469,473,A1,Y,_435_,OAI22x1_ASAP7_75t_R
332,_435_/A2,_435_/Y,pin,pin,0,1.1277502369455572e-11,470,473,470,473,A2,Y,_435_,OAI22x1_ASAP7_75t_R
333,_435_/B1,_435_/Y,pin,pin,0,1.0729512764373617e-11,471,473,471,473,B1,Y,_435_,OAI22x1_ASAP7_75t_R
334,_435_/B2,_435_/Y,pin,pin,0,1.0039209047407738e-11,472,473,472,473,B2,Y,_435_,OAI22x1_ASAP7_75t_R
335,_436_/A,_436_/Y,pin,pin,0,3.221491823302003e-11,474,478,474,478,A,Y,_436_,OR4x1_ASAP7_75t_R
336,_436_/B,_436_/Y,pin,pin,0,3.4452312530630635e-11,475,478,475,478,B,Y,_436_,OR4x1_ASAP7_75t_R
337,_436_/C,_436_/Y,pin,pin,0,3.559790656693096e-11,476,478,476,478,C,Y,_436_,OR4x1_ASAP7_75t_R
338,_436_/D,_436_/Y,pin,pin,0,3.737578996299007e-11,477,478,477,478,D,Y,_436_,OR4x1_ASAP7_75t_R
339,_437_/A1,_437_/Y,pin,pin,0,1.6930212440313674e-11,479,482,479,482,A1,Y,_437_,AO21x1_ASAP7_75t_R
340,_437_/A2,_437_/Y,pin,pin,0,1.3293189465857223e-11,480,482,480,482,A2,Y,_437_,AO21x1_ASAP7_75t_R
341,_437_/B,_437_/Y,pin,pin,0,1.7285945244638334e-11,481,482,481,482,B,Y,_437_,AO21x1_ASAP7_75t_R
342,_438_/A1,_438_/Y,pin,pin,0,2.2086639808738265e-11,483,488,483,488,A1,Y,_438_,AO221x1_ASAP7_75t_R
343,_438_/A2,_438_/Y,pin,pin,0,2.4166111819989844e-11,484,488,484,488,A2,Y,_438_,AO221x1_ASAP7_75t_R
344,_438_/B1,_438_/Y,pin,pin,0,2.2654614295625208e-11,485,488,485,488,B1,Y,_438_,AO221x1_ASAP7_75t_R
345,_438_/B2,_438_/Y,pin,pin,0,2.266682501417261e-11,486,488,486,488,B2,Y,_438_,AO221x1_ASAP7_75t_R
346,_438_/C,_438_/Y,pin,pin,0,2.1144795983585318e-11,487,488,487,488,C,Y,_438_,AO221x1_ASAP7_75t_R
347,_439_/A1,_439_/Y,pin,pin,0,1.895539107621413e-11,489,492,489,492,A1,Y,_439_,OA21x2_ASAP7_75t_R
348,_439_/A2,_439_/Y,pin,pin,0,1.9979328955144204e-11,490,492,490,492,A2,Y,_439_,OA21x2_ASAP7_75t_R
349,_439_/B,_439_/Y,pin,pin,0,1.6006149530789493e-11,491,492,491,492,B,Y,_439_,OA21x2_ASAP7_75t_R
350,_440_/A,_440_/Y,pin,pin,0,1.0848535611507336e-11,493,494,493,494,A,Y,_440_,INVx1_ASAP7_75t_R
351,_441_/A,_441_/Y,pin,pin,0,3.401407627778852e-11,495,496,495,496,A,Y,_441_,INVx1_ASAP7_75t_R
352,_442_/A1,_442_/Y,pin,pin,0,3.2052180354291686e-11,497,501,497,501,A1,Y,_442_,OA211x2_ASAP7_75t_R
353,_442_/A2,_442_/Y,pin,pin,0,2.599018222859684e-11,498,501,498,501,A2,Y,_442_,OA211x2_ASAP7_75t_R
354,_442_/B,_442_/Y,pin,pin,0,4.1383407117789866e-11,499,501,499,501,B,Y,_442_,OA211x2_ASAP7_75t_R
355,_442_/C,_442_/Y,pin,pin,0,3.1285540130765455e-11,500,501,500,501,C,Y,_442_,OA211x2_ASAP7_75t_R
356,_443_/A,_443_/Y,pin,pin,0,1.8284434730175825e-11,502,504,502,504,A,Y,_443_,NAND2x1_ASAP7_75t_R
357,_443_/B,_443_/Y,pin,pin,0,1.1335866273443074e-11,503,504,503,504,B,Y,_443_,NAND2x1_ASAP7_75t_R
358,_444_/A1,_444_/Y,pin,pin,0,1.4566143430316814e-11,505,509,505,509,A1,Y,_444_,AOI211x1_ASAP7_75t_R
359,_444_/A2,_444_/Y,pin,pin,0,1.4439793978582303e-11,506,509,506,509,A2,Y,_444_,AOI211x1_ASAP7_75t_R
360,_444_/B,_444_/Y,pin,pin,0,1.0523853490040924e-11,507,509,507,509,B,Y,_444_,AOI211x1_ASAP7_75t_R
361,_444_/C,_444_/Y,pin,pin,0,1.1178720275839547e-11,508,509,508,509,C,Y,_444_,AOI211x1_ASAP7_75t_R
362,_445_/A,_445_/Y,pin,pin,0,2.1879926689893917e-11,510,512,510,512,A,Y,_445_,NAND2x1_ASAP7_75t_R
363,_445_/B,_445_/Y,pin,pin,0,1.2273284819008799e-11,511,512,511,512,B,Y,_445_,NAND2x1_ASAP7_75t_R
364,_446_/A,_446_/Y,pin,pin,0,1.4487200501733799e-11,513,515,513,515,A,Y,_446_,NOR2x1_ASAP7_75t_R
365,_446_/B,_446_/Y,pin,pin,0,1.5470269162931594e-11,514,515,514,515,B,Y,_446_,NOR2x1_ASAP7_75t_R
366,_447_/A,_447_/Y,pin,pin,0,4.450042764836404e-11,516,521,516,521,A,Y,_447_,AND5x1_ASAP7_75t_R
367,_447_/B,_447_/Y,pin,pin,0,3.4191389303162006e-11,517,521,517,521,B,Y,_447_,AND5x1_ASAP7_75t_R
368,_447_/C,_447_/Y,pin,pin,0,3.638483264678527e-11,518,521,518,521,C,Y,_447_,AND5x1_ASAP7_75t_R
369,_447_/D,_447_/Y,pin,pin,0,3.530374256821567e-11,519,521,519,521,D,Y,_447_,AND5x1_ASAP7_75t_R
370,_447_/E,_447_/Y,pin,pin,0,3.618860072718277e-11,520,521,520,521,E,Y,_447_,AND5x1_ASAP7_75t_R
371,_448_/A1,_448_/Y,pin,pin,0,1.1659485009418711e-11,522,526,522,526,A1,Y,_448_,AOI211x1_ASAP7_75t_R
372,_448_/A2,_448_/Y,pin,pin,0,1.4292014620387315e-11,523,526,523,526,A2,Y,_448_,AOI211x1_ASAP7_75t_R
373,_448_/B,_448_/Y,pin,pin,0,1.0751893299298931e-11,524,526,524,526,B,Y,_448_,AOI211x1_ASAP7_75t_R
374,_448_/C,_448_/Y,pin,pin,0,1.3467214322882004e-11,525,526,525,526,C,Y,_448_,AOI211x1_ASAP7_75t_R
375,_449_/A,_449_/Y,pin,pin,0,3.774285398105981e-11,527,531,527,531,A,Y,_449_,AND4x1_ASAP7_75t_R
376,_449_/B,_449_/Y,pin,pin,0,2.6935838975949977e-11,528,531,528,531,B,Y,_449_,AND4x1_ASAP7_75t_R
377,_449_/C,_449_/Y,pin,pin,0,2.7288704282368847e-11,529,531,529,531,C,Y,_449_,AND4x1_ASAP7_75t_R
378,_449_/D,_449_/Y,pin,pin,0,2.7258823670495147e-11,530,531,530,531,D,Y,_449_,AND4x1_ASAP7_75t_R
379,_450_/A,_450_/Y,pin,pin,0,2.076054606003908e-11,532,534,532,534,A,Y,_450_,NOR2x1_ASAP7_75t_R
380,_450_/B,_450_/Y,pin,pin,0,9.535806172467076e-12,533,534,533,534,B,Y,_450_,NOR2x1_ASAP7_75t_R
381,_451_/A1,_451_/Y,pin,pin,0,2.4161643172315728e-11,535,540,535,540,A1,Y,_451_,AO32x1_ASAP7_75t_R
382,_451_/A2,_451_/Y,pin,pin,0,2.1143163608794424e-11,536,540,536,540,A2,Y,_451_,AO32x1_ASAP7_75t_R
383,_451_/A3,_451_/Y,pin,pin,0,2.4013742383477418e-11,537,540,537,540,A3,Y,_451_,AO32x1_ASAP7_75t_R
384,_451_/B1,_451_/Y,pin,pin,0,2.2974389751739818e-11,538,540,538,540,B1,Y,_451_,AO32x1_ASAP7_75t_R
385,_451_/B2,_451_/Y,pin,pin,0,2.5456040053661863e-11,539,540,539,540,B2,Y,_451_,AO32x1_ASAP7_75t_R
386,_452_/A,_452_/Y,pin,pin,0,4.2601470962022596e-11,541,546,541,546,A,Y,_452_,OR5x2_ASAP7_75t_R
387,_452_/B,_452_/Y,pin,pin,0,4.390384930608171e-11,542,546,542,546,B,Y,_452_,OR5x2_ASAP7_75t_R
