,src,tar,src_type,tar_type,is_net,arc_delay,src_id,tar_id,org_src_id,org_tar_id,src_pin_name,tar_pin_name,cell_name,libcell_name
388,_452_/C,_452_/Y,pin,pin,0,4.797473182605039e-11,543,546,543,546,C,Y,_452_,OR5x2_ASAP7_75t_R
389,_452_/D,_452_/Y,pin,pin,0,4.8094656729391616e-11,544,546,544,546,D,Y,_452_,OR5x2_ASAP7_75t_R
390,_452_/E,_452_/Y,pin,pin,0,4.837668460266897e-11,545,546,545,546,E,Y,_452_,OR5x2_ASAP7_75t_R
391,_453_/A1,_453_/Y,pin,pin,0,1.7535166027538018e-11,547,550,547,550,A1,Y,_453_,AO21x1_ASAP7_75t_R
392,_453_/A2,_453_/Y,pin,pin,0,1.3768366655120268e-11,548,550,548,550,A2,Y,_453_,AO21x1_ASAP7_75t_R
393,_453_/B,_453_/Y,pin,pin,0,1.784572316310129e-11,549,550,549,550,B,Y,_453_,AO21x1_ASAP7_75t_R
394,_454_/A1,_454_/Y,pin,pin,0,2.1988105780579303e-11,551,556,551,556,A1,Y,_454_,AO221x1_ASAP7_75t_R
395,_454_/A2,_454_/Y,pin,pin,0,2.4213636304337705e-11,552,556,552,556,A2,Y,_454_,AO221x1_ASAP7_75t_R
396,_454_/B1,_454_/Y,pin,pin,0,2.215577547814984e-11,553,556,553,556,B1,Y,_454_,AO221x1_ASAP7_75t_R
397,_454_/B2,_454_/Y,pin,pin,0,2.2708281435801503e-11,554,556,554,556,B2,Y,_454_,AO221x1_ASAP7_75t_R
398,_454_/C,_454_/Y,pin,pin,0,2.141946169043063e-11,555,556,555,556,C,Y,_454_,AO221x1_ASAP7_75t_R
399,_455_/A1,_455_/Y,pin,pin,0,1.8416837499479755e-11,557,560,557,560,A1,Y,_455_,OA21x2_ASAP7_75t_R
400,_455_/A2,_455_/Y,pin,pin,0,1.9612209425923236e-11,558,560,558,560,A2,Y,_455_,OA21x2_ASAP7_75t_R
401,_455_/B,_455_/Y,pin,pin,0,1.5672345365924656e-11,559,560,559,560,B,Y,_455_,OA21x2_ASAP7_75t_R
402,_456_/A1,_456_/Y,pin,pin,0,1.9439609644233968e-11,561,564,561,564,A1,Y,_456_,OA21x2_ASAP7_75t_R
403,_456_/A2,_456_/Y,pin,pin,0,1.9037885851114208e-11,562,564,562,564,A2,Y,_456_,OA21x2_ASAP7_75t_R
404,_456_/B,_456_/Y,pin,pin,0,1.628199484959847e-11,563,564,563,564,B,Y,_456_,OA21x2_ASAP7_75t_R
405,_457_/A1,_457_/Y,pin,pin,0,2.5907708270378468e-11,565,568,565,568,A1,Y,_457_,AO21x1_ASAP7_75t_R
406,_457_/A2,_457_/Y,pin,pin,0,1.7380262160027193e-11,566,568,566,568,A2,Y,_457_,AO21x1_ASAP7_75t_R
407,_457_/B,_457_/Y,pin,pin,0,1.7807420468751722e-11,567,568,567,568,B,Y,_457_,AO21x1_ASAP7_75t_R
408,_458_/A1,_458_/Y,pin,pin,0,1.5956519092141797e-11,569,572,569,572,A1,Y,_458_,AO21x1_ASAP7_75t_R
409,_458_/A2,_458_/Y,pin,pin,0,1.5252849330793516e-11,570,572,570,572,A2,Y,_458_,AO21x1_ASAP7_75t_R
410,_458_/B,_458_/Y,pin,pin,0,3.079158109042801e-11,571,572,571,572,B,Y,_458_,AO21x1_ASAP7_75t_R
411,_459_/A1,_459_/Y,pin,pin,0,4.8084723702768166e-11,573,578,573,578,A1,Y,_459_,OA221x2_ASAP7_75t_R
412,_459_/A2,_459_/Y,pin,pin,0,2.763755023449388e-11,574,578,574,578,A2,Y,_459_,OA221x2_ASAP7_75t_R
413,_459_/B1,_459_/Y,pin,pin,0,2.4072147053466608e-11,575,578,575,578,B1,Y,_459_,OA221x2_ASAP7_75t_R
414,_459_/B2,_459_/Y,pin,pin,0,2.652483614695722e-11,576,578,576,578,B2,Y,_459_,OA221x2_ASAP7_75t_R
415,_459_/C,_459_/Y,pin,pin,0,2.517952686631464e-11,577,578,577,578,C,Y,_459_,OA221x2_ASAP7_75t_R
416,_460_/A,_460_/Y,pin,pin,0,3.244420357373379e-11,579,580,579,580,A,Y,_460_,XOR2x1_ASAP7_75t_R
417,_460_/B,_460_/Y,pin,pin,0,2.221145142811132e-11,581,580,581,580,B,Y,_460_,XOR2x1_ASAP7_75t_R
418,_461_/A,_461_/Y,pin,pin,0,1.1346097672504383e-11,582,583,582,583,A,Y,_461_,INVx1_ASAP7_75t_R
419,_462_/A1,_462_/Y,pin,pin,0,1.7146202860307547e-11,584,587,584,587,A1,Y,_462_,AO21x1_ASAP7_75t_R
420,_462_/A2,_462_/Y,pin,pin,0,1.3570038322197052e-11,585,587,585,587,A2,Y,_462_,AO21x1_ASAP7_75t_R
421,_462_/B,_462_/Y,pin,pin,0,1.7589251236072023e-11,586,587,586,587,B,Y,_462_,AO21x1_ASAP7_75t_R
422,_463_/A1,_463_/Y,pin,pin,0,1.8389272743446483e-11,588,591,588,591,A1,Y,_463_,OA21x2_ASAP7_75t_R
423,_463_/A2,_463_/Y,pin,pin,0,2.2592086187933624e-11,589,591,589,591,A2,Y,_463_,OA21x2_ASAP7_75t_R
424,_463_/B,_463_/Y,pin,pin,0,1.5385562615599646e-11,590,591,590,591,B,Y,_463_,OA21x2_ASAP7_75t_R
425,_464_/A1,_464_/Y,pin,pin,0,1.612416103413672e-11,592,595,592,595,A1,Y,_464_,AO21x1_ASAP7_75t_R
426,_464_/A2,_464_/Y,pin,pin,0,1.790482519192782e-11,593,595,593,595,A2,Y,_464_,AO21x1_ASAP7_75t_R
427,_464_/B,_464_/Y,pin,pin,0,1.527423847125231e-11,594,595,594,595,B,Y,_464_,AO21x1_ASAP7_75t_R
428,_465_/A1,_465_/Y,pin,pin,0,1.78235395192905e-11,596,599,596,599,A1,Y,_465_,AO21x1_ASAP7_75t_R
429,_465_/A2,_465_/Y,pin,pin,0,1.723729319003109e-11,597,599,597,599,A2,Y,_465_,AO21x1_ASAP7_75t_R
430,_465_/B,_465_/Y,pin,pin,0,1.5555872562300618e-11,598,599,598,599,B,Y,_465_,AO21x1_ASAP7_75t_R
431,_466_/A,_466_/Y,pin,pin,0,1.263608922358328e-11,600,601,600,601,A,Y,_466_,INVx1_ASAP7_75t_R
432,_467_/A1,_467_/Y,pin,pin,0,1.7362932272502185e-11,602,605,602,605,A1,Y,_467_,AO21x1_ASAP7_75t_R
433,_467_/A2,_467_/Y,pin,pin,0,1.3836271538225642e-11,603,605,603,605,A2,Y,_467_,AO21x1_ASAP7_75t_R
434,_467_/B,_467_/Y,pin,pin,0,1.7598242307848008e-11,604,605,604,605,B,Y,_467_,AO21x1_ASAP7_75t_R
435,_468_/A1,_468_/Y,pin,pin,0,2.337464249935195e-11,606,611,606,611,A1,Y,_468_,AO221x1_ASAP7_75t_R
436,_468_/A2,_468_/Y,pin,pin,0,2.378575635064717e-11,607,611,607,611,A2,Y,_468_,AO221x1_ASAP7_75t_R
437,_468_/B1,_468_/Y,pin,pin,0,2.4023831535213702e-11,608,611,608,611,B1,Y,_468_,AO221x1_ASAP7_75t_R
438,_468_/B2,_468_/Y,pin,pin,0,2.254869034545859e-11,609,611,609,611,B2,Y,_468_,AO221x1_ASAP7_75t_R
439,_468_/C,_468_/Y,pin,pin,0,2.193803125272176e-11,610,611,610,611,C,Y,_468_,AO221x1_ASAP7_75t_R
440,_469_/A1,_469_/Y,pin,pin,0,1.8727450146194255e-11,612,615,612,615,A1,Y,_469_,OA21x2_ASAP7_75t_R
441,_469_/A2,_469_/Y,pin,pin,0,1.9713142576649467e-11,613,615,613,615,A2,Y,_469_,OA21x2_ASAP7_75t_R
442,_469_/B,_469_/Y,pin,pin,0,1.593248796782909e-11,614,615,614,615,B,Y,_469_,OA21x2_ASAP7_75t_R
443,_470_/A,_470_/Y,pin,pin,0,1.350699673635658e-11,616,617,616,617,A,Y,_470_,INVx1_ASAP7_75t_R
444,_471_/A,_471_/Y,pin,pin,0,2.1472336061978403e-11,618,621,618,621,A,Y,_471_,AND3x1_ASAP7_75t_R
445,_471_/B,_471_/Y,pin,pin,0,2.197380992441378e-11,619,621,619,621,B,Y,_471_,AND3x1_ASAP7_75t_R
446,_471_/C,_471_/Y,pin,pin,0,2.1566168989517465e-11,620,621,620,621,C,Y,_471_,AND3x1_ASAP7_75t_R
447,_472_/B,_472_/Y,pin,pin,0,2.673975624256641e-11,622,623,622,623,B,Y,_472_,XNOR2x1_ASAP7_75t_R
448,_472_/A,_472_/Y,pin,pin,0,2.020370502842095e-11,624,623,624,623,A,Y,_472_,XNOR2x1_ASAP7_75t_R
449,_473_/A1,_473_/Y,pin,pin,0,1.7207582581058034e-11,625,628,625,628,A1,Y,_473_,AO21x1_ASAP7_75t_R
450,_473_/A2,_473_/Y,pin,pin,0,1.640876150232895e-11,626,628,626,628,A2,Y,_473_,AO21x1_ASAP7_75t_R
451,_473_/B,_473_/Y,pin,pin,0,1.7970073346029736e-11,627,628,627,628,B,Y,_473_,AO21x1_ASAP7_75t_R
452,_474_/A,_474_/Y,pin,pin,0,1.90076305389697e-11,629,631,629,631,A,Y,_474_,AND2x2_ASAP7_75t_R
453,_474_/B,_474_/Y,pin,pin,0,1.512719810525809e-11,630,631,630,631,B,Y,_474_,AND2x2_ASAP7_75t_R
454,_475_/A1,_475_/Y,pin,pin,0,3.049931487919544e-11,632,637,632,637,A1,Y,_475_,AO221x1_ASAP7_75t_R
455,_475_/A2,_475_/Y,pin,pin,0,2.3803592777427163e-11,633,637,633,637,A2,Y,_475_,AO221x1_ASAP7_75t_R
456,_475_/B1,_475_/Y,pin,pin,0,1.959245959914924e-11,634,637,634,637,B1,Y,_475_,AO221x1_ASAP7_75t_R
457,_475_/B2,_475_/Y,pin,pin,0,2.282805194875337e-11,635,637,635,637,B2,Y,_475_,AO221x1_ASAP7_75t_R
458,_475_/C,_475_/Y,pin,pin,0,2.132868014148581e-11,636,637,636,637,C,Y,_475_,AO221x1_ASAP7_75t_R
459,_476_/A1,_476_/Y,pin,pin,0,1.9724171948509728e-11,638,642,638,642,A1,Y,_476_,OA22x2_ASAP7_75t_R
460,_476_/A2,_476_/Y,pin,pin,0,2.0324209329403157e-11,639,642,639,642,A2,Y,_476_,OA22x2_ASAP7_75t_R
461,_476_/B1,_476_/Y,pin,pin,0,1.7961578405167877e-11,640,642,640,642,B1,Y,_476_,OA22x2_ASAP7_75t_R
462,_476_/B2,_476_/Y,pin,pin,0,1.8684232980237248e-11,641,642,641,642,B2,Y,_476_,OA22x2_ASAP7_75t_R
463,_477_/A,_477_/Y,pin,pin,0,1.3583198801847551e-11,643,644,643,644,A,Y,_477_,INVx1_ASAP7_75t_R
464,_478_/A,_478_/Y,pin,pin,0,2.1759691271050485e-11,645,648,645,648,A,Y,_478_,AND3x1_ASAP7_75t_R
465,_478_/B,_478_/Y,pin,pin,0,2.2180122322135176e-11,646,648,646,648,B,Y,_478_,AND3x1_ASAP7_75t_R
466,_478_/C,_478_/Y,pin,pin,0,2.1771808314530183e-11,647,648,647,648,C,Y,_478_,AND3x1_ASAP7_75t_R
467,_479_/A1,_479_/Y,pin,pin,0,1.8223568487574227e-11,649,652,649,652,A1,Y,_479_,OA21x2_ASAP7_75t_R
468,_479_/A2,_479_/Y,pin,pin,0,2.239957871963405e-11,650,652,650,652,A2,Y,_479_,OA21x2_ASAP7_75t_R
469,_479_/B,_479_/Y,pin,pin,0,1.8566211068549162e-11,651,652,651,652,B,Y,_479_,OA21x2_ASAP7_75t_R
470,_480_/A1,_480_/Y,pin,pin,0,1.8806059140508147e-11,653,656,653,656,A1,Y,_480_,OA21x2_ASAP7_75t_R
471,_480_/A2,_480_/Y,pin,pin,0,1.789965571596941e-11,654,656,654,656,A2,Y,_480_,OA21x2_ASAP7_75t_R
472,_480_/B,_480_/Y,pin,pin,0,2.171485213864344e-11,655,656,655,656,B,Y,_480_,OA21x2_ASAP7_75t_R
473,_481_/A,_481_/Y,pin,pin,0,2.171543847517832e-11,657,658,657,658,A,Y,_481_,XOR2x1_ASAP7_75t_R
474,_481_/B,_481_/Y,pin,pin,0,2.1596596039286095e-11,659,658,659,658,B,Y,_481_,XOR2x1_ASAP7_75t_R
475,_482_/A1,_482_/Y,pin,pin,0,1.7325692963643388e-11,660,663,660,663,A1,Y,_482_,AO21x1_ASAP7_75t_R
476,_482_/A2,_482_/Y,pin,pin,0,1.6504336092237892e-11,661,663,661,663,A2,Y,_482_,AO21x1_ASAP7_75t_R
477,_482_/B,_482_/Y,pin,pin,0,1.8039566368477367e-11,662,663,662,663,B,Y,_482_,AO21x1_ASAP7_75t_R
478,_483_/A,_483_/Y,pin,pin,0,1.8919693936525483e-11,664,666,664,666,A,Y,_483_,AND2x2_ASAP7_75t_R
479,_483_/B,_483_/Y,pin,pin,0,1.502277816034514e-11,665,666,665,666,B,Y,_483_,AND2x2_ASAP7_75t_R
480,_484_/A1,_484_/Y,pin,pin,0,3.0386679283900264e-11,667,672,667,672,A1,Y,_484_,AO221x1_ASAP7_75t_R
481,_484_/A2,_484_/Y,pin,pin,0,2.279042406183596e-11,668,672,668,672,A2,Y,_484_,AO221x1_ASAP7_75t_R
482,_484_/B1,_484_/Y,pin,pin,0,1.949456394922944e-11,669,672,669,672,B1,Y,_484_,AO221x1_ASAP7_75t_R
483,_484_/B2,_484_/Y,pin,pin,0,2.2704848418042545e-11,670,672,670,672,B2,Y,_484_,AO221x1_ASAP7_75t_R
484,_484_/C,_484_/Y,pin,pin,0,2.1168887823219684e-11,671,672,671,672,C,Y,_484_,AO221x1_ASAP7_75t_R
485,_485_/A1,_485_/Y,pin,pin,0,2.0295038219431127e-11,673,677,673,677,A1,Y,_485_,OA22x2_ASAP7_75t_R
486,_485_/A2,_485_/Y,pin,pin,0,2.0485637491907127e-11,674,677,674,677,A2,Y,_485_,OA22x2_ASAP7_75t_R
487,_485_/B1,_485_/Y,pin,pin,0,1.8170874527267955e-11,675,677,675,677,B1,Y,_485_,OA22x2_ASAP7_75t_R
488,_485_/B2,_485_/Y,pin,pin,0,1.8784534691618227e-11,676,677,676,677,B2,Y,_485_,OA22x2_ASAP7_75t_R
489,_486_/A,_486_/Y,pin,pin,0,1.3619685240717772e-11,678,679,678,679,A,Y,_486_,INVx1_ASAP7_75t_R
490,_487_/A,_487_/Y,pin,pin,0,2.1756155904606445e-11,680,683,680,683,A,Y,_487_,AND3x1_ASAP7_75t_R
491,_487_/B,_487_/Y,pin,pin,0,2.219459338537177e-11,681,683,681,683,B,Y,_487_,AND3x1_ASAP7_75t_R
492,_487_/C,_487_/Y,pin,pin,0,2.1809229769353955e-11,682,683,682,683,C,Y,_487_,AND3x1_ASAP7_75t_R
493,_488_/A1,_488_/Y,pin,pin,0,1.7427699908201255e-11,684,687,684,687,A1,Y,_488_,OA21x2_ASAP7_75t_R
494,_488_/A2,_488_/Y,pin,pin,0,1.9262041614509503e-11,685,687,685,687,A2,Y,_488_,OA21x2_ASAP7_75t_R
495,_488_/B,_488_/Y,pin,pin,0,2.0186456672899308e-11,686,687,686,687,B,Y,_488_,OA21x2_ASAP7_75t_R
496,_489_/A,_489_/Y,pin,pin,0,2.200455269385504e-11,688,689,688,689,A,Y,_489_,XOR2x1_ASAP7_75t_R
497,_489_/B,_489_/Y,pin,pin,0,2.1515180262388078e-11,690,689,690,689,B,Y,_489_,XOR2x1_ASAP7_75t_R
498,_490_/A1,_490_/Y,pin,pin,0,1.7038112240519432e-11,691,694,691,694,A1,Y,_490_,AO21x1_ASAP7_75t_R
499,_490_/A2,_490_/Y,pin,pin,0,1.6284697548774038e-11,692,694,692,694,A2,Y,_490_,AO21x1_ASAP7_75t_R
500,_490_/B,_490_/Y,pin,pin,0,1.7790130479866658e-11,693,694,693,694,B,Y,_490_,AO21x1_ASAP7_75t_R
501,_491_/A,_491_/Y,pin,pin,0,1.8965688394767533e-11,695,697,695,697,A,Y,_491_,AND2x2_ASAP7_75t_R
502,_491_/B,_491_/Y,pin,pin,0,1.491800606656657e-11,696,697,696,697,B,Y,_491_,AND2x2_ASAP7_75t_R
503,_492_/A1,_492_/Y,pin,pin,0,3.0597798600373594e-11,698,703,698,703,A1,Y,_492_,AO221x1_ASAP7_75t_R
504,_492_/A2,_492_/Y,pin,pin,0,2.296787413036405e-11,699,703,699,703,A2,Y,_492_,AO221x1_ASAP7_75t_R
505,_492_/B1,_492_/Y,pin,pin,0,1.9584837224195795e-11,700,703,700,703,B1,Y,_492_,AO221x1_ASAP7_75t_R
506,_492_/B2,_492_/Y,pin,pin,0,2.2524978410265458e-11,701,703,701,703,B2,Y,_492_,AO221x1_ASAP7_75t_R
507,_492_/C,_492_/Y,pin,pin,0,2.135295239236168e-11,702,703,702,703,C,Y,_492_,AO221x1_ASAP7_75t_R
508,_493_/A1,_493_/Y,pin,pin,0,1.999235152427836e-11,704,708,704,708,A1,Y,_493_,OA22x2_ASAP7_75t_R
509,_493_/A2,_493_/Y,pin,pin,0,2.351944507206216e-11,705,708,705,708,A2,Y,_493_,OA22x2_ASAP7_75t_R
510,_493_/B1,_493_/Y,pin,pin,0,1.8203657331516965e-11,706,708,706,708,B1,Y,_493_,OA22x2_ASAP7_75t_R
511,_493_/B2,_493_/Y,pin,pin,0,1.889592475545765e-11,707,708,707,708,B2,Y,_493_,OA22x2_ASAP7_75t_R
512,_494_/A,_494_/Y,pin,pin,0,1.3627202664900915e-11,709,710,709,710,A,Y,_494_,INVx1_ASAP7_75t_R
513,_495_/A,_495_/Y,pin,pin,0,2.1355908361164744e-11,711,714,711,714,A,Y,_495_,AND3x1_ASAP7_75t_R
514,_495_/B,_495_/Y,pin,pin,0,2.1847117864792764e-11,712,714,712,714,B,Y,_495_,AND3x1_ASAP7_75t_R
515,_495_/C,_495_/Y,pin,pin,0,2.1460676985496363e-11,713,714,713,714,C,Y,_495_,AND3x1_ASAP7_75t_R
516,_496_/B,_496_/Y,pin,pin,0,2.2961256160303197e-11,715,716,715,716,B,Y,_496_,XNOR2x1_ASAP7_75t_R
517,_496_/A,_496_/Y,pin,pin,0,1.9870806389210568e-11,717,716,717,716,A,Y,_496_,XNOR2x1_ASAP7_75t_R
518,_497_/A1,_497_/Y,pin,pin,0,1.7032191629295923e-11,718,721,718,721,A1,Y,_497_,AO21x1_ASAP7_75t_R
519,_497_/A2,_497_/Y,pin,pin,0,1.6323211879387678e-11,719,721,719,721,A2,Y,_497_,AO21x1_ASAP7_75t_R
520,_497_/B,_497_/Y,pin,pin,0,1.782235296843293e-11,720,721,720,721,B,Y,_497_,AO21x1_ASAP7_75t_R
521,_498_/A,_498_/Y,pin,pin,0,1.9076984783539253e-11,722,724,722,724,A,Y,_498_,AND2x2_ASAP7_75t_R
522,_498_/B,_498_/Y,pin,pin,0,1.496564677738732e-11,723,724,723,724,B,Y,_498_,AND2x2_ASAP7_75t_R
523,_499_/A1,_499_/Y,pin,pin,0,3.0415198137845316e-11,725,730,725,730,A1,Y,_499_,AO221x1_ASAP7_75t_R
524,_499_/A2,_499_/Y,pin,pin,0,2.3239897853355448e-11,726,730,726,730,A2,Y,_499_,AO221x1_ASAP7_75t_R
525,_499_/B1,_499_/Y,pin,pin,0,1.9412586121925198e-11,727,730,727,730,B1,Y,_499_,AO221x1_ASAP7_75t_R
526,_499_/B2,_499_/Y,pin,pin,0,2.234591157945776e-11,728,730,728,730,B2,Y,_499_,AO221x1_ASAP7_75t_R
527,_499_/C,_499_/Y,pin,pin,0,2.1190941362769774e-11,729,730,729,730,C,Y,_499_,AO221x1_ASAP7_75t_R
528,_500_/A1,_500_/Y,pin,pin,0,2.0032933645275364e-11,731,735,731,735,A1,Y,_500_,OA22x2_ASAP7_75t_R
529,_500_/A2,_500_/Y,pin,pin,0,2.340061651395775e-11,732,735,732,735,A2,Y,_500_,OA22x2_ASAP7_75t_R
530,_500_/B1,_500_/Y,pin,pin,0,1.798866437752178e-11,733,735,733,735,B1,Y,_500_,OA22x2_ASAP7_75t_R
531,_500_/B2,_500_/Y,pin,pin,0,1.8708061141903265e-11,734,735,734,735,B2,Y,_500_,OA22x2_ASAP7_75t_R
532,_501_/A,_501_/Y,pin,pin,0,1.4244415542929987e-11,736,737,736,737,A,Y,_501_,INVx1_ASAP7_75t_R
533,_502_/A,_502_/Y,pin,pin,0,2.189692177578806e-11,738,741,738,741,A,Y,_502_,AND3x1_ASAP7_75t_R
534,_502_/B,_502_/Y,pin,pin,0,2.213135404105504e-11,739,741,739,741,B,Y,_502_,AND3x1_ASAP7_75t_R
535,_502_/C,_502_/Y,pin,pin,0,2.174289047418565e-11,740,741,740,741,C,Y,_502_,AND3x1_ASAP7_75t_R
536,_503_/A,_503_/Y,pin,pin,0,1.0206949001279052e-11,742,743,742,743,A,Y,_503_,INVx1_ASAP7_75t_R
537,_504_/B,_504_/Y,pin,pin,0,2.1473737718546992e-11,744,745,744,745,B,Y,_504_,XNOR2x1_ASAP7_75t_R
538,_504_/A,_504_/Y,pin,pin,0,2.168571919258788e-11,746,745,746,745,A,Y,_504_,XNOR2x1_ASAP7_75t_R
539,_505_/A1,_505_/Y,pin,pin,0,1.718289920071836e-11,747,750,747,750,A1,Y,_505_,AO21x1_ASAP7_75t_R
540,_505_/A2,_505_/Y,pin,pin,0,1.6261485213941995e-11,748,750,748,750,A2,Y,_505_,AO21x1_ASAP7_75t_R
541,_505_/B,_505_/Y,pin,pin,0,1.7754074252418484e-11,749,750,749,750,B,Y,_505_,AO21x1_ASAP7_75t_R
542,_506_/A,_506_/Y,pin,pin,0,1.911993133263401e-11,751,753,751,753,A,Y,_506_,AND2x2_ASAP7_75t_R
543,_506_/B,_506_/Y,pin,pin,0,1.4962895505954418e-11,752,753,752,753,B,Y,_506_,AND2x2_ASAP7_75t_R
544,_507_/A1,_507_/Y,pin,pin,0,3.0305275650066577e-11,754,759,754,759,A1,Y,_507_,AO221x1_ASAP7_75t_R
545,_507_/A2,_507_/Y,pin,pin,0,2.29704848891954e-11,755,759,755,759,A2,Y,_507_,AO221x1_ASAP7_75t_R
546,_507_/B1,_507_/Y,pin,pin,0,1.927372497712021e-11,756,759,756,759,B1,Y,_507_,AO221x1_ASAP7_75t_R
547,_507_/B2,_507_/Y,pin,pin,0,2.225303448455396e-11,757,759,757,759,B2,Y,_507_,AO221x1_ASAP7_75t_R
548,_507_/C,_507_/Y,pin,pin,0,2.1088773088928647e-11,758,759,758,759,C,Y,_507_,AO221x1_ASAP7_75t_R
549,_508_/A1,_508_/Y,pin,pin,0,1.9792415970054652e-11,760,764,760,764,A1,Y,_508_,OA22x2_ASAP7_75t_R
550,_508_/A2,_508_/Y,pin,pin,0,2.3310190583325507e-11,761,764,761,764,A2,Y,_508_,OA22x2_ASAP7_75t_R
551,_508_/B1,_508_/Y,pin,pin,0,1.79874136418956e-11,762,764,762,764,B1,Y,_508_,OA22x2_ASAP7_75t_R
552,_508_/B2,_508_/Y,pin,pin,0,1.8577826776944303e-11,763,764,763,764,B2,Y,_508_,OA22x2_ASAP7_75t_R
553,_509_/A,_509_/Y,pin,pin,0,1.1177973477383139e-11,765,766,765,766,A,Y,_509_,INVx1_ASAP7_75t_R
554,_510_/A,_510_/Y,pin,pin,0,1.2735239078576209e-11,767,768,767,768,A,Y,_510_,INVx1_ASAP7_75t_R
555,_511_/A,_511_/Y,pin,pin,0,1.8133787874075047e-11,769,771,769,771,A,Y,_511_,OR2x2_ASAP7_75t_R
556,_511_/B,_511_/Y,pin,pin,0,1.7644748509515473e-11,770,771,770,771,B,Y,_511_,OR2x2_ASAP7_75t_R
557,_512_/A1,_512_/Y,pin,pin,0,1.828979676044007e-11,772,775,772,775,A1,Y,_512_,OA21x2_ASAP7_75t_R
558,_512_/A2,_512_/Y,pin,pin,0,1.7965226528637857e-11,773,775,773,775,A2,Y,_512_,OA21x2_ASAP7_75t_R
559,_512_/B,_512_/Y,pin,pin,0,1.797019651139653e-11,774,775,774,775,B,Y,_512_,OA21x2_ASAP7_75t_R
560,_513_/B,_513_/Y,pin,pin,0,1.946984240497329e-11,776,777,776,777,B,Y,_513_,XNOR2x1_ASAP7_75t_R
561,_513_/A,_513_/Y,pin,pin,0,2.2995704299089148e-11,778,777,778,777,A,Y,_513_,XNOR2x1_ASAP7_75t_R
562,_514_/A1,_514_/Y,pin,pin,0,1.7570432955804627e-11,779,782,779,782,A1,Y,_514_,AO21x1_ASAP7_75t_R
563,_514_/A2,_514_/Y,pin,pin,0,1.3841519076740472e-11,780,782,780,782,A2,Y,_514_,AO21x1_ASAP7_75t_R
564,_514_/B,_514_/Y,pin,pin,0,1.793547775574833e-11,781,782,781,782,B,Y,_514_,AO21x1_ASAP7_75t_R
565,_515_/A1,_515_/Y,pin,pin,0,2.2386315023936728e-11,783,788,783,788,A1,Y,_515_,AO221x1_ASAP7_75t_R
566,_515_/A2,_515_/Y,pin,pin,0,2.449263361570253e-11,784,788,784,788,A2,Y,_515_,AO221x1_ASAP7_75t_R
567,_515_/B1,_515_/Y,pin,pin,0,2.148704131288426e-11,785,788,785,788,B1,Y,_515_,AO221x1_ASAP7_75t_R
568,_515_/B2,_515_/Y,pin,pin,0,2.2908272501176438e-11,786,788,786,788,B2,Y,_515_,AO221x1_ASAP7_75t_R
569,_515_/C,_515_/Y,pin,pin,0,2.1699258709317878e-11,787,788,787,788,C,Y,_515_,AO221x1_ASAP7_75t_R
570,_516_/A1,_516_/Y,pin,pin,0,1.9050290858690918e-11,789,792,789,792,A1,Y,_516_,OA21x2_ASAP7_75t_R
571,_516_/A2,_516_/Y,pin,pin,0,1.998261278668423e-11,790,792,790,792,A2,Y,_516_,OA21x2_ASAP7_75t_R
572,_516_/B,_516_/Y,pin,pin,0,1.6077880346521134e-11,791,792,791,792,B,Y,_516_,OA21x2_ASAP7_75t_R
573,_517_/A,_517_/Y,pin,pin,0,1.4350919758099323e-11,793,794,793,794,A,Y,_517_,INVx1_ASAP7_75t_R
574,_518_/A,_518_/Y,pin,pin,0,2.1835934102543145e-11,795,798,795,798,A,Y,_518_,AND3x1_ASAP7_75t_R
575,_518_/B,_518_/Y,pin,pin,0,2.1994401092073623e-11,796,798,796,798,B,Y,_518_,AND3x1_ASAP7_75t_R
576,_518_/C,_518_/Y,pin,pin,0,2.160377779447664e-11,797,798,797,798,C,Y,_518_,AND3x1_ASAP7_75t_R
577,_519_/A,_519_/Y,pin,pin,0,9.110000080692071e-12,799,800,799,800,A,Y,_519_,INVx1_ASAP7_75t_R
578,_520_/A,_520_/Y,pin,pin,0,2.125694585630722e-11,801,804,801,804,A,Y,_520_,AND3x1_ASAP7_75t_R
579,_520_/B,_520_/Y,pin,pin,0,2.7292577919890704e-11,802,804,802,804,B,Y,_520_,AND3x1_ASAP7_75t_R
580,_520_/C,_520_/Y,pin,pin,0,2.5827428737357216e-11,803,804,803,804,C,Y,_520_,AND3x1_ASAP7_75t_R
581,_521_/A1,_521_/Y,pin,pin,0,1.6580618822370496e-11,805,808,805,808,A1,Y,_521_,OA21x2_ASAP7_75t_R
582,_521_/A2,_521_/Y,pin,pin,0,1.912185861041582e-11,806,808,806,808,A2,Y,_521_,OA21x2_ASAP7_75t_R
583,_521_/B,_521_/Y,pin,pin,0,1.6455311072083312e-11,807,808,807,808,B,Y,_521_,OA21x2_ASAP7_75t_R
584,_522_/A,_522_/Y,pin,pin,0,2.252237805977497e-11,809,813,809,813,A,Y,_522_,AND4x1_ASAP7_75t_R
585,_522_/B,_522_/Y,pin,pin,0,2.6050345908190664e-11,810,813,810,813,B,Y,_522_,AND4x1_ASAP7_75t_R
586,_522_/C,_522_/Y,pin,pin,0,2.7612901548623725e-11,811,813,811,813,C,Y,_522_,AND4x1_ASAP7_75t_R
