src,tar,src_type,tar_type
_466_/B1,_466_,pin,cell
_466_/C1,_466_,pin,cell
_466_/D1,_466_,pin,cell
_466_,_466_/Y,cell,pin
_467_/A1,_467_,pin,cell
_467_/A2,_467_,pin,cell
_467_/A3,_467_,pin,cell
_467_/B1,_467_,pin,cell
_467_/B2,_467_,pin,cell
_467_,_467_/X,cell,pin
_468_/A1,_468_,pin,cell
_468_/A2,_468_,pin,cell
_468_/B1,_468_,pin,cell
_468_,_468_/X,cell,pin
_469_/A,_469_,pin,cell
_469_/B,_469_,pin,cell
_469_,_469_/Y,cell,pin
_470_/A1,_470_,pin,cell
_470_/A2,_470_,pin,cell
_470_/B1,_470_,pin,cell
_470_/C1,_470_,pin,cell
_470_,_470_/Y,cell,pin
_471_/A1,_471_,pin,cell
_471_/A2,_471_,pin,cell
_471_/B1,_471_,pin,cell
_471_,_471_/Y,cell,pin
_472_/A,_472_,pin,cell
_472_/B,_472_,pin,cell
_472_,_472_/Y,cell,pin
_473_/A,_473_,pin,cell
_473_,_473_/Y,cell,pin
_474_/A,_474_,pin,cell
_474_/B,_474_,pin,cell
_474_,_474_/Y,cell,pin
_475_/A1,_475_,pin,cell
_475_/A2,_475_,pin,cell
_475_/B1,_475_,pin,cell
_475_,_475_/Y,cell,pin
_476_/A1,_476_,pin,cell
_476_/A2,_476_,pin,cell
_476_/B1,_476_,pin,cell
_476_,_476_/Y,cell,pin
_477_/A1,_477_,pin,cell
_477_/A2,_477_,pin,cell
_477_/A3,_477_,pin,cell
_477_/B1,_477_,pin,cell
_477_/B2,_477_,pin,cell
_477_,_477_/X,cell,pin
_478_/A,_478_,pin,cell
_478_,_478_/X,cell,pin
_479_/A,_479_,pin,cell
_479_/B,_479_,pin,cell
_479_,_479_/Y,cell,pin
_480_/A1,_480_,pin,cell
_480_/A2,_480_,pin,cell
_480_/A3,_480_,pin,cell
_480_/B1,_480_,pin,cell
_480_,_480_/Y,cell,pin
_481_/A,_481_,pin,cell
_481_,_481_/Y,cell,pin
_482_/A,_482_,pin,cell
_482_/B,_482_,pin,cell
_482_/C,_482_,pin,cell
_482_,_482_/X,cell,pin
_483_/A,_483_,pin,cell
_483_/B,_483_,pin,cell
_483_,_483_/Y,cell,pin
_484_/A1,_484_,pin,cell
_484_/A2,_484_,pin,cell
_484_/B1,_484_,pin,cell
_484_/C1,_484_,pin,cell
_484_/D1,_484_,pin,cell
_484_,_484_/X,cell,pin
_485_/A1,_485_,pin,cell
_485_/A2,_485_,pin,cell
_485_/B1,_485_,pin,cell
_485_,_485_/Y,cell,pin
_486_/A1,_486_,pin,cell
_486_/A2,_486_,pin,cell
_486_/B1,_486_,pin,cell
_486_,_486_/Y,cell,pin
_487_/A,_487_,pin,cell
_487_/B,_487_,pin,cell
_487_,_487_/Y,cell,pin
_488_/A1,_488_,pin,cell
_488_/A2,_488_,pin,cell
_488_/B1,_488_,pin,cell
_488_,_488_/Y,cell,pin
_489_/A,_489_,pin,cell
_489_/B,_489_,pin,cell
_489_,_489_/Y,cell,pin
_490_/A1,_490_,pin,cell
_490_/A2,_490_,pin,cell
_490_/A3,_490_,pin,cell
_490_/B1,_490_,pin,cell
_490_,_490_/X,cell,pin
_491_/A1,_491_,pin,cell
_491_/A2,_491_,pin,cell
_491_/B1,_491_,pin,cell
_491_,_491_/Y,cell,pin
_492_/A,_492_,pin,cell
_492_/B,_492_,pin,cell
_492_,_492_/Y,cell,pin
_493_/A1,_493_,pin,cell
_493_/A2,_493_,pin,cell
_493_/A3,_493_,pin,cell
_493_/B1,_493_,pin,cell
_493_,_493_/Y,cell,pin
_494_/A1,_494_,pin,cell
_494_/A2,_494_,pin,cell
_494_/B1,_494_,pin,cell
_494_/C1,_494_,pin,cell
_494_/D1,_494_,pin,cell
_494_,_494_/Y,cell,pin
_495_/A1,_495_,pin,cell
_495_/A2,_495_,pin,cell
_495_/B1,_495_,pin,cell
_495_/C1,_495_,pin,cell
_495_/D1,_495_,pin,cell
_495_,_495_/Y,cell,pin
_496_/A,_496_,pin,cell
_496_/B,_496_,pin,cell
_496_,_496_/Y,cell,pin
_497_/A1,_497_,pin,cell
_497_/A2,_497_,pin,cell
_497_/B1,_497_,pin,cell
_497_,_497_/Y,cell,pin
_498_/A,_498_,pin,cell
_498_/B,_498_,pin,cell
_498_/C,_498_,pin,cell
_498_,_498_/Y,cell,pin
_499_/A,_499_,pin,cell
_499_/B,_499_,pin,cell
_499_/C,_499_,pin,cell
_499_,_499_/X,cell,pin
_500_/A,_500_,pin,cell
_500_/B,_500_,pin,cell
_500_,_500_/Y,cell,pin
_501_/A,_501_,pin,cell
_501_/B,_501_,pin,cell
_501_,_501_/Y,cell,pin
_502_/A1,_502_,pin,cell
_502_/A2,_502_,pin,cell
_502_/B1,_502_,pin,cell
_502_,_502_/Y,cell,pin
_503_/A1,_503_,pin,cell
_503_/A2,_503_,pin,cell
_503_/B1,_503_,pin,cell
_503_,_503_/Y,cell,pin
_504_/A,_504_,pin,cell
_504_/B,_504_,pin,cell
_504_,_504_/Y,cell,pin
_505_/A,_505_,pin,cell
_505_/B,_505_,pin,cell
_505_,_505_/Y,cell,pin
_506_/A1,_506_,pin,cell
_506_/A2,_506_,pin,cell
_506_/A3,_506_,pin,cell
_506_/B1,_506_,pin,cell
_506_/B2,_506_,pin,cell
_506_,_506_/Y,cell,pin
_507_/A,_507_,pin,cell
_507_/B,_507_,pin,cell
_507_,_507_/Y,cell,pin
_508_/A1,_508_,pin,cell
_508_/A2,_508_,pin,cell
_508_/A3,_508_,pin,cell
_508_/B1,_508_,pin,cell
_508_,_508_/Y,cell,pin
_509_/A,_509_,pin,cell
_509_/B,_509_,pin,cell
_509_,_509_/Y,cell,pin
_510_/A,_510_,pin,cell
_510_/B,_510_,pin,cell
_510_/C,_510_,pin,cell
_510_,_510_/X,cell,pin
_511_/A,_511_,pin,cell
_511_/B,_511_,pin,cell
_511_,_511_/Y,cell,pin
_512_/A0,_512_,pin,cell
_512_/A1,_512_,pin,cell
_512_/S,_512_,pin,cell
_512_,_512_/Y,cell,pin
_513_/A,_513_,pin,cell
_513_/B,_513_,pin,cell
_513_,_513_/Y,cell,pin
_514_/A,_514_,pin,cell
_514_/B,_514_,pin,cell
_514_,_514_/Y,cell,pin
_515_/A1,_515_,pin,cell
_515_/A2,_515_,pin,cell
_515_/B1,_515_,pin,cell
_515_,_515_/Y,cell,pin
_516_/A1,_516_,pin,cell
_516_/A2,_516_,pin,cell
_516_/B1,_516_,pin,cell
_516_,_516_/Y,cell,pin
_517_/A,_517_,pin,cell
_517_/B,_517_,pin,cell
_517_,_517_/Y,cell,pin
_518_/A,_518_,pin,cell
_518_/B,_518_,pin,cell
_518_/C,_518_,pin,cell
_518_/D,_518_,pin,cell
_518_,_518_/X,cell,pin
_519_/A,_519_,pin,cell
_519_/B,_519_,pin,cell
_519_,_519_/Y,cell,pin
_520_/A,_520_,pin,cell
_520_/B,_520_,pin,cell
_520_/C,_520_,pin,cell
_520_/D,_520_,pin,cell
_520_,_520_/X,cell,pin
_521_/A,_521_,pin,cell
_521_/B,_521_,pin,cell
_521_/C,_521_,pin,cell
_521_/D,_521_,pin,cell
_521_,_521_/X,cell,pin
_522_/A1,_522_,pin,cell
_522_/A2,_522_,pin,cell
_522_/A3,_522_,pin,cell
_522_/B1,_522_,pin,cell
_522_,_522_/Y,cell,pin
_523_/A1,_523_,pin,cell
_523_/A2,_523_,pin,cell
_523_/B1,_523_,pin,cell
_523_,_523_/Y,cell,pin
_524_/A,_524_,pin,cell
_524_/B,_524_,pin,cell
_524_,_524_/Y,cell,pin
_525_/A,_525_,pin,cell
_525_/B,_525_,pin,cell
_525_,_525_/Y,cell,pin
_526_/A,_526_,pin,cell
_526_/B,_526_,pin,cell
_526_,_526_/Y,cell,pin
_527_/A1,_527_,pin,cell
_527_/A2,_527_,pin,cell
_527_/B1,_527_,pin,cell
_527_,_527_/Y,cell,pin
_528_/A1,_528_,pin,cell
_528_/A2,_528_,pin,cell
_528_/B1,_528_,pin,cell
_528_,_528_/Y,cell,pin
_529_/A,_529_,pin,cell
_529_,_529_/Y,cell,pin
_530_/A,_530_,pin,cell
_530_/B,_530_,pin,cell
_530_,_530_/Y,cell,pin
_531_/A1,_531_,pin,cell
_531_/A2,_531_,pin,cell
_531_/B1,_531_,pin,cell
_531_,_531_/Y,cell,pin
_532_/A1,_532_,pin,cell
_532_/A2,_532_,pin,cell
_532_/B1,_532_,pin,cell
_532_,_532_/Y,cell,pin
_533_/A1,_533_,pin,cell
_533_/A2,_533_,pin,cell
_533_/B1,_533_,pin,cell
_533_,_533_/Y,cell,pin
_534_/A,_534_,pin,cell
_534_/B,_534_,pin,cell
_534_/C,_534_,pin,cell
_534_,_534_/X,cell,pin
_535_/A1,_535_,pin,cell
_535_/A2,_535_,pin,cell
_535_/B1,_535_,pin,cell
_535_,_535_/Y,cell,pin
_536_/A0,_536_,pin,cell
_536_/A1,_536_,pin,cell
_536_/S,_536_,pin,cell
_536_,_536_/Y,cell,pin
_537_/A1,_537_,pin,cell
_537_/A2,_537_,pin,cell
_537_/B1,_537_,pin,cell
_537_/C1,_537_,pin,cell
_537_,_537_/Y,cell,pin
_538_/A1,_538_,pin,cell
_538_/A2,_538_,pin,cell
_538_/B1,_538_,pin,cell
_538_/B2,_538_,pin,cell
_538_/C1,_538_,pin,cell
_538_,_538_/Y,cell,pin
_539_/A,_539_,pin,cell
_539_,_539_/Y,cell,pin
_540_/A,_540_,pin,cell
_540_/B_N,_540_,pin,cell
_540_,_540_/Y,cell,pin
_541_/A,_541_,pin,cell
_541_/B,_541_,pin,cell
_541_/C,_541_,pin,cell
_541_,_541_/X,cell,pin
_542_/A,_542_,pin,cell
_542_/B,_542_,pin,cell
_542_,_542_/Y,cell,pin
_543_/A,_543_,pin,cell
_543_/B,_543_,pin,cell
_543_/C,_543_,pin,cell
_543_,_543_/Y,cell,pin
_544_/A,_544_,pin,cell
_544_/B,_544_,pin,cell
_544_,_544_/Y,cell,pin
_545_/A1,_545_,pin,cell
_545_/A2,_545_,pin,cell
_545_/A3,_545_,pin,cell
_545_/B1,_545_,pin,cell
_545_,_545_/X,cell,pin
_546_/A,_546_,pin,cell
_546_/B,_546_,pin,cell
_546_,_546_/Y,cell,pin
_547_/A,_547_,pin,cell
_547_/B,_547_,pin,cell
_547_,_547_/Y,cell,pin
_548_/A1,_548_,pin,cell
_548_/A2,_548_,pin,cell
_548_/B1,_548_,pin,cell
_548_/C1,_548_,pin,cell
_548_,_548_/Y,cell,pin
_549_/A,_549_,pin,cell
_549_/B,_549_,pin,cell
_549_,_549_/Y,cell,pin
_550_/A,_550_,pin,cell
_550_/B,_550_,pin,cell
_550_,_550_/Y,cell,pin
_551_/A1,_551_,pin,cell
_551_/A2,_551_,pin,cell
_551_/A3,_551_,pin,cell
_551_/B1,_551_,pin,cell
_551_,_551_/Y,cell,pin
_552_/A1,_552_,pin,cell
_552_/A2,_552_,pin,cell
_552_/B1_N,_552_,pin,cell
_552_,_552_/Y,cell,pin
_553_/A,_553_,pin,cell
_553_/B,_553_,pin,cell
_553_,_553_/X,cell,pin
_554_/A,_554_,pin,cell
_554_/B,_554_,pin,cell
_554_,_554_/Y,cell,pin
_555_/A0,_555_,pin,cell
_555_/A1,_555_,pin,cell
_555_/S,_555_,pin,cell
_555_,_555_/X,cell,pin
_556_/A0,_556_,pin,cell
_556_/A1,_556_,pin,cell
_556_/S,_556_,pin,cell
_556_,_556_/Y,cell,pin
_557_/A,_557_,pin,cell
_557_/B,_557_,pin,cell
_557_,_557_/Y,cell,pin
_558_/A1,_558_,pin,cell
_558_/A2,_558_,pin,cell
_558_/B1,_558_,pin,cell
_558_,_558_/Y,cell,pin
_559_/A,_559_,pin,cell
_559_/B,_559_,pin,cell
_559_,_559_/Y,cell,pin
_560_/A,_560_,pin,cell
_560_/B,_560_,pin,cell
_560_,_560_/Y,cell,pin
_561_/A_N,_561_,pin,cell
_561_/B,_561_,pin,cell
_561_/C,_561_,pin,cell
_561_/D,_561_,pin,cell
_561_,_561_/Y,cell,pin
_562_/A,_562_,pin,cell
_562_/B,_562_,pin,cell
_562_,_562_/Y,cell,pin
_563_/A,_563_,pin,cell
_563_/B,_563_,pin,cell
_563_,_563_/Y,cell,pin
_564_/A,_564_,pin,cell
_564_/B,_564_,pin,cell
_564_/C,_564_,pin,cell
_564_,_564_/Y,cell,pin
_565_/A1,_565_,pin,cell
_565_/A2,_565_,pin,cell
_565_/A3,_565_,pin,cell
_565_/B1,_565_,pin,cell
_565_,_565_/Y,cell,pin
_566_/A1,_566_,pin,cell
_566_/A2,_566_,pin,cell
_566_/B1,_566_,pin,cell
_566_,_566_/Y,cell,pin
_567_/A1,_567_,pin,cell
_567_/A2,_567_,pin,cell
_567_/B1,_567_,pin,cell
_567_,_567_/Y,cell,pin
_568_/A1,_568_,pin,cell
_568_/A2,_568_,pin,cell
_568_/B1,_568_,pin,cell
_568_/C1,_568_,pin,cell
_568_,_568_/Y,cell,pin
_569_/A,_569_,pin,cell
_569_/B,_569_,pin,cell
_569_,_569_/Y,cell,pin
_570_/A1,_570_,pin,cell
_570_/A2,_570_,pin,cell
_570_/B1,_570_,pin,cell
_570_,_570_/Y,cell,pin
_571_/A,_571_,pin,cell
_571_/B,_571_,pin,cell
_571_,_571_/Y,cell,pin
_572_/A,_572_,pin,cell
_572_/B,_572_,pin,cell
_572_,_572_/Y,cell,pin
_573_/A,_573_,pin,cell
_573_/B,_573_,pin,cell
_573_,_573_/Y,cell,pin
_574_/A,_574_,pin,cell
_574_/B,_574_,pin,cell
_574_/C,_574_,pin,cell
_574_/D,_574_,pin,cell
_574_,_574_/X,cell,pin
_575_/A1,_575_,pin,cell
_575_/A2,_575_,pin,cell
_575_/A3,_575_,pin,cell
_575_/B1,_575_,pin,cell
_575_,_575_/X,cell,pin
_576_/A,_576_,pin,cell
