src,tar,is_net
_23111_/A3,_23111_/ZN,0
_23114_/A1,_23114_/ZN,0
_23114_/A2,_23114_/ZN,0
_23114_/A3,_23114_/ZN,0
_23115_/A1,_23115_/ZN,0
_23115_/A2,_23115_/ZN,0
_23116_/A1,_23116_/ZN,0
_23116_/A2,_23116_/ZN,0
_23116_/A3,_23116_/ZN,0
_23117_/A,_23117_/ZN,0
_23117_/B1,_23117_/ZN,0
_23117_/B2,_23117_/ZN,0
_23118_/A1,_23118_/ZN,0
_23118_/A2,_23118_/ZN,0
_23119_/A1,_23119_/ZN,0
_23119_/A2,_23119_/ZN,0
_23120_/A,_23120_/ZN,0
_23120_/B1,_23120_/ZN,0
_23120_/B2,_23120_/ZN,0
_23121_/A1,_23121_/ZN,0
_23121_/A2,_23121_/ZN,0
_23121_/B1,_23121_/ZN,0
_23121_/B2,_23121_/ZN,0
_23123_/A1,_23123_/ZN,0
_23123_/A2,_23123_/ZN,0
_23124_/A1,_23124_/ZN,0
_23124_/A2,_23124_/ZN,0
_23125_/A,_23125_/ZN,0
_23125_/B1,_23125_/ZN,0
_23125_/B2,_23125_/ZN,0
_23126_/A1,_23126_/ZN,0
_23126_/A2,_23126_/ZN,0
_23127_/A,_23127_/ZN,0
_23127_/B1,_23127_/ZN,0
_23127_/B2,_23127_/ZN,0
_23127_/C1,_23127_/ZN,0
_23127_/C2,_23127_/ZN,0
_23128_/A,_23128_/ZN,0
_23128_/B,_23128_/ZN,0
_23129_/A1,_23129_/ZN,0
_23129_/A2,_23129_/ZN,0
_23129_/B1,_23129_/ZN,0
_23129_/B2,_23129_/ZN,0
_23130_/A1,_23130_/ZN,0
_23130_/A2,_23130_/ZN,0
_23130_/A3,_23130_/ZN,0
_23131_/A1,_23131_/ZN,0
_23131_/A2,_23131_/ZN,0
_23132_/A,_23132_/ZN,0
_23132_/B1,_23132_/ZN,0
_23132_/B2,_23132_/ZN,0
_23133_/A1,_23133_/ZN,0
_23133_/A2,_23133_/ZN,0
_23133_/A3,_23133_/ZN,0
_23133_/A4,_23133_/ZN,0
_23134_/A1,_23134_/ZN,0
_23134_/A2,_23134_/ZN,0
_23135_/A,_23135_/Z,0
_23135_/B,_23135_/Z,0
_23135_/S,_23135_/Z,0
_23136_/A1,_23136_/ZN,0
_23136_/A2,_23136_/ZN,0
_23136_/A3,_23136_/ZN,0
_23137_/A1,_23137_/ZN,0
_23137_/A2,_23137_/ZN,0
_23137_/A3,_23137_/ZN,0
_23138_/A,_23138_/ZN,0
_23138_/B1,_23138_/ZN,0
_23138_/B2,_23138_/ZN,0
_23138_/C1,_23138_/ZN,0
_23138_/C2,_23138_/ZN,0
_23139_/A1,_23139_/ZN,0
_23139_/A2,_23139_/ZN,0
_23140_/A1,_23140_/ZN,0
_23140_/A2,_23140_/ZN,0
_23140_/A3,_23140_/ZN,0
_23141_/A1,_23141_/ZN,0
_23141_/A2,_23141_/ZN,0
_23141_/A3,_23141_/ZN,0
_23141_/A4,_23141_/ZN,0
_23142_/A1,_23142_/ZN,0
_23142_/A2,_23142_/ZN,0
_23143_/A1,_23143_/ZN,0
_23143_/A2,_23143_/ZN,0
_23144_/A1,_23144_/ZN,0
_23144_/A2,_23144_/ZN,0
_23145_/A,_23145_/ZN,0
_23145_/B1,_23145_/ZN,0
_23145_/B2,_23145_/ZN,0
_23146_/A1,_23146_/ZN,0
_23146_/A2,_23146_/ZN,0
_23146_/A3,_23146_/ZN,0
_23147_/A1,_23147_/ZN,0
_23147_/A2,_23147_/ZN,0
_23147_/A3,_23147_/ZN,0
_23148_/A1,_23148_/ZN,0
_23148_/A2,_23148_/ZN,0
_23148_/A3,_23148_/ZN,0
_23148_/A4,_23148_/ZN,0
_23149_/A1,_23149_/ZN,0
_23149_/A2,_23149_/ZN,0
_23149_/A3,_23149_/ZN,0
_23151_/A,_23151_/ZN,0
_23151_/B1,_23151_/ZN,0
_23151_/B2,_23151_/ZN,0
_23152_/A1,_23152_/ZN,0
_23152_/A2,_23152_/ZN,0
_23152_/A3,_23152_/ZN,0
_23153_/A1,_23153_/ZN,0
_23153_/A2,_23153_/ZN,0
_23153_/A3,_23153_/ZN,0
_23154_/A1,_23154_/ZN,0
_23154_/A2,_23154_/ZN,0
_23154_/A3,_23154_/ZN,0
_23155_/A1,_23155_/ZN,0
_23155_/A2,_23155_/ZN,0
_23155_/A3,_23155_/ZN,0
_23155_/A4,_23155_/ZN,0
_23156_/A1,_23156_/ZN,0
_23156_/A2,_23156_/ZN,0
_23157_/A1,_23157_/ZN,0
_23157_/A2,_23157_/ZN,0
_23157_/A3,_23157_/ZN,0
_23157_/B1,_23157_/ZN,0
_23157_/B2,_23157_/ZN,0
_23157_/B3,_23157_/ZN,0
_23158_/A1,_23158_/ZN,0
_23158_/A2,_23158_/ZN,0
_23158_/A3,_23158_/ZN,0
_23158_/A4,_23158_/ZN,0
_23159_/A1,_23159_/ZN,0
_23159_/A2,_23159_/ZN,0
_23160_/A1,_23160_/ZN,0
_23160_/A2,_23160_/ZN,0
_23161_/A1,_23161_/ZN,0
_23161_/A2,_23161_/ZN,0
_23161_/A3,_23161_/ZN,0
_23161_/A4,_23161_/ZN,0
_23162_/A,_23162_/ZN,0
_23162_/B1,_23162_/ZN,0
_23162_/B2,_23162_/ZN,0
_23163_/A1,_23163_/ZN,0
_23163_/A2,_23163_/ZN,0
_23164_/A1,_23164_/ZN,0
_23164_/A2,_23164_/ZN,0
_23165_/A1,_23165_/ZN,0
_23165_/A2,_23165_/ZN,0
_23165_/A3,_23165_/ZN,0
_23166_/A1,_23166_/ZN,0
_23166_/A2,_23166_/ZN,0
_23166_/B1,_23166_/ZN,0
_23166_/B2,_23166_/ZN,0
_23167_/A1,_23167_/ZN,0
_23167_/A2,_23167_/ZN,0
_23168_/A,_23168_/ZN,0
_23168_/B,_23168_/ZN,0
_23168_/C1,_23168_/ZN,0
_23168_/C2,_23168_/ZN,0
_23169_/A1,_23169_/ZN,0
_23169_/A2,_23169_/ZN,0
_23169_/A3,_23169_/ZN,0
_23169_/A4,_23169_/ZN,0
_23170_/A1,_23170_/ZN,0
_23170_/A2,_23170_/ZN,0
_23172_/A1,_23172_/ZN,0
_23172_/A2,_23172_/ZN,0
_23172_/B1,_23172_/ZN,0
_23172_/B2,_23172_/ZN,0
_23173_/A1,_23173_/ZN,0
_23173_/A2,_23173_/ZN,0
_23174_/A1,_23174_/ZN,0
_23174_/A2,_23174_/ZN,0
_23175_/A1,_23175_/ZN,0
_23175_/A2,_23175_/ZN,0
_23176_/A1,_23176_/ZN,0
_23176_/A2,_23176_/ZN,0
_23177_/A,_23177_/ZN,0
_23177_/B1,_23177_/ZN,0
_23177_/B2,_23177_/ZN,0
_23178_/A1,_23178_/ZN,0
_23178_/A2,_23178_/ZN,0
_23178_/A3,_23178_/ZN,0
_23178_/A4,_23178_/ZN,0
_23179_/A1,_23179_/ZN,0
_23179_/A2,_23179_/ZN,0
_23180_/A1,_23180_/ZN,0
_23180_/A2,_23180_/ZN,0
_23180_/B1,_23180_/ZN,0
_23180_/B2,_23180_/ZN,0
_23181_/A1,_23181_/ZN,0
_23181_/A2,_23181_/ZN,0
_23182_/A1,_23182_/ZN,0
_23182_/A2,_23182_/ZN,0
_23183_/A1,_23183_/ZN,0
_23183_/A2,_23183_/ZN,0
_23183_/B1,_23183_/ZN,0
_23183_/B2,_23183_/ZN,0
_23184_/A1,_23184_/ZN,0
_23184_/A2,_23184_/ZN,0
_23184_/A3,_23184_/ZN,0
_23184_/A4,_23184_/ZN,0
_23185_/A1,_23185_/ZN,0
_23185_/A2,_23185_/ZN,0
_23186_/A1,_23186_/ZN,0
_23186_/A2,_23186_/ZN,0
_23186_/A3,_23186_/ZN,0
_23187_/A1,_23187_/ZN,0
_23187_/A2,_23187_/ZN,0
_23188_/A1,_23188_/ZN,0
_23188_/A2,_23188_/ZN,0
_23188_/A3,_23188_/ZN,0
_23188_/A4,_23188_/ZN,0
_23189_/A1,_23189_/ZN,0
_23189_/A2,_23189_/ZN,0
_23190_/A1,_23190_/ZN,0
_23190_/A2,_23190_/ZN,0
_23191_/A,_23191_/ZN,0
_23191_/B1,_23191_/ZN,0
_23191_/B2,_23191_/ZN,0
_23191_/C1,_23191_/ZN,0
_23191_/C2,_23191_/ZN,0
_23192_/A1,_23192_/ZN,0
_23192_/A2,_23192_/ZN,0
_23193_/A1,_23193_/ZN,0
_23193_/A2,_23193_/ZN,0
_23193_/A3,_23193_/ZN,0
_23194_/A1,_23194_/ZN,0
_23194_/A2,_23194_/ZN,0
_23194_/A3,_23194_/ZN,0
_23195_/A1,_23195_/ZN,0
_23195_/A2,_23195_/ZN,0
_23195_/A3,_23195_/ZN,0
_23195_/A4,_23195_/ZN,0
_23196_/A1,_23196_/ZN,0
_23196_/A2,_23196_/ZN,0
_23196_/A3,_23196_/ZN,0
_23196_/A4,_23196_/ZN,0
_23197_/A1,_23197_/ZN,0
_23197_/A2,_23197_/ZN,0
_23197_/A3,_23197_/ZN,0
_23198_/A,_23198_/ZN,0
_23198_/B1,_23198_/ZN,0
_23198_/B2,_23198_/ZN,0
_23199_/A1,_23199_/ZN,0
_23199_/A2,_23199_/ZN,0
_23199_/A3,_23199_/ZN,0
_23199_/A4,_23199_/ZN,0
_23200_/A,_23200_/ZN,0
_23200_/B1,_23200_/ZN,0
_23200_/B2,_23200_/ZN,0
_23201_/A1,_23201_/ZN,0
_23201_/A2,_23201_/ZN,0
_23202_/A1,_23202_/ZN,0
_23202_/A2,_23202_/ZN,0
_23203_/A,_23203_/ZN,0
_23203_/B1,_23203_/ZN,0
_23203_/B2,_23203_/ZN,0
_23203_/C1,_23203_/ZN,0
_23203_/C2,_23203_/ZN,0
_23204_/A1,_23204_/ZN,0
_23204_/A2,_23204_/ZN,0
_23204_/A3,_23204_/ZN,0
_23205_/A1,_23205_/ZN,0
_23205_/A2,_23205_/ZN,0
_23206_/A1,_23206_/ZN,0
_23206_/A2,_23206_/ZN,0
_23207_/A1,_23207_/ZN,0
_23207_/A2,_23207_/ZN,0
_23207_/B1,_23207_/ZN,0
_23207_/B2,_23207_/ZN,0
_23208_/A1,_23208_/ZN,0
_23208_/A2,_23208_/ZN,0
_23208_/A3,_23208_/ZN,0
_23208_/A4,_23208_/ZN,0
_23210_/A1,_23210_/ZN,0
_23210_/A2,_23210_/ZN,0
_23211_/A1,_23211_/ZN,0
_23211_/A2,_23211_/ZN,0
_23211_/A3,_23211_/ZN,0
_23212_/A,_23212_/ZN,0
_23212_/B1,_23212_/ZN,0
_23212_/B2,_23212_/ZN,0
_23213_/A1,_23213_/ZN,0
_23213_/A2,_23213_/ZN,0
_23214_/A1,_23214_/ZN,0
_23214_/A2,_23214_/ZN,0
_23215_/A1,_23215_/ZN,0
_23215_/A2,_23215_/ZN,0
_23215_/B1,_23215_/ZN,0
_23215_/B2,_23215_/ZN,0
_23216_/A1,_23216_/ZN,0
_23216_/A2,_23216_/ZN,0
_23217_/A1,_23217_/ZN,0
_23217_/A2,_23217_/ZN,0
_23217_/A3,_23217_/ZN,0
_23217_/A4,_23217_/ZN,0
_23218_/A1,_23218_/ZN,0
_23218_/A2,_23218_/ZN,0
_23218_/A3,_23218_/ZN,0
_23218_/B1,_23218_/ZN,0
_23218_/B2,_23218_/ZN,0
_23218_/B3,_23218_/ZN,0
_23219_/A1,_23219_/ZN,0
_23219_/A2,_23219_/ZN,0
_23220_/A1,_23220_/ZN,0
_23220_/A2,_23220_/ZN,0
_23220_/A3,_23220_/ZN,0
_23221_/A,_23221_/ZN,0
_23221_/B1,_23221_/ZN,0
_23221_/B2,_23221_/ZN,0
_23222_/A1,_23222_/ZN,0
_23222_/A2,_23222_/ZN,0
_23223_/A1,_23223_/ZN,0
_23223_/A2,_23223_/ZN,0
_23223_/A3,_23223_/ZN,0
_23224_/A1,_23224_/ZN,0
_23224_/A2,_23224_/ZN,0
_23225_/A1,_23225_/ZN,0
_23225_/A2,_23225_/ZN,0
_23226_/A1,_23226_/ZN,0
_23226_/A2,_23226_/ZN,0
_23226_/A3,_23226_/ZN,0
_23228_/A1,_23228_/ZN,0
_23228_/A2,_23228_/ZN,0
_23228_/B1,_23228_/ZN,0
_23228_/B2,_23228_/ZN,0
_23229_/A1,_23229_/ZN,0
_23229_/A2,_23229_/ZN,0
_23230_/A1,_23230_/ZN,0
_23230_/A2,_23230_/ZN,0
_23231_/A1,_23231_/ZN,0
_23231_/A2,_23231_/ZN,0
_23232_/A1,_23232_/ZN,0
_23232_/A2,_23232_/ZN,0
_23232_/A3,_23232_/ZN,0
_23233_/A,_23233_/ZN,0
_23233_/B1,_23233_/ZN,0
_23233_/B2,_23233_/ZN,0
_23233_/C1,_23233_/ZN,0
_23233_/C2,_23233_/ZN,0
_23234_/A1,_23234_/ZN,0
_23234_/A2,_23234_/ZN,0
_23234_/A3,_23234_/ZN,0
_23234_/B1,_23234_/ZN,0
_23234_/B2,_23234_/ZN,0
_23234_/B3,_23234_/ZN,0
_23235_/A1,_23235_/ZN,0
_23235_/A2,_23235_/ZN,0
_23235_/A3,_23235_/ZN,0
_23235_/A4,_23235_/ZN,0
_23236_/A1,_23236_/ZN,0
_23236_/A2,_23236_/ZN,0
_23236_/A3,_23236_/ZN,0
_23237_/A1,_23237_/ZN,0
_23237_/A2,_23237_/ZN,0
_23238_/A1,_23238_/ZN,0
_23238_/A2,_23238_/ZN,0
_23238_/A3,_23238_/ZN,0
_23239_/A1,_23239_/ZN,0
_23239_/A2,_23239_/ZN,0
_23240_/A,_23240_/ZN,0
_23240_/B1,_23240_/ZN,0
_23240_/B2,_23240_/ZN,0
_23241_/A,_23241_/ZN,0
_23241_/B1,_23241_/ZN,0
_23241_/B2,_23241_/ZN,0
_23242_/A,_23242_/ZN,0
_23242_/B1,_23242_/ZN,0
_23242_/B2,_23242_/ZN,0
_23243_/A1,_23243_/ZN,0
_23243_/A2,_23243_/ZN,0
_23244_/A,_23244_/ZN,0
_23244_/B1,_23244_/ZN,0
_23244_/B2,_23244_/ZN,0
_23245_/A1,_23245_/ZN,0
_23245_/A2,_23245_/ZN,0
_23245_/A3,_23245_/ZN,0
_23245_/A4,_23245_/ZN,0
_23247_/A1,_23247_/ZN,0
_23247_/A2,_23247_/ZN,0
_23249_/A1,_23249_/ZN,0
_23249_/A2,_23249_/ZN,0
_23249_/A3,_23249_/ZN,0
_23249_/B1,_23249_/ZN,0
_23249_/B2,_23249_/ZN,0
_23249_/B3,_23249_/ZN,0
_23250_/A1,_23250_/ZN,0
_23250_/A2,_23250_/ZN,0
_23250_/A3,_23250_/ZN,0
_23250_/A4,_23250_/ZN,0
_23251_/A1,_23251_/ZN,0
_23251_/A2,_23251_/ZN,0
_23252_/A,_23252_/ZN,0
_23252_/B1,_23252_/ZN,0
_23252_/B2,_23252_/ZN,0
_23253_/A1,_23253_/ZN,0
_23253_/A2,_23253_/ZN,0
_23253_/A3,_23253_/ZN,0
_23253_/A4,_23253_/ZN,0
_23254_/A1,_23254_/ZN,0
_23254_/A2,_23254_/ZN,0
_23254_/A3,_23254_/ZN,0
_23255_/A,_23255_/Z,0
_23255_/B,_23255_/Z,0
_23256_/A1,_23256_/ZN,0
_23256_/A2,_23256_/ZN,0
_23256_/A3,_23256_/ZN,0
_23257_/A,_23257_/ZN,0
_23257_/B1,_23257_/ZN,0
_23257_/B2,_23257_/ZN,0
_23258_/A1,_23258_/ZN,0
_23258_/A2,_23258_/ZN,0
_23258_/A3,_23258_/ZN,0
_23259_/A1,_23259_/ZN,0
_23259_/A2,_23259_/ZN,0
_23259_/B1,_23259_/ZN,0
_23259_/B2,_23259_/ZN,0
_23260_/A1,_23260_/ZN,0
_23260_/A2,_23260_/ZN,0
_23260_/A3,_23260_/ZN,0
_23261_/A1,_23261_/ZN,0
_23261_/A2,_23261_/ZN,0
_23261_/A3,_23261_/ZN,0
_23262_/A1,_23262_/ZN,0
_23262_/A2,_23262_/ZN,0
_23263_/A1,_23263_/ZN,0
_23263_/A2,_23263_/ZN,0
_23263_/A3,_23263_/ZN,0
_23263_/A4,_23263_/ZN,0
_23264_/A1,_23264_/ZN,0
_23264_/A2,_23264_/ZN,0
_23264_/A3,_23264_/ZN,0
_23265_/A1,_23265_/ZN,0
_23265_/A2,_23265_/ZN,0
_23266_/A1,_23266_/ZN,0
_23266_/A2,_23266_/ZN,0
_23266_/A3,_23266_/ZN,0
_23266_/A4,_23266_/ZN,0
_23267_/A1,_23267_/ZN,0
_23267_/A2,_23267_/ZN,0
_23268_/A1,_23268_/ZN,0
_23268_/A2,_23268_/ZN,0
_23268_/A3,_23268_/ZN,0
_23269_/A,_23269_/ZN,0
_23269_/B1,_23269_/ZN,0
_23269_/B2,_23269_/ZN,0
_23270_/A,_23270_/ZN,0
_23270_/B1,_23270_/ZN,0
_23270_/B2,_23270_/ZN,0
_23271_/A1,_23271_/ZN,0
_23271_/A2,_23271_/ZN,0
_23271_/A3,_23271_/ZN,0
_23271_/A4,_23271_/ZN,0
_23272_/A1,_23272_/ZN,0
_23272_/A2,_23272_/ZN,0
_23272_/A3,_23272_/ZN,0
_23273_/A1,_23273_/ZN,0
_23273_/A2,_23273_/ZN,0
_23273_/A3,_23273_/ZN,0
_23274_/A,_23274_/ZN,0
_23274_/B1,_23274_/ZN,0
_23274_/B2,_23274_/ZN,0
_23275_/A1,_23275_/ZN,0
_23275_/A2,_23275_/ZN,0
_23275_/B1,_23275_/ZN,0
_23275_/B2,_23275_/ZN,0
_23276_/A1,_23276_/ZN,0
_23276_/A2,_23276_/ZN,0
_23277_/A1,_23277_/ZN,0
_23277_/A2,_23277_/ZN,0
_23278_/A,_23278_/ZN,0
_23278_/B1,_23278_/ZN,0
_23278_/B2,_23278_/ZN,0
_23278_/C1,_23278_/ZN,0
_23278_/C2,_23278_/ZN,0
_23279_/A1,_23279_/ZN,0
_23279_/A2,_23279_/ZN,0
_23279_/A3,_23279_/ZN,0
_23280_/A1,_23280_/ZN,0
_23280_/A2,_23280_/ZN,0
_23280_/A3,_23280_/ZN,0
_23281_/A1,_23281_/ZN,0
_23281_/A2,_23281_/ZN,0
_23281_/B1,_23281_/ZN,0
_23281_/B2,_23281_/ZN,0
_23282_/A1,_23282_/ZN,0
_23282_/A2,_23282_/ZN,0
_23283_/A1,_23283_/ZN,0
_23283_/A2,_23283_/ZN,0
_23283_/B1,_23283_/ZN,0
_23283_/B2,_23283_/ZN,0
_23284_/A1,_23284_/ZN,0
_23284_/A2,_23284_/ZN,0
_23284_/A3,_23284_/ZN,0
_23285_/A1,_23285_/ZN,0
_23285_/A2,_23285_/ZN,0
_23285_/A3,_23285_/ZN,0
_23285_/A4,_23285_/ZN,0
_23287_/A,_23287_/Z,0
_23287_/B,_23287_/Z,0
_23287_/S,_23287_/Z,0
_23288_/A1,_23288_/ZN,0
_23288_/A2,_23288_/ZN,0
_23288_/B1,_23288_/ZN,0
_23288_/B2,_23288_/ZN,0
_23289_/A1,_23289_/ZN,0
_23289_/A2,_23289_/ZN,0
_23290_/A1,_23290_/ZN,0
_23290_/A2,_23290_/ZN,0
_23290_/B1,_23290_/ZN,0
_23290_/B2,_23290_/ZN,0
_23291_/A,_23291_/ZN,0
_23291_/B1,_23291_/ZN,0
_23291_/B2,_23291_/ZN,0
_23291_/C1,_23291_/ZN,0
_23291_/C2,_23291_/ZN,0
_23292_/A1,_23292_/ZN,0
_23292_/A2,_23292_/ZN,0
_23292_/A3,_23292_/ZN,0
_23292_/B1,_23292_/ZN,0
_23292_/B2,_23292_/ZN,0
_23292_/B3,_23292_/ZN,0
_23293_/A1,_23293_/ZN,0
_23293_/A2,_23293_/ZN,0
_23293_/A3,_23293_/ZN,0
_23293_/B1,_23293_/ZN,0
_23293_/B2,_23293_/ZN,0
_23293_/B3,_23293_/ZN,0
_23294_/A1,_23294_/ZN,0
_23294_/A2,_23294_/ZN,0
_23294_/A3,_23294_/ZN,0
_23295_/A1,_23295_/ZN,0
_23295_/A2,_23295_/ZN,0
_23296_/A1,_23296_/ZN,0
_23296_/A2,_23296_/ZN,0
_23296_/A3,_23296_/ZN,0
_23297_/A1,_23297_/ZN,0
_23297_/A2,_23297_/ZN,0
_23297_/A3,_23297_/ZN,0
_23298_/A,_23298_/ZN,0
_23298_/B1,_23298_/ZN,0
_23298_/B2,_23298_/ZN,0
_23299_/A,_23299_/ZN,0
_23299_/B1,_23299_/ZN,0
_23299_/B2,_23299_/ZN,0
_23300_/A1,_23300_/ZN,0
_23300_/A2,_23300_/ZN,0
_23301_/A1,_23301_/ZN,0
_23301_/A2,_23301_/ZN,0
_23301_/A3,_23301_/ZN,0
_23301_/A4,_23301_/ZN,0
_23302_/A1,_23302_/ZN,0
_23302_/A2,_23302_/ZN,0
_23302_/A3,_23302_/ZN,0
_23302_/A4,_23302_/ZN,0
_23307_/A1,_23307_/ZN,0
_23307_/A2,_23307_/ZN,0
_23310_/A,_23310_/ZN,0
_23313_/A1,_23313_/ZN,0
_23313_/A2,_23313_/ZN,0
_23317_/A1,_23317_/ZN,0
_23317_/A2,_23317_/ZN,0
_23321_/A1,_23321_/ZN,0
_23321_/A2,_23321_/ZN,0
_23322_/A1,_23322_/ZN,0
_23322_/A2,_23322_/ZN,0
_23326_/A,_23326_/ZN,0
_23328_/A1,_23328_/ZN,0
_23328_/A2,_23328_/ZN,0
_23329_/A1,_23329_/ZN,0
_23329_/A2,_23329_/ZN,0
_23329_/A3,_23329_/ZN,0
_23331_/A,_23331_/ZN,0
_23331_/B1,_23331_/ZN,0
_23331_/B2,_23331_/ZN,0
_23332_/A1,_23332_/ZN,0
_23332_/A2,_23332_/ZN,0
_23334_/A1,_23334_/ZN,0
_23334_/A2,_23334_/ZN,0
_23336_/A1,_23336_/ZN,0
_23336_/A2,_23336_/ZN,0
_23339_/A1,_23339_/ZN,0
_23339_/A2,_23339_/ZN,0
_23341_/A,_23341_/ZN,0
_23341_/B1,_23341_/ZN,0
_23341_/B2,_23341_/ZN,0
_23342_/A1,_23342_/ZN,0
_23342_/A2,_23342_/ZN,0
_23343_/A1,_23343_/ZN,0
_23343_/A2,_23343_/ZN,0
_23347_/A,_23347_/ZN,0
_23349_/A1,_23349_/ZN,0
_23349_/A2,_23349_/ZN,0
_23350_/A,_23350_/ZN,0
_23352_/A1,_23352_/ZN,0
_23352_/A2,_23352_/ZN,0
_23353_/A,_23353_/ZN,0
_23353_/B1,_23353_/ZN,0
_23353_/B2,_23353_/ZN,0
_23354_/A,_23354_/ZN,0
_23358_/A1,_23358_/ZN,0
_23358_/A2,_23358_/ZN,0
_23358_/A3,_23358_/ZN,0
_23358_/A4,_23358_/ZN,0
_23359_/A1,_23359_/ZN,0
_23359_/A2,_23359_/ZN,0
_23360_/A1,_23360_/ZN,0
_23360_/A2,_23360_/ZN,0
_23361_/A,_23361_/ZN,0
_23361_/B1,_23361_/ZN,0
_23361_/B2,_23361_/ZN,0
_23365_/A,_23365_/ZN,0
_23365_/B1,_23365_/ZN,0
_23365_/B2,_23365_/ZN,0
_23366_/A,_23366_/ZN,0
_23370_/A1,_23370_/ZN,0
_23370_/A2,_23370_/ZN,0
_23370_/B1,_23370_/ZN,0
_23370_/B2,_23370_/ZN,0
_23371_/A1,_23371_/ZN,0
_23371_/A2,_23371_/ZN,0
_23376_/A1,_23376_/ZN,0
_23376_/A2,_23376_/ZN,0
_23377_/A1,_23377_/ZN,0
_23377_/A2,_23377_/ZN,0
_23379_/A1,_23379_/ZN,0
_23379_/A2,_23379_/ZN,0
_23381_/A1,_23381_/ZN,0
_23381_/A2,_23381_/ZN,0
_23384_/A1,_23384_/ZN,0
_23384_/A2,_23384_/ZN,0
_23384_/A3,_23384_/ZN,0
_23384_/B1,_23384_/ZN,0
_23384_/B2,_23384_/ZN,0
_23384_/B3,_23384_/ZN,0
_23385_/A1,_23385_/ZN,0
_23385_/A2,_23385_/ZN,0
_23388_/A1,_23388_/ZN,0
_23388_/A2,_23388_/ZN,0
_23388_/A3,_23388_/ZN,0
_23389_/A1,_23389_/ZN,0
_23389_/A2,_23389_/ZN,0
_23391_/A1,_23391_/ZN,0
_23391_/A2,_23391_/ZN,0
_23392_/A1,_23392_/ZN,0
_23392_/A2,_23392_/ZN,0
_23394_/A,_23394_/ZN,0
_23396_/A1,_23396_/ZN,0
_23396_/A2,_23396_/ZN,0
_23397_/A1,_23397_/ZN,0
_23397_/A2,_23397_/ZN,0
_23397_/A3,_23397_/ZN,0
_23397_/B1,_23397_/ZN,0
_23397_/B2,_23397_/ZN,0
_23397_/B3,_23397_/ZN,0
_23400_/A1,_23400_/ZN,0
_23400_/A2,_23400_/ZN,0
_23400_/B1,_23400_/ZN,0
_23400_/B2,_23400_/ZN,0
_23404_/A1,_23404_/ZN,0
_23404_/A2,_23404_/ZN,0
_23405_/A1,_23405_/ZN,0
_23405_/A2,_23405_/ZN,0
_23406_/A1,_23406_/ZN,0
_23406_/A2,_23406_/ZN,0
_23410_/A,_23410_/ZN,0
_23410_/B1,_23410_/ZN,0
_23410_/B2,_23410_/ZN,0
_23411_/A,_23411_/ZN,0
_23411_/B1,_23411_/ZN,0
_23411_/B2,_23411_/ZN,0
_23412_/A,_23412_/ZN,0
_23414_/A1,_23414_/ZN,0
_23414_/A2,_23414_/ZN,0
_23414_/A3,_23414_/ZN,0
_23414_/A4,_23414_/ZN,0
_23415_/A1,_23415_/ZN,0
_23415_/A2,_23415_/ZN,0
_23417_/A1,_23417_/ZN,0
_23417_/A2,_23417_/ZN,0
_23417_/A3,_23417_/ZN,0
_23418_/A1,_23418_/ZN,0
_23418_/A2,_23418_/ZN,0
_23419_/A1,_23419_/ZN,0
_23419_/A2,_23419_/ZN,0
_23420_/A1,_23420_/ZN,0
_23420_/A2,_23420_/ZN,0
_23421_/A1,_23421_/ZN,0
_23421_/A2,_23421_/ZN,0
_23422_/A1,_23422_/ZN,0
_23422_/A2,_23422_/ZN,0
_23423_/A1,_23423_/ZN,0
_23423_/A2,_23423_/ZN,0
_23424_/A1,_23424_/ZN,0
_23424_/A2,_23424_/ZN,0
_23424_/A3,_23424_/ZN,0
_23425_/A1,_23425_/ZN,0
_23425_/A2,_23425_/ZN,0
_23427_/A1,_23427_/ZN,0
_23427_/A2,_23427_/ZN,0
_23428_/A,_23428_/ZN,0
_23428_/B1,_23428_/ZN,0
_23428_/B2,_23428_/ZN,0
_23428_/C1,_23428_/ZN,0
_23428_/C2,_23428_/ZN,0
_23430_/A1,_23430_/ZN,0
_23430_/A2,_23430_/ZN,0
_23430_/A3,_23430_/ZN,0
_23430_/A4,_23430_/ZN,0
_23431_/A1,_23431_/ZN,0
_23431_/A2,_23431_/ZN,0
_23432_/A1,_23432_/ZN,0
_23432_/A2,_23432_/ZN,0
_23432_/A3,_23432_/ZN,0
_23433_/A1,_23433_/ZN,0
_23433_/A2,_23433_/ZN,0
_23433_/A3,_23433_/ZN,0
_23435_/A1,_23435_/ZN,0
_23435_/A2,_23435_/ZN,0
_23435_/A3,_23435_/ZN,0
_23436_/A1,_23436_/ZN,0
_23436_/A2,_23436_/ZN,0
_23436_/A3,_23436_/ZN,0
_23438_/A1,_23438_/ZN,0
_23438_/A2,_23438_/ZN,0
_23441_/A1,_23441_/ZN,0
_23441_/A2,_23441_/ZN,0
_23441_/A3,_23441_/ZN,0
_23441_/A4,_23441_/ZN,0
_23443_/A1,_23443_/ZN,0
_23443_/A2,_23443_/ZN,0
_23443_/B1,_23443_/ZN,0
_23443_/B2,_23443_/ZN,0
_23444_/A1,_23444_/ZN,0
_23444_/A2,_23444_/ZN,0
_23444_/A3,_23444_/ZN,0
_23445_/A,_23445_/ZN,0
_23445_/B,_23445_/ZN,0
_23446_/A1,_23446_/ZN,0
