src,tar,src_type,tar_type,is_net,arc_delay
_397_/A1,_397_/Y,pin,pin,0,2.3200431159553503e-11
_397_/A2,_397_/Y,pin,pin,0,1.3807518496611326e-11
_397_/B,_397_/Y,pin,pin,0,1.559754235491706e-11
_398_/A,_398_/Y,pin,pin,0,2.698518665467109e-11
_398_/B,_398_/Y,pin,pin,0,1.8672747376102805e-11
_399_/A1,_399_/Y,pin,pin,0,2.7266697580352606e-11
_399_/A2,_399_/Y,pin,pin,0,2.449978761531746e-11
_399_/B,_399_/Y,pin,pin,0,2.1001832217759642e-11
_400_/A,_400_/Y,pin,pin,0,1.3555835273737493e-11
_401_/A1,_401_/Y,pin,pin,0,2.6751505524669206e-11
_401_/A2,_401_/Y,pin,pin,0,3.139638202198647e-11
_401_/B,_401_/Y,pin,pin,0,3.78690134805737e-11
_401_/C,_401_/Y,pin,pin,0,3.546943294630012e-11
_402_/A1,_402_/Y,pin,pin,0,1.9106011911462772e-11
_402_/A2,_402_/Y,pin,pin,0,2.594228998287207e-11
_402_/B,_402_/Y,pin,pin,0,2.391259586176364e-11
_403_/A1,_403_/Y,pin,pin,0,2.3440575869226876e-11
_403_/A2,_403_/Y,pin,pin,0,2.3379197883199865e-11
_403_/B,_403_/Y,pin,pin,0,2.688912807691235e-11
_403_/C,_403_/Y,pin,pin,0,2.7438863681172876e-11
_404_/A1,_404_/Y,pin,pin,0,2.0904030242907545e-11
_404_/A2,_404_/Y,pin,pin,0,2.491898527801073e-11
_404_/B,_404_/Y,pin,pin,0,2.3663905904247606e-11
_405_/A1,_405_/Y,pin,pin,0,1.7220849746202305e-11
_405_/A2,_405_/Y,pin,pin,0,2.6936149491452177e-11
_405_/B,_405_/Y,pin,pin,0,1.999715150413639e-11
_406_/A,_406_/Y,pin,pin,0,2.3007982671852112e-11
_406_/B,_406_/Y,pin,pin,0,2.345290107952369e-11
_406_/C,_406_/Y,pin,pin,0,2.355851451418811e-11
_407_/A1,_407_/Y,pin,pin,0,2.6283022633299957e-11
_407_/A2,_407_/Y,pin,pin,0,2.678424322610784e-11
