src,tar,src_type,tar_type
_492_/B1,_492_,pin,cell
_492_/B2,_492_,pin,cell
_492_/C,_492_,pin,cell
_492_,_492_/Y,cell,pin
_493_/A1,_493_,pin,cell
_493_/A2,_493_,pin,cell
_493_/B1,_493_,pin,cell
_493_/B2,_493_,pin,cell
_493_,_493_/Y,cell,pin
_494_/A,_494_,pin,cell
_494_,_494_/Y,cell,pin
_495_/A,_495_,pin,cell
_495_/B,_495_,pin,cell
_495_/C,_495_,pin,cell
_495_,_495_/Y,cell,pin
_496_/B,_496_,pin,cell
_496_,_496_/Y,cell,pin
_496_/A,_496_,pin,cell
_497_/A1,_497_,pin,cell
_497_/A2,_497_,pin,cell
_497_/B,_497_,pin,cell
_497_,_497_/Y,cell,pin
_498_/A,_498_,pin,cell
_498_/B,_498_,pin,cell
_498_,_498_/Y,cell,pin
_499_/A1,_499_,pin,cell
_499_/A2,_499_,pin,cell
_499_/B1,_499_,pin,cell
_499_/B2,_499_,pin,cell
_499_/C,_499_,pin,cell
_499_,_499_/Y,cell,pin
_500_/A1,_500_,pin,cell
_500_/A2,_500_,pin,cell
_500_/B1,_500_,pin,cell
_500_/B2,_500_,pin,cell
_500_,_500_/Y,cell,pin
_501_/A,_501_,pin,cell
_501_,_501_/Y,cell,pin
_502_/A,_502_,pin,cell
_502_/B,_502_,pin,cell
_502_/C,_502_,pin,cell
_502_,_502_/Y,cell,pin
_503_/A,_503_,pin,cell
_503_,_503_/Y,cell,pin
_504_/B,_504_,pin,cell
_504_,_504_/Y,cell,pin
_504_/A,_504_,pin,cell
_505_/A1,_505_,pin,cell
_505_/A2,_505_,pin,cell
_505_/B,_505_,pin,cell
_505_,_505_/Y,cell,pin
_506_/A,_506_,pin,cell
_506_/B,_506_,pin,cell
_506_,_506_/Y,cell,pin
_507_/A1,_507_,pin,cell
_507_/A2,_507_,pin,cell
_507_/B1,_507_,pin,cell
_507_/B2,_507_,pin,cell
_507_/C,_507_,pin,cell
_507_,_507_/Y,cell,pin
_508_/A1,_508_,pin,cell
_508_/A2,_508_,pin,cell
_508_/B1,_508_,pin,cell
_508_/B2,_508_,pin,cell
_508_,_508_/Y,cell,pin
_509_/A,_509_,pin,cell
_509_,_509_/Y,cell,pin
_510_/A,_510_,pin,cell
_510_,_510_/Y,cell,pin
_511_/A,_511_,pin,cell
_511_/B,_511_,pin,cell
_511_,_511_/Y,cell,pin
_512_/A1,_512_,pin,cell
_512_/A2,_512_,pin,cell
_512_/B,_512_,pin,cell
_512_,_512_/Y,cell,pin
_513_/B,_513_,pin,cell
_513_,_513_/Y,cell,pin
_513_/A,_513_,pin,cell
_514_/A1,_514_,pin,cell
_514_/A2,_514_,pin,cell
_514_/B,_514_,pin,cell
_514_,_514_/Y,cell,pin
_515_/A1,_515_,pin,cell
_515_/A2,_515_,pin,cell
_515_/B1,_515_,pin,cell
_515_/B2,_515_,pin,cell
_515_/C,_515_,pin,cell
_515_,_515_/Y,cell,pin
_516_/A1,_516_,pin,cell
_516_/A2,_516_,pin,cell
_516_/B,_516_,pin,cell
_516_,_516_/Y,cell,pin
_517_/A,_517_,pin,cell
_517_,_517_/Y,cell,pin
_518_/A,_518_,pin,cell
_518_/B,_518_,pin,cell
_518_/C,_518_,pin,cell
_518_,_518_/Y,cell,pin
_519_/A,_519_,pin,cell
_519_,_519_/Y,cell,pin
_520_/A,_520_,pin,cell
_520_/B,_520_,pin,cell
_520_/C,_520_,pin,cell
_520_,_520_/Y,cell,pin
_521_/A1,_521_,pin,cell
_521_/A2,_521_,pin,cell
_521_/B,_521_,pin,cell
_521_,_521_/Y,cell,pin
_522_/A,_522_,pin,cell
_522_/B,_522_,pin,cell
_522_/C,_522_,pin,cell
_522_/D,_522_,pin,cell
_522_,_522_/Y,cell,pin
_523_/A,_523_,pin,cell
_523_/B,_523_,pin,cell
_523_/C,_523_,pin,cell
_523_,_523_/Y,cell,pin
_524_/A,_524_,pin,cell
_524_,_524_/Y,cell,pin
_525_/A,_525_,pin,cell
_525_/B,_525_,pin,cell
_525_/C,_525_,pin,cell
_525_,_525_/Y,cell,pin
_526_/A1,_526_,pin,cell
_526_/A2,_526_,pin,cell
_526_/B,_526_,pin,cell
_526_/C,_526_,pin,cell
_526_,_526_/Y,cell,pin
_527_/A,_527_,pin,cell
_527_,_527_/Y,cell,pin
_528_/A,_528_,pin,cell
_528_/B,_528_,pin,cell
_528_/C,_528_,pin,cell
_528_,_528_/Y,cell,pin
_529_/A1,_529_,pin,cell
_529_/A2,_529_,pin,cell
_529_/B,_529_,pin,cell
_529_,_529_/Y,cell,pin
_530_/A,_530_,pin,cell
_530_/B,_530_,pin,cell
