net_name,net_route_length,net_steiner_length,fanout,total_cap,net_cap,net_coupling,net_res
_05773_,1505710,-1,56,3.8508958391872405e-13,140.13453178294003,124.53801069437759,2368.188433378935
_05777_,1840,-1,1,2.153471577627389e-15,0.04513328894972801,0.41333852149546146,25.565176010131836
_05778_,7520,-1,1,2.9400966761823546e-15,0.6246431469917297,0.6204527816735208,33.32874298095703
_05779_,920,-1,1,1.9313409988582116e-15,0.050939157605171204,0.18540201149880886,24.455968856811523
_05780_,8100,-1,1,3.9771407128459495e-15,0.6622628569602966,0.8098788186907768,34.36780548095703
_05781_,810,-1,1,2.60989189312358e-15,0.056411731988191605,0.10548049211502075,24.323347091674805
_05782_,9300,-1,1,3.536868021697978e-15,1.0023776292800903,0.8394899014383554,35.06577682495117
_05783_,2300,-1,1,2.9256050012460176e-15,0.27534908056259155,0.1732548656873405,26.119779586791992
_05784_,1600,-1,1,2.675865595319323e-15,0.13493084907531738,0.1469346429221332,25.6134033203125
_05786_,920,-1,1,1.9488578519656673e-15,0.03871740773320198,0.21514038369059563,24.455968856811523
_05787_,920,-1,1,1.868566540104248e-15,0.11271988600492477,0.0608467273414135,24.455968856811523
_05788_,8060,-1,1,2.9878981335277038e-15,0.623913586139679,0.6689847409725189,33.684837341308594
_05789_,2980,-1,1,2.4108404210682402e-15,0.3791213929653168,0.3367180246859789,25.462339401245117
_05790_,1380,-1,1,2.0467066745160105e-15,0.05836730822920799,0.29333907552063465,25.01057243347168
_05791_,2640,-1,1,2.0928519706912407e-15,0.2551701068878174,0.14268201030790806,26.698497772216797
_05793_,2160,-1,1,2.153472001143863e-15,0.17177847027778625,0.28669365122914314,26.48619842529297
_05794_,1600,-1,1,2.0631749008347654e-15,0.23107793927192688,0.13709704764187336,25.795045852661133
_05795_,920,-1,1,1.8739536696487855e-15,0.04562792927026749,0.1333257034420967,24.455968856811523
_05796_,3080,-1,1,2.413308886834776e-15,0.32175377011299133,0.3965551108121872,27.59540557861328
_05798_,1380,-1,1,2.0331249247232614e-15,0.05101584643125534,0.28710881620645523,25.01057243347168
_05799_,920,-1,1,1.85514953821974e-15,0.08326520770788193,0.07688417844474316,24.455968856811523
_05800_,3420,-1,1,2.471978835684582e-15,0.384366512298584,0.3926119520328939,28.010658264160156
_05801_,920,-1,1,1.9304939659109573e-15,0.05262335017323494,0.1828708779066801,24.455968856811523
_05802_,2160,-1,1,2.1109744523559832e-15,0.23814286291599274,0.17783213406801224,26.48619842529297
_05803_,1720,-1,1,2.7322741779581966e-15,0.13891807198524475,0.19935617595911026,25.589290618896484
_05804_,1840,-1,1,2.075406480109591e-15,0.14571510255336761,0.23469155747443438,25.565176010131836
_05805_,920,-1,1,1.872138054526346e-15,0.09546399861574173,0.08167409524321556,24.455968856811523
_05806_,920,-1,1,1.938625905721072e-15,0.05676507204771042,0.1868612803518772,24.455968856811523
_05807_,1380,-1,1,2.039355910841501e-15,0.02234465256333351,0.32201162725687027,25.01057243347168
_05808_,1840,-1,1,2.024300747237003e-15,0.12348373234272003,0.20581738092005253,25.565176010131836
_05809_,2640,-1,1,2.2873982862583716e-15,0.1627490073442459,0.42964870808646083,26.698497772216797
_05810_,2640,-1,1,2.223470803904958e-15,0.22186563909053802,0.3066050335764885,26.698497772216797
_05811_,920,-1,1,1.9319985081835177e-15,0.03296199068427086,0.2040368039160967,24.455968856811523
_05814_,4000,-1,1,2.66371490769096e-15,0.48475074768066406,0.48396463692188263,28.704612731933594
_05815_,2160,-1,1,2.8549323837753814e-15,0.23230589926242828,0.19862585328519344,26.649662017822266
_05816_,12620,-1,1,6.848670918981016e-15,1.075337529182434,1.1203322289511561,39.890724182128906
_05817_,2180,-1,1,2.750163937320681e-15,0.1640595942735672,0.2221041414886713,26.14389419555664
_05818_,1140,-1,1,2.667551755183785e-15,0.1321384608745575,0.03441337589174509,25.058799743652344
_05819_,133070,-1,8,4.5912949955600676e-14,10.954487569630146,12.801459449110553,262.5569875538349
