design_name, die_width, die_height, die_area, core_width, core_height, core_area, insts_count, net_count, total_static_power, total_dynamic_power
Element,43.2,43.2,1866.2400000000002,41.04,41.04,1684.2816,7994,1847,1.778379688614773e-07,0.005636380901167086
