,pin_name,x,y,is_in_clk,is_port,is_startpoint,is_endpoint,dir,maxcap,maxtran,num_reachable_endpoint,cell_name,net_name,pin_tran,pin_slack,pin_rise_arr,pin_fall_arr,input_pin_cap,is_macro,is_seq,is_buf,is_inv,new_cellname,new_netname,id,org_id,netname_prefix,to_top,to_left,to_right,to_bottom,libcell_name,rise_cap,fall_cap
0,A,6033,3645,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_297_,_029_,1.4475693213555908e-11,1.4797224556772903e-10,8.445320831551584e-11,8.514933202974362e-11,1.3331600846392389e-15,0,0,1,0,cell989,net83,0,0,_029_,12555.0,6033.0,10167.0,3645.0,BUFx6f_ASAP7_75t_R,1.33316,1.32962
1,Y,6406,3645,0,False,0,0,False,1.843200071738327e-13,3.1999999872134305e-10,0,_297_,_085_,1.553049008840013e-11,1.4797224556772903e-10,1.0179899284645799e-10,1.0337719569264435e-10,-1.0,0,0,1,0,cell989,net139,1,1,_085_,12555.0,6406.0,9794.0,3645.0,BUFx6f_ASAP7_75t_R,,
2,A,5761,5805,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_298_,_085_,1.5652751664263498e-11,1.5761991711826795e-10,1.0262578981068415e-10,1.0419217572055216e-10,6.837159952986068e-16,0,0,0,1,cell990,net139,2,2,_085_,10395.0,5761.0,10439.0,5805.0,INVx1_ASAP7_75t_R,0.683678,0.683716
3,Y,5848,5805,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_298_,_086_,2.074584427858017e-11,1.5761991711826795e-10,1.1840292635234562e-10,1.1581451075937109e-10,-1.0,0,0,0,1,cell990,net140,3,3,_086_,10395.0,5848.0,10352.0,5805.0,INVx1_ASAP7_75t_R,,
4,A,5493,5535,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_299_,_086_,2.0745911932795732e-11,1.5761991711826795e-10,1.1842565816877482e-10,1.1583722175911859e-10,1.0899499263073353e-15,0,0,1,0,cell991,net140,4,4,_086_,10665.0,5493.0,10707.0,5535.0,BUFx4f_ASAP7_75t_R,1.08995,1.08939
5,Y,5793,5535,0,False,0,0,False,1.843200071738327e-13,3.1999999872134305e-10,0,_299_,net36,1.7332836554917463e-11,1.5761990324048014e-10,1.394096088569441e-10,1.367198299018213e-10,-1.0,0,0,1,0,cell991,net402,5,5,net36,10665.0,5793.0,10407.0,5535.0,BUFx4f_ASAP7_75t_R,,
6,A,4735,7695,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_300_,_294_,2.397692287769981e-11,5.320215795689976e-11,8.929897793441555e-11,9.032539993736322e-11,1.3204499317492145e-15,0,0,0,1,cell992,net348,6,6,_294_,8505.0,4735.0,11465.0,7695.0,INVx2_ASAP7_75t_R,1.31949,1.32045
7,Y,4822,7695,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_300_,dpath.a_lt_b$in1\[1\],1.646986887149371e-11,5.320215101800585e-11,1.0351864504487551e-10,1.0073553102785128e-10,-1.0,0,0,0,1,cell992,net372,7,7,dpath.a_lt_b$in1,8505.0,4822.0,11378.0,7695.0,INVx2_ASAP7_75t_R,,
8,A,4681,5265,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_301_,_031_,1.5669004288509925e-11,2.3653592973182924e-11,8.555908065366323e-11,8.628135705901485e-11,6.837159952986068e-16,0,0,0,1,cell993,net85,8,8,_031_,10935.0,4681.0,11519.0,5265.0,INVx1_ASAP7_75t_R,0.683678,0.683716
9,Y,4768,5265,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_301_,dpath.a_lt_b$in1\[0\],2.272160237737353e-11,2.3653592973182924e-11,1.0200378736113791e-10,9.930285760351154e-11,-1.0,0,0,0,1,cell993,net371,9,9,dpath.a_lt_b$in1,10935.0,4768.0,11432.0,5265.0,INVx1_ASAP7_75t_R,,
10,A,5211,3105,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_302_,net33,7.936078010029046e-12,3.024096528747577e-10,8.958640079770319e-11,9.002113637857079e-11,5.225650124681606e-16,0,0,0,0,cell994,net399,10,10,net33,13095.0,5211.0,10989.0,3105.0,AND2x2_ASAP7_75t_R,0.522565,0.509703
11,B,5115,3105,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_302_,net36,1.7357403708784247e-11,2.4927687691800315e-10,1.3977070889570342e-10,1.3707918133931682e-10,5.65708000361848e-16,0,0,0,0,cell994,net402,11,11,net36,13095.0,5115.0,11085.0,3105.0,AND2x2_ASAP7_75t_R,0.565282,0.565708
12,Y,5324,3105,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_302_,_087_,7.075954405744156e-12,2.4927687691800315e-10,1.5847327616835827e-10,1.5523322904886783e-10,-1.0,0,0,0,0,cell994,net141,12,12,_087_,13095.0,5324.0,10876.0,3105.0,AND2x2_ASAP7_75t_R,,
13,A,9416,3915,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_303_,_005_,8.868043799292734e-11,3.1050537141474877e-11,1.813010713780372e-10,1.8897083897684294e-10,5.467029633056256e-16,0,0,0,0,cell995,net59,13,13,_005_,12285.0,9416.0,6784.0,3915.0,OR2x2_ASAP7_75t_R,0.534126,0.546703
14,B,9325,3874,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_303_,_048_,5.2743417272571585e-11,7.057583684133562e-11,1.5184904722520542e-10,1.5394889529840583e-10,5.601419880467625e-16,0,0,0,0,cell995,net102,14,14,_048_,12326.0,9325.0,6875.0,3874.0,OR2x2_ASAP7_75t_R,0.560142,0.55956
15,Y,9536,3915,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_303_,_088_,1.16350861237291e-11,3.1050537141474877e-11,2.1604543154474243e-10,2.2709382985208748e-10,-1.0,0,0,0,0,cell995,net142,15,15,_088_,12285.0,9536.0,6664.0,3915.0,OR2x2_ASAP7_75t_R,,
16,A,11052,4725,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_304_,_007_,1.9983891277886023e-11,1.0493425572910551e-11,1.4323482677713884e-10,1.4038870066457318e-10,6.935129901247867e-16,0,0,1,0,cell996,net61,16,16,_007_,11475.0,11052.0,5148.0,4725.0,BUFx3_ASAP7_75t_R,0.693366,0.693513
17,Y,11265,4725,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_304_,_089_,1.9789772251477267e-11,1.0493425572910551e-11,1.6550340264931407e-10,1.6247218848075562e-10,-1.0,0,0,1,0,cell996,net143,17,17,_089_,11475.0,11265.0,4935.0,4725.0,BUFx3_ASAP7_75t_R,,
18,A1,8505,5013,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_305_,_008_,6.197033164401233e-11,2.9343152907479464e-11,1.3460284276067824e-10,1.3815970589803328e-10,6.183570272643335e-16,0,0,0,0,cell997,net62,18,18,_008_,11187.0,8505.0,7695.0,5013.0,OA21x2_ASAP7_75t_R,0.61012,0.618357
19,A2,8613,5013,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_305_,_089_,1.9801269998676038e-11,1.0493425572910551e-11,1.6575887884506812e-10,1.6272942715556127e-10,6.484900126046684e-16,0,0,0,0,cell997,net143,19,19,_089_,11187.0,8613.0,7587.0,5013.0,OA21x2_ASAP7_75t_R,0.64849,0.648421
20,B,8677,5010,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_305_,_006_,4.458617156033462e-11,4.3345826927776437e-11,1.2586198749886535e-10,1.2813365646291428e-10,6.363210078888211e-16,0,0,0,0,cell997,net60,20,20,_006_,11190.0,8677.0,7523.0,5010.0,OA21x2_ASAP7_75t_R,0.636321,0.629252
21,Y,8800,4995,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_305_,_090_,9.263540455550778e-12,1.0493425572910551e-11,1.8466027318364555e-10,1.8292084513760187e-10,-1.0,0,0,0,0,cell997,net144,21,21,_090_,11205.0,8800.0,7400.0,4995.0,OA21x2_ASAP7_75t_R,,
22,A1,10017,3627,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_306_,_004_,2.847027995300788e-11,1.3314595259661388e-10,1.1756176587773837e-10,1.214531947235642e-10,6.183570272643335e-16,0,0,0,0,cell998,net58,22,22,_004_,12573.0,10017.0,6183.0,3627.0,OA21x2_ASAP7_75t_R,0.61012,0.618357
23,A2,10125,3627,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_306_,_048_,5.274228623286525e-11,9.237567655251412e-11,1.5177029077939608e-10,1.5387065233074535e-10,6.484900126046684e-16,0,0,0,0,cell998,net102,23,23,_048_,12573.0,10125.0,6075.0,3627.0,OA21x2_ASAP7_75t_R,0.64849,0.648421
24,B,10189,3629,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_306_,_003_,2.0067888323316296e-11,1.4308101925486483e-10,1.1272406619244889e-10,1.1639680885799919e-10,6.363210078888211e-16,0,0,0,0,cell998,net57,24,24,_003_,12571.0,10189.0,6011.0,3629.0,OA21x2_ASAP7_75t_R,0.636321,0.629252
25,Y,10312,3645,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_306_,_091_,1.4300711656534126e-11,9.237569043030192e-11,1.7909158878115503e-10,1.8637921761488483e-10,-1.0,0,0,0,0,cell998,net145,25,25,_091_,12555.0,10312.0,5888.0,3645.0,OA21x2_ASAP7_75t_R,,
26,A1,8559,5247,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_307_,_088_,1.1641280821261812e-11,5.87548065755783e-11,2.161487794305472e-10,2.271983434720681e-10,6.183570272643335e-16,0,0,0,0,cell999,net142,26,26,_088_,10953.0,8559.0,7641.0,5247.0,OA21x2_ASAP7_75t_R,0.61012,0.618357
27,A2,8667,5247,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_307_,_090_,9.263585558361154e-12,1.0368607361588288e-10,1.846705149910477e-10,1.8293107306721623e-10,6.484900126046684e-16,0,0,0,0,cell999,net144,27,27,_090_,10953.0,8667.0,7533.0,5247.0,OA21x2_ASAP7_75t_R,0.64849,0.648421
28,B,8731,5249,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_307_,_091_,1.4321732168254275e-11,1.0287311280610112e-10,1.7938085739022114e-10,1.8666689027835304e-10,6.363210078888211e-16,0,0,0,0,cell999,net145,28,28,_091_,10951.0,8731.0,7469.0,5249.0,OA21x2_ASAP7_75t_R,0.636321,0.629252
29,Y,8854,5265,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_307_,_092_,1.3514801257275e-11,5.87548065755783e-11,2.3655807868117046e-10,2.4832022549325927e-10,-1.0,0,0,0,0,cell999,net146,29,29,_092_,10935.0,8854.0,7346.0,5265.0,OA21x2_ASAP7_75t_R,,
30,A,6031,8775,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_308_,_028_,5.1799200345703505e-11,2.365357909539512e-11,1.6243149880690308e-10,1.5827997246198322e-10,6.837159952986068e-16,0,0,0,1,cell1000,net82,30,30,_028_,7425.0,6031.0,10169.0,8775.0,INVx1_ASAP7_75t_R,0.683678,0.683716
31,Y,6118,8775,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_308_,_093_,1.3556122370472767e-11,2.365357909539512e-11,1.6988897788561275e-10,1.7279815078818928e-10,-1.0,0,0,0,1,cell1000,net147,31,31,_093_,7425.0,6118.0,10082.0,8775.0,INVx1_ASAP7_75t_R,,
32,A1,5643,9333,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_309_,net77,1.2383752009959004e-11,3.2463851051822694e-11,1.622224854447296e-10,1.6188994589327876e-10,6.183570272643335e-16,0,0,0,0,cell1001,net447,32,32,net77,6867.0,5643.0,10557.0,9333.0,OA21x2_ASAP7_75t_R,0.61012,0.618357
33,A2,5751,9333,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_309_,_093_,1.3556254209456942e-11,2.365357909539512e-11,1.6991186235770783e-10,1.7282103526028436e-10,6.484900126046684e-16,0,0,0,0,cell1001,net147,33,33,_093_,6867.0,5751.0,10449.0,9333.0,OA21x2_ASAP7_75t_R,0.64849,0.648421
34,B,5815,9330,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_309_,_025_,3.612636231831168e-11,6.927687590252418e-11,1.2210896183084683e-10,1.2444192898364292e-10,6.363210078888211e-16,0,0,0,0,cell1001,net79,34,34,_025_,6870.0,5815.0,10385.0,9330.0,OA21x2_ASAP7_75t_R,0.636321,0.629252
35,Y,5938,9315,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_309_,_094_,1.3574883404865457e-11,2.365357909539512e-11,1.9005558238305295e-10,1.9463204659064812e-10,-1.0,0,0,0,0,cell1001,net148,35,35,_094_,6885.0,5938.0,10262.0,9315.0,OA21x2_ASAP7_75t_R,,
36,A,6561,10125,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_310_,net64,5.731888488152981e-12,1.2057993492575747e-11,1.7320044010116217e-10,1.7884860259442803e-10,6.399400090955243e-16,0,0,0,0,cell1002,net433,36,36,net64,6075.0,6561.0,9639.0,10125.0,OR3x1_ASAP7_75t_R,0.63994,0.637598
37,B,6615,10125,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_310_,net61,5.193451571572361e-12,2.723170300367173e-11,1.633162355352269e-10,1.6225240595524326e-10,6.001750415350463e-16,0,0,0,0,cell1002,net430,37,37,net61,6075.0,6615.0,9585.0,10125.0,OR3x1_ASAP7_75t_R,0.590078,0.600175
38,C,6669,10125,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_310_,_051_,3.8582421979516106e-11,3.733117981408185e-11,1.4460278807693072e-10,1.4432778583373107e-10,6.007239718244263e-16,0,0,0,0,cell1002,net105,38,38,_051_,6075.0,6669.0,9531.0,10125.0,OR3x1_ASAP7_75t_R,0.58769,0.600724
39,Y,6760,10122,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_310_,_095_,1.6239273814555588e-11,1.2057993492575747e-11,1.8832652104450176e-10,2.0450013904493855e-10,-1.0,0,0,0,0,cell1002,net149,39,39,_095_,6078.0,6760.0,9440.0,10122.0,OR3x1_ASAP7_75t_R,,
40,A1,6507,10647,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_311_,net63,7.947271313257787e-12,6.4753896689140325e-12,1.6043663619846882e-10,1.6544168812693272e-10,6.183570272643335e-16,0,0,0,0,cell1003,net432,40,40,net63,5553.0,6507.0,9693.0,10647.0,OA21x2_ASAP7_75t_R,0.61012,0.618357
41,A2,6615,10647,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_311_,_023_,2.5492155261708227e-11,4.641459439014284e-11,1.1833649338210958e-10,1.2063317011978825e-10,6.484900126046684e-16,0,0,0,0,cell1003,net77,41,41,_023_,5553.0,6615.0,9585.0,10647.0,OA21x2_ASAP7_75t_R,0.64849,0.648421
42,B,6679,10649,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_311_,_021_,2.0169985473494908e-11,5.5826773759370945e-11,1.1454617809825152e-10,1.167621277442521e-10,6.363210078888211e-16,0,0,0,0,cell1003,net75,42,42,_021_,5551.0,6679.0,9521.0,10649.0,OA21x2_ASAP7_75t_R,0.636321,0.629252
43,Y,6802,10665,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_311_,_096_,1.5423214788645723e-11,6.4753896689140325e-12,1.8065142437517776e-10,1.8645598953703768e-10,-1.0,0,0,0,0,cell1003,net150,43,43,_096_,5535.0,6802.0,9398.0,10665.0,OA21x2_ASAP7_75t_R,,
44,A1,7209,9873,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_312_,_051_,3.858207850426787e-11,4.475077253207616e-11,1.4458761965485678e-10,1.443123814892644e-10,6.183570272643335e-16,0,0,0,0,cell1004,net105,44,44,_051_,6327.0,7209.0,8991.0,9873.0,OA21x2_ASAP7_75t_R,0.61012,0.618357
45,A2,7317,9873,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_312_,_096_,1.542990388236909e-11,1.4408807480492668e-11,1.8081258712498996e-10,1.8661651390861067e-10,6.484900126046684e-16,0,0,0,0,cell1004,net150,45,45,_096_,6327.0,7317.0,8883.0,9873.0,OA21x2_ASAP7_75t_R,0.64849,0.648421
46,B,7381,9870,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_312_,_020_,3.4102796975243876e-11,7.061944085062777e-11,1.217545786413865e-10,1.2411562055891778e-10,6.363210078888211e-16,0,0,0,0,cell1004,net74,46,46,_020_,6330.0,7381.0,8819.0,9870.0,OA21x2_ASAP7_75t_R,0.636321,0.629252
47,Y,7504,9855,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_312_,_097_,1.1291691540127324e-11,1.4408807480492668e-11,2.0008586454345331e-10,2.0726184657426927e-10,-1.0,0,0,0,0,cell1004,net151,47,47,_097_,6345.0,7504.0,8696.0,9855.0,OA21x2_ASAP7_75t_R,,
48,A1,7587,10107,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_313_,_094_,1.3582621138930051e-11,2.365357909539512e-11,1.9021613451020158e-10,1.9479219626195032e-10,6.183570272643335e-16,0,0,0,0,cell1005,net148,48,48,_094_,6093.0,7587.0,8613.0,10107.0,OA21x2_ASAP7_75t_R,0.61012,0.618357
49,A2,7695,10107,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_313_,_095_,1.6240125563782293e-11,1.2057993492575747e-11,1.8836793236332028e-10,2.0454156424154488e-10,6.484900126046684e-16,0,0,0,0,cell1005,net149,49,49,_095_,6093.0,7695.0,8505.0,10107.0,OA21x2_ASAP7_75t_R,0.64849,0.648421
50,B,7759,10109,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_313_,_097_,1.129190057430618e-11,1.5863463320719973e-11,2.0009738310733383e-10,2.072732541158473e-10,6.363210078888211e-16,0,0,0,0,cell1005,net151,50,50,_097_,6091.0,7759.0,8441.0,10109.0,OA21x2_ASAP7_75t_R,0.636321,0.629252
51,Y,7882,10125,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_313_,_098_,1.7686347178469397e-11,1.2057993492575747e-11,2.2226355478327517e-10,2.2949298017493902e-10,-1.0,0,0,0,0,cell1005,net152,51,51,_098_,6075.0,7882.0,8318.0,10125.0,OA21x2_ASAP7_75t_R,,
52,A,8301,7155,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_314_,_013_,2.3632568124654085e-11,2.1847884612569143e-11,1.4231898992633774e-10,1.3846991608890136e-10,1.0899499263073353e-15,0,0,1,0,cell1006,net67,52,52,_013_,9045.0,8301.0,7899.0,7155.0,BUFx4f_ASAP7_75t_R,1.08995,1.08939
53,Y,8601,7155,0,False,0,0,False,1.843200071738327e-13,3.1999999872134305e-10,0,_314_,_099_,1.5507701026096218e-11,2.1847884612569143e-11,1.6320834961280895e-10,1.594731569021235e-10,-1.0,0,0,1,0,cell1006,net153,53,53,_099_,9045.0,8601.0,7599.0,7155.0,BUFx4f_ASAP7_75t_R,,
54,A,11487,7155,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_315_,_049_,2.736148287107998e-11,2.149595779155078e-11,1.3612413973795867e-10,1.3259697506651236e-10,1.3331600846392389e-15,0,0,1,0,cell1007,net103,54,54,_049_,9045.0,11487.0,4713.0,7155.0,BUFx6f_ASAP7_75t_R,1.33316,1.32962
55,Y,11860,7155,0,False,0,0,False,1.843200071738327e-13,3.1999999872134305e-10,0,_315_,_100_,1.1199762471603147e-11,2.1495943913762968e-11,1.5500528638412447e-10,1.5178805434779008e-10,-1.0,0,0,1,0,cell1007,net154,55,55,_100_,9045.0,11860.0,4340.0,7155.0,BUFx6f_ASAP7_75t_R,,
56,A,8883,9045,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_316_,net57,7.454987148436398e-12,6.628322890556149e-12,1.7330943624660478e-10,1.7093289284009214e-10,6.399400090955243e-16,0,0,0,0,cell1008,net425,56,56,net57,7155.0,8883.0,7317.0,9045.0,OR3x1_ASAP7_75t_R,0.63994,0.637598
57,B,8937,9045,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_316_,net74,8.803946287272435e-12,4.90675555742115e-12,1.7302625998638632e-10,1.7086655701437079e-10,6.001750415350463e-16,0,0,0,0,cell1008,net444,57,57,net74,7155.0,8937.0,7263.0,9045.0,OR3x1_ASAP7_75t_R,0.590078,0.600175
58,C,8991,9045,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_316_,net72,7.502427498695674e-12,2.392211428947633e-12,1.7519136141785907e-10,1.7317830502960874e-10,6.007239718244263e-16,0,0,0,0,cell1008,net442,58,58,net72,7155.0,8991.0,7209.0,9045.0,OR3x1_ASAP7_75t_R,0.58769,0.600724
59,Y,9082,9042,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_316_,_101_,1.8648175018065597e-11,2.392211428947633e-12,1.931234894225753e-10,2.0247563348174677e-10,-1.0,0,0,0,0,cell1008,net155,59,59,_101_,7158.0,9082.0,7118.0,9042.0,OR3x1_ASAP7_75t_R,,
60,A,9045,6615,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_317_,net67,8.418165470258643e-12,3.0134977846429933e-11,1.8116337596740808e-10,1.813879046963507e-10,6.419799820698679e-16,0,0,0,0,cell1009,net436,60,60,net67,9585.0,9045.0,7155.0,6615.0,OR4x1_ASAP7_75t_R,0.64198,0.639293
61,B,8991,6633,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_317_,_099_,1.5507701026096218e-11,4.8251957984746235e-11,1.6326105745090302e-10,1.5952653087403235e-10,5.994790451501993e-16,0,0,0,0,cell1009,net153,61,61,_099_,9567.0,8991.0,7209.0,6633.0,OR4x1_ASAP7_75t_R,0.588818,0.599479
62,C,8937,6633,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_317_,_100_,1.1242507792774692e-11,5.4920248904188895e-11,1.553800282882989e-10,1.5216612692103834e-10,5.955770290599948e-16,0,0,0,0,cell1009,net154,62,62,_100_,9567.0,8937.0,7263.0,6633.0,OR4x1_ASAP7_75t_R,0.583905,0.595577
63,D,8883,6651,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_317_,_101_,1.8652555194842435e-11,2.392211428947633e-12,1.9329016165414714e-10,2.02643651858736e-10,6.14067970056793e-16,0,0,0,0,cell1009,net155,63,63,_101_,9549.0,8883.0,7317.0,6651.0,OR4x1_ASAP7_75t_R,0.601592,0.614068
64,Y,8785,6615,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_317_,_102_,1.2874788908601163e-11,2.3921975511598248e-12,2.1252566373419768e-10,2.388116093765546e-10,-1.0,0,0,0,0,cell1009,net156,64,64,_102_,9585.0,8785.0,7415.0,6615.0,OR4x1_ASAP7_75t_R,,
65,A,9254,8505,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_318_,net57,7.455535321054807e-12,4.511904738713213e-12,1.7331906743134337e-10,1.7094289872510157e-10,5.467029633056256e-16,0,0,0,0,cell1010,net425,65,65,net57,7695.0,9254.0,6946.0,8505.0,OR2x2_ASAP7_75t_R,0.534126,0.546703
66,B,9163,8545,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_318_,_100_,1.1261748478208487e-11,2.270444943164307e-11,1.5545383036386085e-10,1.5223979021872222e-10,5.601419880467625e-16,0,0,0,0,cell1010,net154,66,66,_100_,7655.0,9163.0,7037.0,8545.0,OR2x2_ASAP7_75t_R,0.560142,0.55956
67,Y,9374,8505,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_318_,_103_,1.0790076297728655e-11,4.511904738713213e-12,1.9100793169357644e-10,1.9187565425404782e-10,-1.0,0,0,0,0,cell1010,net157,67,67,_103_,7695.0,9374.0,6826.0,8505.0,OR2x2_ASAP7_75t_R,,
68,A1,9153,9027,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_319_,_018_,4.6131883035815946e-11,4.4788756037306143e-11,1.2384154812750126e-10,1.2624487566448295e-10,6.183570272643335e-16,0,0,0,0,cell1011,net72,68,68,_018_,7173.0,9153.0,7047.0,9027.0,OA21x2_ASAP7_75t_R,0.61012,0.618357
69,A2,9261,9027,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_319_,net72,7.502207188814225e-12,4.870617797969601e-12,1.7518717032594108e-10,1.7317400291538831e-10,6.484900126046684e-16,0,0,0,0,cell1011,net442,69,69,net72,7173.0,9261.0,6939.0,9027.0,OA21x2_ASAP7_75t_R,0.64849,0.648421
70,B,9325,9029,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_319_,_017_,4.7899729321843054e-11,4.51364084996797e-11,1.2526601977924656e-10,1.2761386392057259e-10,6.363210078888211e-16,0,0,0,0,cell1011,net71,70,70,_017_,7171.0,9325.0,6875.0,9029.0,OA21x2_ASAP7_75t_R,0.636321,0.629252
71,Y,9448,9045,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_319_,_104_,1.0934191919942382e-11,4.870617797969601e-12,1.9190081468334339e-10,1.9140070084411318e-10,-1.0,0,0,0,0,cell1011,net158,71,71,_104_,7155.0,9448.0,6752.0,9045.0,OA21x2_ASAP7_75t_R,,
72,A1,9639,7407,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_320_,_015_,2.8988459202516914e-11,5.2473761447124894e-11,1.1406744993003315e-10,1.1782756714762144e-10,6.183570272643335e-16,0,0,0,0,cell1012,net69,72,72,_015_,8793.0,9639.0,6561.0,7407.0,OA21x2_ASAP7_75t_R,0.61012,0.618357
73,A2,9747,7407,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_320_,_100_,1.1232906098335159e-11,2.1495943913762968e-11,1.5533620223440178e-10,1.5212149595544844e-10,6.484900126046684e-16,0,0,0,0,cell1012,net154,73,73,_100_,8793.0,9747.0,6453.0,7407.0,OA21x2_ASAP7_75t_R,0.64849,0.648421
74,B,9811,7409,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_320_,_014_,2.8543459262841964e-11,5.249860268730089e-11,1.1688942869181318e-10,1.2068539223530903e-10,6.363210078888211e-16,0,0,0,0,cell1012,net68,74,74,_014_,8791.0,9811.0,6389.0,7409.0,OA21x2_ASAP7_75t_R,0.636321,0.629252
75,Y,9934,7425,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,0,_320_,_105_,1.068502231138524e-11,2.1495943913762968e-11,1.7322539236364063e-10,1.7138351848799968e-10,-1.0,0,0,0,0,cell1012,net159,75,75,_105_,8775.0,9934.0,6266.0,7425.0,OA21x2_ASAP7_75t_R,,
76,A1,9261,7173,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_321_,_103_,1.0792939458825757e-11,4.511904738713213e-12,1.9108833959613486e-10,1.9195577072306238e-10,5.411660148085427e-16,0,0,0,0,cell1013,net157,76,76,_103_,9027.0,9261.0,6939.0,7173.0,OA211x2_ASAP7_75t_R,0.536639,0.541166
77,A2,9166,7155,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_321_,_104_,1.0939050880398591e-11,4.870617797969601e-12,1.9200958878418104e-10,1.915095443338899e-10,5.704190387957988e-16,0,0,0,0,cell1013,net158,77,77,_104_,9045.0,9166.0,7034.0,7155.0,OA211x2_ASAP7_75t_R,0.570067,0.570419
78,B,9315,7173,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_321_,_105_,1.0686577490981453e-11,2.1495943913762968e-11,1.7327851653536894e-10,1.714364067373353e-10,4.370169876663016e-16,0,0,0,0,cell1013,net159,78,78,_105_,9027.0,9315.0,6885.0,7173.0,OA211x2_ASAP7_75t_R,0.437017,0.430291
