,pin_name,x,y,is_in_clk,is_port,is_startpoint,is_endpoint,dir,maxcap,maxtran,num_reachable_endpoint,cell_name,net_name,pin_tran,pin_slack,pin_rise_arr,pin_fall_arr,input_pin_cap,is_macro,is_seq,is_buf,is_inv,new_cellname,new_netname,id,org_id,netname_prefix,to_top,to_left,to_right,to_bottom,libcell_name,rise_cap,fall_cap
974,A1,9639,12573,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_556_,_140_,1.874917235356044e-11,2.689244660292189e-10,1.2482748168451963e-10,1.264429672076517e-10,6.528479971182918e-16,0,0,0,0,cell1248,net194,974,974,_140_,3627.0,9639.0,6561.0,12573.0,OA222x2_ASAP7_75t_R,0.652653,0.652848
975,A2,9693,12573,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_556_,net29,5.7176997511620975e-12,3.0807911777230856e-10,8.836356646391151e-11,8.889001340550705e-11,6.093610079689008e-16,0,0,0,0,cell1248,net394,975,975,net29,3627.0,9693.0,6507.0,12573.0,OA222x2_ASAP7_75t_R,0.601483,0.609361
976,B1,9801,12573,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_556_,_274_,4.9828332432388927e-11,7.789871525609726e-11,3.1125940713749856e-10,3.0211128043688973e-10,6.081279926954947e-16,0,0,0,0,cell1248,net328,976,976,_274_,3627.0,9801.0,6399.0,12573.0,OA222x2_ASAP7_75t_R,0.608128,0.601265
977,B2,9747,12573,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_556_,dpath.a_lt_b$in0\[6\],1.97293657105968e-11,2.9290586622821024e-10,9.973850911837444e-11,9.575809589712492e-11,5.6258001356675625e-16,0,0,0,0,cell1248,net367,977,977,dpath.a_lt_b$in0,3627.0,9747.0,6453.0,12573.0,OA222x2_ASAP7_75t_R,0.561227,0.56258
978,C1,9963,12555,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_556_,_276_,2.8443337962702486e-11,7.595046813690942e-11,3.0329452838095955e-10,3.2304783847969526e-10,6.11637991349798e-16,0,0,0,0,cell1248,net330,978,978,_276_,3645.0,9963.0,6237.0,12555.0,OA222x2_ASAP7_75t_R,0.611638,0.604465
979,C2,10017,12555,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_556_,_243_,1.8364140069726528e-11,2.9332403173043526e-10,9.978930182175104e-11,9.690612201573856e-11,5.782489584206583e-16,0,0,0,0,cell1248,net297,979,979,_243_,3645.0,10017.0,6183.0,12555.0,OA222x2_ASAP7_75t_R,0.577228,0.578249
980,Y,10137,12575,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,1,_556_,_081_,8.979110857620931e-12,7.595046813690942e-11,3.4249453273460517e-10,3.5032843292981397e-10,-1.0,0,0,0,0,cell1248,net135,980,980,_081_,3625.0,10137.0,6063.0,12575.0,OA222x2_ASAP7_75t_R,,
981,A1,11097,10107,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_557_,_140_,1.876496180663878e-11,2.6880642156612566e-10,1.2495489365438314e-10,1.2656981018821511e-10,6.528479971182918e-16,0,0,0,0,cell1249,net194,981,981,_140_,6093.0,11097.0,5103.0,10107.0,OA222x2_ASAP7_75t_R,0.652653,0.652848
982,A2,11151,10107,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_557_,net30,6.042849814286155e-12,3.077873789170127e-10,8.858399430655695e-11,8.910227417002757e-11,6.093610079689008e-16,0,0,0,0,cell1249,net396,982,982,net30,6093.0,11151.0,5049.0,10107.0,OA222x2_ASAP7_75t_R,0.601483,0.609361
983,B1,11259,10107,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_557_,_274_,4.980898332673789e-11,7.808972912748402e-11,3.1108335352136857e-10,3.0193705868875043e-10,6.081279926954947e-16,0,0,0,0,cell1249,net328,983,983,_274_,6093.0,11259.0,4941.0,10107.0,OA222x2_ASAP7_75t_R,0.608128,0.601265
984,B2,11205,10107,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_557_,dpath.a_lt_b$in0\[7\],2.0036269518519667e-11,2.921584640880326e-10,1.0043524345526578e-10,9.642728282521772e-11,5.6258001356675625e-16,0,0,0,0,cell1249,net368,984,984,dpath.a_lt_b$in0,6093.0,11205.0,4995.0,10107.0,OA222x2_ASAP7_75t_R,0.561227,0.56258
985,C1,11421,10125,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_557_,_276_,2.8322918663170604e-11,7.653008782249059e-11,3.0277869100814314e-10,3.225373856885483e-10,6.11637991349798e-16,0,0,0,0,cell1249,net330,985,985,_276_,6075.0,11421.0,4779.0,10125.0,OA222x2_ASAP7_75t_R,0.611638,0.604465
986,C2,11475,10125,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_557_,_249_,1.3333575563101439e-11,2.9733251971642e-10,9.652189464359749e-11,9.392997490920152e-11,5.782489584206583e-16,0,0,0,0,cell1249,net303,986,986,_249_,6075.0,11475.0,4725.0,10125.0,OA222x2_ASAP7_75t_R,0.577228,0.578249
987,Y,11595,10104,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,1,_557_,_082_,9.074355850069438e-12,7.653008782249059e-11,3.4239144852676873e-10,3.49842238511755e-10,-1.0,0,0,0,0,cell1249,net136,987,987,_082_,6096.0,11595.0,4605.0,10104.0,OA222x2_ASAP7_75t_R,,
988,A1,9693,12033,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_558_,_140_,1.874903877985279e-11,2.689156952673244e-10,1.248261771724657e-10,1.2644164881780995e-10,6.528479971182918e-16,0,0,0,0,cell1250,net194,988,988,_140_,4167.0,9693.0,6507.0,12033.0,OA222x2_ASAP7_75t_R,0.652653,0.652848
989,A2,9747,12033,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_558_,net31,6.007894268883485e-12,3.0780658577533865e-10,8.855058353240962e-11,8.906939075181697e-11,6.093610079689008e-16,0,0,0,0,cell1250,net397,989,989,net31,4167.0,9747.0,6453.0,12033.0,OA222x2_ASAP7_75t_R,0.601483,0.609361
990,B1,9855,12033,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_558_,_274_,4.982830467681332e-11,7.788839018196825e-11,3.1125918509289363e-10,3.0211105839228475e-10,6.081279926954947e-16,0,0,0,0,cell1250,net328,990,990,_274_,4167.0,9855.0,6345.0,12033.0,OA222x2_ASAP7_75t_R,0.608128,0.601265
991,B2,9801,12033,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_558_,dpath.a_lt_b$in0\[8\],1.8257577741320752e-11,2.941238641529509e-10,9.881798851418822e-11,9.517642229894817e-11,5.6258001356675625e-16,0,0,0,0,cell1250,net369,991,991,dpath.a_lt_b$in0,4167.0,9801.0,6399.0,12033.0,OA222x2_ASAP7_75t_R,0.561227,0.56258
992,C1,10017,12015,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_558_,_276_,2.8443606844841263e-11,7.594272433131266e-11,3.0329541655937925e-10,3.23048726658115e-10,6.11637991349798e-16,0,0,0,0,cell1250,net330,992,992,_276_,4185.0,10017.0,6183.0,12015.0,OA222x2_ASAP7_75t_R,0.611638,0.604465
993,C2,10071,12015,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_558_,_255_,1.8625542080874524e-11,2.9336300055859965e-10,9.970225339772654e-11,9.705414250049671e-11,5.782489584206583e-16,0,0,0,0,cell1250,net309,993,993,_255_,4185.0,10071.0,6129.0,12015.0,OA222x2_ASAP7_75t_R,0.577228,0.578249
994,Y,10191,12035,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,1,_558_,_083_,9.013864307738649e-12,7.594272433131266e-11,3.425218442210109e-10,3.5035327416998996e-10,-1.0,0,0,0,0,cell1250,net137,994,994,_083_,4165.0,10191.0,6009.0,12035.0,OA222x2_ASAP7_75t_R,,
995,A1,11151,6867,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_559_,_140_,1.880906715101549e-11,2.7037821981323873e-10,1.2518698577768106e-10,1.2680095862194207e-10,6.528479971182918e-16,0,0,0,0,cell1251,net194,995,995,_140_,9333.0,11151.0,5049.0,6867.0,OA222x2_ASAP7_75t_R,0.652653,0.652848
996,A2,11205,6867,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_559_,net32,6.2904854936096655e-12,3.0940314199590086e-10,8.871980927693812e-11,8.923111555203532e-11,6.093610079689008e-16,0,0,0,0,cell1251,net398,996,996,net32,9333.0,11205.0,4995.0,6867.0,OA222x2_ASAP7_75t_R,0.601483,0.609361
997,B1,11313,6867,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_559_,_274_,4.978604334349157e-11,8.197234557805189e-11,3.107940016455757e-10,3.016502603259141e-10,6.081279926954947e-16,0,0,0,0,cell1251,net328,997,997,_274_,9333.0,11313.0,4887.0,6867.0,OA222x2_ASAP7_75t_R,0.608128,0.601265
998,B2,11259,6867,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_559_,dpath.a_lt_b$in0\[9\],1.8650747612980467e-11,2.9527208456059384e-10,1.019714729322274e-10,9.826375824140143e-11,5.6258001356675625e-16,0,0,0,0,cell1251,net370,998,998,dpath.a_lt_b$in0,9333.0,11259.0,4941.0,6867.0,OA222x2_ASAP7_75t_R,0.561227,0.56258
999,C1,11475,6885,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_559_,_276_,2.830911026430183e-11,8.189515732226482e-11,3.0269062256671475e-10,3.2245028869226644e-10,6.11637991349798e-16,0,0,0,0,cell1251,net330,999,999,_276_,9315.0,11475.0,4725.0,6885.0,OA222x2_ASAP7_75t_R,0.611638,0.604465
1000,C2,11529,6885,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_559_,_269_,1.3550374364235118e-11,2.9830876657754857e-10,9.987490001694964e-11,9.741962792020331e-11,5.782489584206583e-16,0,0,0,0,cell1251,net323,1000,1000,_269_,9315.0,11529.0,4671.0,6885.0,OA222x2_ASAP7_75t_R,0.577228,0.578249
1001,Y,11649,6864,0,False,0,0,False,9.216000358691635e-14,3.1999999872134305e-10,1,_559_,_084_,9.027341374423514e-12,8.189515732226482e-11,3.4206201759978683e-10,3.4971847640008486e-10,-1.0,0,0,0,0,cell1251,net138,1001,1001,_084_,9336.0,11649.0,4551.0,6864.0,OA222x2_ASAP7_75t_R,,
1002,SN,5338,7426,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_560_,_030_,2.955474059929131e-11,1.0541677253339543e-10,1.7688771281054727e-10,1.7985794797947818e-10,-1.0,0,0,0,0,cell1252,net84,1002,1002,_030_,8774.0,5338.0,10862.0,7426.0,FAx1_ASAP7_75t_R,,
1003,A,5276,7379,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_560_,_278_,1.707157332164755e-11,2.365357909539512e-11,1.3354546635202524e-10,1.3120073083516814e-10,1.9977500759888432e-15,0,0,0,0,cell1252,net332,1003,1003,_278_,8821.0,5276.0,10924.0,7379.0,FAx1_ASAP7_75t_R,1.99555,1.99775
1004,B,5279,7410,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_560_,dpath.a_lt_b$in1\[1\],1.6470259184275804e-11,5.3202144079111946e-11,1.0356582258452818e-10,1.0078275020086735e-10,2.1764299821462438e-15,0,0,0,0,cell1252,net372,1004,1004,dpath.a_lt_b$in1,8790.0,5279.0,10921.0,7410.0,FAx1_ASAP7_75t_R,2.17373,2.17643
1005,CI,5332,7439,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_560_,_279_,1.84563406224747e-11,6.542549141341779e-11,8.77320299741413e-11,8.862036798840123e-11,1.6139100020396238e-15,0,0,0,0,cell1252,net333,1005,1005,_279_,8761.0,5332.0,10868.0,7439.0,FAx1_ASAP7_75t_R,1.60973,1.61391
1006,CON,5256,7453,0,False,0,0,False,4.6080001793458176e-14,3.1999999872134305e-10,0,_560_,_028_,5.179812134770145e-11,2.365357909539512e-11,1.6229889654439944e-10,1.5814695386584532e-10,-1.0,0,0,0,0,cell1252,net82,1006,1006,_028_,8747.0,5256.0,10944.0,7453.0,FAx1_ASAP7_75t_R,,
1007,A,10002,3329,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_561_,_280_,2.0195931732525096e-11,7.916692301712658e-11,8.754487412776513e-11,8.84226858399728e-11,1.0640499881209036e-15,0,0,0,0,cell1253,net334,1007,1007,_280_,12871.0,10002.0,6198.0,3329.0,HAxp5_ASAP7_75t_R,1.06405,1.05589
1008,B,9956,3375,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_561_,dpath.a_lt_b$in0\[15\],1.879098092405496e-11,7.057584378022952e-11,1.0257052845963344e-10,9.885143398280504e-11,9.954770594473926e-16,0,0,0,0,cell1253,net361,1008,1008,dpath.a_lt_b$in0,12825.0,9956.0,6244.0,3375.0,HAxp5_ASAP7_75t_R,0.913679,0.995477
1009,CON,10078,3428,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_561_,_003_,2.0067888323316296e-11,9.144375534564375e-11,1.1271825139935744e-10,1.1639105651495284e-10,-1.0,0,0,0,0,cell1253,net57,1009,1009,_003_,12772.0,10078.0,6122.0,3428.0,HAxp5_ASAP7_75t_R,,
1010,SN,10250,3375,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_561_,_048_,5.274228623286525e-11,7.057583684133562e-11,1.5173660938838649e-10,1.5383715135097728e-10,-1.0,0,0,0,0,cell1253,net102,1010,1010,_048_,12825.0,10250.0,5950.0,3375.0,HAxp5_ASAP7_75t_R,,
1011,A,10650,3690,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_562_,_281_,1.944692670785564e-11,2.3535902393678757e-11,8.687054547928952e-11,8.771060266976605e-11,1.0640499881209036e-15,0,0,0,0,cell1254,net335,1011,1011,_281_,12510.0,10650.0,5550.0,3690.0,HAxp5_ASAP7_75t_R,1.06405,1.05589
1012,B,10604,3645,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_562_,dpath.a_lt_b$in0\[14\],1.8936000337199662e-11,1.4066831033332504e-11,1.0244657899782793e-10,9.87218778947252e-11,9.954770594473926e-16,0,0,0,0,cell1254,net360,1012,1012,dpath.a_lt_b$in0,12555.0,10604.0,5596.0,3645.0,HAxp5_ASAP7_75t_R,0.913679,0.995477
1013,CON,10726,3591,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_562_,_004_,2.8470068316743813e-11,4.651530549626415e-11,1.1751959128059042e-10,1.2141077032623568e-10,-1.0,0,0,0,0,cell1254,net58,1013,1013,_004_,12609.0,10726.0,5474.0,3591.0,HAxp5_ASAP7_75t_R,,
1014,SN,10898,3645,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_562_,_005_,8.86782036690903e-11,1.4066831033332504e-11,1.810334382401635e-10,1.8870045803698327e-10,-1.0,0,0,0,0,cell1254,net59,1014,1014,_005_,12555.0,10898.0,5302.0,3645.0,HAxp5_ASAP7_75t_R,,
1015,A,10704,4770,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_563_,dpath.a_lt_b$in0\[13\],1.9606028606178327e-11,1.0493418634016647e-11,1.0262943272998369e-10,9.862088229395384e-11,1.0640499881209036e-15,0,0,0,0,cell1255,net359,1015,1015,dpath.a_lt_b$in0,11430.0,10704.0,5496.0,4770.0,HAxp5_ASAP7_75t_R,1.06405,1.05589
1016,B,10658,4725,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_563_,_282_,1.8985013214289914e-11,2.1167213815065367e-11,8.611767549071557e-11,8.719297506232238e-11,9.954770594473926e-16,0,0,0,0,cell1255,net336,1016,1016,_282_,11475.0,10658.0,5542.0,4725.0,HAxp5_ASAP7_75t_R,0.913679,0.995477
1017,CON,10780,4671,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_563_,_006_,4.4584228670041526e-11,1.0493425572910551e-11,1.256933584992126e-10,1.2796751158727915e-10,-1.0,0,0,0,0,cell1255,net60,1017,1017,_006_,11529.0,10780.0,5420.0,4671.0,HAxp5_ASAP7_75t_R,,
1018,SN,10952,4725,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_563_,_007_,1.9983891277886023e-11,1.0493425572910551e-11,1.432321483640919e-10,1.403860222515263e-10,-1.0,0,0,0,0,cell1255,net61,1018,1018,_007_,11475.0,10952.0,5248.0,4725.0,HAxp5_ASAP7_75t_R,,
1019,A,7572,4230,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_564_,_283_,1.9004140275336034e-11,2.2428121859707773e-11,8.750852126260256e-11,8.838828280399723e-11,1.0640499881209036e-15,0,0,0,0,cell1256,net337,1019,1019,_283_,11970.0,7572.0,8628.0,4230.0,HAxp5_ASAP7_75t_R,1.06405,1.05589
1020,B,7526,4185,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_564_,dpath.a_lt_b$in0\[12\],1.9710663656802296e-11,1.0059487964841908e-11,1.0401047384478446e-10,1.0021274782223699e-10,9.954770594473926e-16,0,0,0,0,cell1256,net358,1020,1020,dpath.a_lt_b$in0,12015.0,7526.0,8674.0,4185.0,HAxp5_ASAP7_75t_R,0.913679,0.995477
1021,CON,7648,4131,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_564_,_008_,6.196738261410317e-11,1.0059481025948004e-11,1.3435295931341074e-10,1.3791319475320307e-10,-1.0,0,0,0,0,cell1256,net62,1021,1021,_008_,12069.0,7648.0,8552.0,4131.0,HAxp5_ASAP7_75t_R,,
1022,SN,7820,4185,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_564_,_009_,6.627267484793363e-11,1.0059481025948004e-11,1.7198643897931018e-10,1.6918159928547283e-10,-1.0,0,0,0,0,cell1256,net63,1022,1022,_009_,12015.0,7820.0,8380.0,4185.0,HAxp5_ASAP7_75t_R,,
1023,A,8112,3869,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_565_,dpath.a_lt_b$in0\[11\],1.9579565399552298e-11,1.6925939816392344e-11,1.0323084054242315e-10,9.921227034359603e-11,1.0640499881209036e-15,0,0,0,0,cell1257,net357,1023,1023,dpath.a_lt_b$in0,12331.0,8112.0,8088.0,3869.0,HAxp5_ASAP7_75t_R,1.06405,1.05589
1024,B,8066,3915,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_565_,_284_,1.8846649935122528e-11,2.71916933414218e-11,8.713896271217436e-11,8.823205360775077e-11,9.954770594473926e-16,0,0,0,0,cell1257,net338,1024,1024,_284_,12285.0,8066.0,8134.0,3915.0,HAxp5_ASAP7_75t_R,0.913679,0.995477
1025,CON,8188,3968,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_565_,_010_,4.51720882921336e-11,1.692593287749844e-11,1.2653871006573778e-10,1.2892120704321997e-10,-1.0,0,0,0,0,cell1257,net64,1025,1025,_010_,12232.0,8188.0,8012.0,3968.0,HAxp5_ASAP7_75t_R,,
1026,SN,8360,3915,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_565_,_011_,2.837823726009603e-11,1.692593287749844e-11,1.486971101805068e-10,1.4613600607393806e-10,-1.0,0,0,0,0,cell1257,net65,1026,1026,_011_,12285.0,8360.0,7840.0,3915.0,HAxp5_ASAP7_75t_R,,
1027,A,7896,7109,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_566_,_285_,1.9088156402724543e-11,2.918535552121071e-11,8.822390734630757e-11,8.907285325987502e-11,1.0640499881209036e-15,0,0,0,0,cell1258,net339,1027,1027,_285_,9091.0,7896.0,8304.0,7109.0,HAxp5_ASAP7_75t_R,1.06405,1.05589
1028,B,7850,7155,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_566_,dpath.a_lt_b$in0\[10\],1.9014454941124196e-11,2.1847884612569143e-11,1.0206035322424256e-10,9.833091285660343e-11,9.954770594473926e-16,0,0,0,0,cell1258,net356,1028,1028,dpath.a_lt_b$in0,9045.0,7850.0,8350.0,7155.0,HAxp5_ASAP7_75t_R,0.913679,0.995477
1029,CON,7972,7208,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_566_,_012_,3.857518818262129e-11,2.1847884612569143e-11,1.2200057630806782e-10,1.2572654028986108e-10,-1.0,0,0,0,0,cell1258,net66,1029,1029,_012_,8992.0,7972.0,8228.0,7208.0,HAxp5_ASAP7_75t_R,,
1030,SN,8144,7155,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_566_,_013_,2.3632568124654085e-11,2.1847884612569143e-11,1.4231363310024392e-10,1.3846455926280754e-10,-1.0,0,0,0,0,cell1258,net67,1030,1030,_013_,9045.0,8144.0,8056.0,7155.0,HAxp5_ASAP7_75t_R,,
1031,A,11136,7109,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_567_,_286_,2.1071077174750208e-11,2.8417358743926254e-11,8.762708614273862e-11,8.857183736443729e-11,1.0640499881209036e-15,0,0,0,0,cell1259,net340,1031,1031,_286_,9091.0,11136.0,5064.0,7109.0,HAxp5_ASAP7_75t_R,1.06405,1.05589
1032,B,11090,7155,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_567_,dpath.a_lt_b$in0\[9\],1.865109802712261e-11,2.149595779155078e-11,1.0198376171333123e-10,9.8277219695575e-11,9.954770594473926e-16,0,0,0,0,cell1259,net370,1032,1032,dpath.a_lt_b$in0,9045.0,11090.0,5110.0,7155.0,HAxp5_ASAP7_75t_R,0.913679,0.995477
1033,CON,11212,7208,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_567_,_014_,2.8542780985962857e-11,2.149595779155078e-11,1.1681521028261701e-10,1.2061152077080806e-10,-1.0,0,0,0,0,cell1259,net68,1033,1033,_014_,8992.0,11212.0,4988.0,7208.0,HAxp5_ASAP7_75t_R,,
1034,SN,11384,7155,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_567_,_049_,2.736148287107998e-11,2.149595779155078e-11,1.3611976823479918e-10,1.325926035633529e-10,-1.0,0,0,0,0,cell1259,net103,1034,1034,_049_,9045.0,11384.0,4816.0,7155.0,HAxp5_ASAP7_75t_R,,
1035,A,9462,10889,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_568_,_287_,2.015844088876229e-11,1.0420275753375565e-11,8.451624122773893e-11,8.537814205622496e-11,1.0640499881209036e-15,0,0,0,0,cell1260,net341,1035,1035,_287_,5311.0,9462.0,6738.0,10889.0,HAxp5_ASAP7_75t_R,1.06405,1.05589
1036,B,9416,10935,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_568_,dpath.a_lt_b$in0\[8\],1.8258181425090392e-11,3.194382258708828e-12,9.885807450427107e-11,9.521990834704396e-11,9.954770594473926e-16,0,0,0,0,cell1260,net369,1036,1036,dpath.a_lt_b$in0,5265.0,9416.0,6784.0,10935.0,HAxp5_ASAP7_75t_R,0.913679,0.995477
1037,CON,9538,10988,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_568_,_015_,2.8986278655107608e-11,3.194382258708828e-12,1.1393384152791342e-10,1.1769335506173206e-10,-1.0,0,0,0,0,cell1260,net69,1037,1037,_015_,5212.0,9538.0,6662.0,10988.0,HAxp5_ASAP7_75t_R,,
1038,SN,9710,10935,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_568_,_016_,1.902846977208661e-11,3.194389197602732e-12,1.3036190182891258e-10,1.2649661873531668e-10,-1.0,0,0,0,0,cell1260,net70,1038,1038,_016_,5265.0,9710.0,6490.0,10935.0,HAxp5_ASAP7_75t_R,,
1039,A,10002,10170,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_569_,dpath.a_lt_b$in0\[7\],2.0037133410810704e-11,2.3922183678415365e-12,1.0047437187798991e-10,9.646606430324668e-11,1.0640499881209036e-15,0,0,0,0,cell1261,net368,1039,1039,dpath.a_lt_b$in0,6030.0,10002.0,6198.0,10170.0,HAxp5_ASAP7_75t_R,1.06405,1.05589
1040,B,9956,10125,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_569_,_288_,1.986311636004157e-11,1.243445624243833e-11,8.441821547355842e-11,8.548975416466931e-11,9.954770594473926e-16,0,0,0,0,cell1261,net342,1040,1040,_288_,6075.0,9956.0,6244.0,10125.0,HAxp5_ASAP7_75t_R,0.913679,0.995477
1041,CON,10078,10071,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_569_,_017_,4.789858093490196e-11,2.392211428947633e-12,1.2513026725891052e-10,1.2747884692299039e-10,-1.0,0,0,0,0,cell1261,net71,1041,1041,_017_,6129.0,10078.0,6122.0,10071.0,HAxp5_ASAP7_75t_R,,
1042,SN,10250,10125,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_569_,_050_,2.0309500609050343e-11,2.392211428947633e-12,1.4352354027469258e-10,1.4052174701628672e-10,-1.0,0,0,0,0,cell1261,net104,1042,1042,_050_,6075.0,10250.0,5950.0,10125.0,HAxp5_ASAP7_75t_R,,
1043,A,8976,10889,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_570_,dpath.a_lt_b$in0\[6\],1.9732436171149278e-11,2.679238775282755e-12,9.986993176891446e-11,9.588897731394042e-11,1.0640499881209036e-15,0,0,0,0,cell1262,net367,1043,1043,dpath.a_lt_b$in0,5311.0,8976.0,7224.0,10889.0,HAxp5_ASAP7_75t_R,1.06405,1.05589
1044,B,8930,10935,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_570_,_289_,2.0237441930581742e-11,1.1775691532989184e-11,8.456953193292094e-11,8.562687364710442e-11,9.954770594473926e-16,0,0,0,0,cell1262,net343,1044,1044,_289_,5265.0,8930.0,7270.0,10935.0,HAxp5_ASAP7_75t_R,0.913679,0.995477
1045,CON,9052,10988,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_570_,_018_,4.6130054637272266e-11,2.679245714176659e-12,1.236745150734464e-10,1.2607805077724518e-10,-1.0,0,0,0,0,cell1262,net72,1045,1045,_018_,5212.0,9052.0,7148.0,10988.0,HAxp5_ASAP7_75t_R,,
1046,SN,9224,10935,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_570_,_019_,2.013249116028515e-11,2.679245714176659e-12,1.417842232509514e-10,1.3872626658528728e-10,-1.0,0,0,0,0,cell1262,net73,1046,1046,_019_,5265.0,9224.0,6976.0,10935.0,HAxp5_ASAP7_75t_R,,
1047,A,7248,10349,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_571_,dpath.a_lt_b$in0\[5\],2.0329873201552214e-11,2.30039251536418e-11,1.0319744364606363e-10,9.913606741074331e-11,1.0640499881209036e-15,0,0,0,0,cell1263,net366,1047,1047,dpath.a_lt_b$in0,5851.0,7248.0,8952.0,10349.0,HAxp5_ASAP7_75t_R,1.06405,1.05589
1048,B,7202,10395,0,False,0,0,True,0.0,3.1999999872134305e-10,0,_571_,_290_,1.9669687753576248e-11,3.5816634380569916e-11,8.399937689862469e-11,8.509919852128789e-11,9.954770594473926e-16,0,0,0,0,cell1263,net344,1048,1048,_290_,5805.0,7202.0,8998.0,10395.0,HAxp5_ASAP7_75t_R,0.913679,0.995477
1049,CON,7324,10448,0,False,0,0,False,2.3040000896729085e-14,3.1999999872134305e-10,0,_571_,_020_,3.410260268621457e-11,2.4632365591692462e-11,1.2170860153037919e-10,1.2406994875924227e-10,-1.0,0,0,0,0,cell1263,net74,1049,1049,_020_,5752.0,7324.0,8876.0,10448.0,HAxp5_ASAP7_75t_R,,
