,cell_name,is_seq,is_macro,is_in_clk,x0,y0,x1,y1,is_filler,is_buf,is_inv,libcell_name,cell_static_power,cell_dynamic_power,x,y,new_cellname,id
698,FILLER_0_46_192,0,0,0,11448,13500,12636,13770,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12042.0,13635.0,cell698,2040
699,FILLER_0_46_2,0,0,0,1188,13500,2376,13770,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,13635.0,cell699,2041
700,FILLER_0_46_214,0,0,0,12636,13500,13824,13770,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13230.0,13635.0,cell700,2042
701,FILLER_0_46_236,0,0,0,13824,13500,15012,13770,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,14418.0,13635.0,cell701,2043
702,FILLER_0_46_24,0,0,0,2376,13500,3564,13770,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,13635.0,cell702,2044
703,FILLER_0_46_46,0,0,0,3564,13500,4752,13770,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,13635.0,cell703,2045
704,FILLER_0_46_68,0,0,0,4752,13500,5076,13770,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,4914.0,13635.0,cell704,2046
705,FILLER_0_46_74,0,0,0,5076,13500,5184,13770,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,5130.0,13635.0,cell705,2047
706,FILLER_0_46_82,0,0,0,5508,13500,6696,13770,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,6102.0,13635.0,cell706,2048
707,FILLER_0_47_112,0,0,0,7128,13770,7884,14040,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,7506.0,13905.0,cell707,2049
708,FILLER_0_47_126,0,0,0,7884,13770,7938,14040,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,7911.0,13905.0,cell708,2050
709,FILLER_0_47_139,0,0,0,8586,13770,9774,14040,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,9180.0,13905.0,cell709,2051
710,FILLER_0_47_161,0,0,0,9774,13770,10962,14040,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,10368.0,13905.0,cell710,2052
711,FILLER_0_47_183,0,0,0,10962,13770,12150,14040,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,11556.0,13905.0,cell711,2053
712,FILLER_0_47_2,0,0,0,1188,13770,2376,14040,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,13905.0,cell712,2054
713,FILLER_0_47_205,0,0,0,12150,13770,13338,14040,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12744.0,13905.0,cell713,2055
714,FILLER_0_47_227,0,0,0,13338,13770,14526,14040,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13932.0,13905.0,cell714,2056
715,FILLER_0_47_24,0,0,0,2376,13770,3564,14040,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,13905.0,cell715,2057
716,FILLER_0_47_249,0,0,0,14526,13770,14850,14040,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,14688.0,13905.0,cell716,2058
717,FILLER_0_47_255,0,0,0,14850,13770,14958,14040,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,14904.0,13905.0,cell717,2059
718,FILLER_0_47_257,0,0,0,14958,13770,15012,14040,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,14985.0,13905.0,cell718,2060
719,FILLER_0_47_46,0,0,0,3564,13770,4752,14040,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,13905.0,cell719,2061
720,FILLER_0_47_68,0,0,0,4752,13770,5940,14040,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,5346.0,13905.0,cell720,2062
721,FILLER_0_47_90,0,0,0,5940,13770,7128,14040,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,6534.0,13905.0,cell721,2063
722,FILLER_0_48_104,0,0,0,6696,14040,6912,14310,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,6804.0,14175.0,cell722,2064
723,FILLER_0_48_114,0,0,0,7236,14040,7992,14310,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,7614.0,14175.0,cell723,2065
724,FILLER_0_48_128,0,0,0,7992,14040,8046,14310,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,8019.0,14175.0,cell724,2066
725,FILLER_0_48_135,0,0,0,8370,14040,9558,14310,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,8964.0,14175.0,cell725,2067
726,FILLER_0_48_157,0,0,0,9558,14040,10746,14310,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,10152.0,14175.0,cell726,2068
727,FILLER_0_48_179,0,0,0,10746,14040,11934,14310,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,11340.0,14175.0,cell727,2069
728,FILLER_0_48_2,0,0,0,1188,14040,2376,14310,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,14175.0,cell728,2070
729,FILLER_0_48_201,0,0,0,11934,14040,13122,14310,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12528.0,14175.0,cell729,2071
730,FILLER_0_48_223,0,0,0,13122,14040,14310,14310,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13716.0,14175.0,cell730,2072
731,FILLER_0_48_24,0,0,0,2376,14040,3564,14310,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,14175.0,cell731,2073
732,FILLER_0_48_245,0,0,0,14310,14040,14850,14310,0,0,0,DECAPx4_ASAP7_75t_R,0.0,0.0,14580.0,14175.0,cell732,2074
733,FILLER_0_48_255,0,0,0,14850,14040,14958,14310,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,14904.0,14175.0,cell733,2075
734,FILLER_0_48_257,0,0,0,14958,14040,15012,14310,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,14985.0,14175.0,cell734,2076
735,FILLER_0_48_46,0,0,0,3564,14040,4752,14310,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,14175.0,cell735,2077
736,FILLER_0_48_68,0,0,0,4752,14040,5940,14310,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,5346.0,14175.0,cell736,2078
737,FILLER_0_48_90,0,0,0,5940,14040,6696,14310,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,6318.0,14175.0,cell737,2079
738,FILLER_0_49_112,0,0,0,7128,14310,8316,14580,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,7722.0,14445.0,cell738,2080
739,FILLER_0_49_134,0,0,0,8316,14310,9504,14580,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,8910.0,14445.0,cell739,2081
740,FILLER_0_49_156,0,0,0,9504,14310,10692,14580,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,10098.0,14445.0,cell740,2082
741,FILLER_0_49_178,0,0,0,10692,14310,11880,14580,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,11286.0,14445.0,cell741,2083
742,FILLER_0_49_2,0,0,0,1188,14310,2376,14580,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,14445.0,cell742,2084
743,FILLER_0_49_200,0,0,0,11880,14310,13068,14580,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12474.0,14445.0,cell743,2085
744,FILLER_0_49_222,0,0,0,13068,14310,14256,14580,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13662.0,14445.0,cell744,2086
745,FILLER_0_49_24,0,0,0,2376,14310,3564,14580,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,14445.0,cell745,2087
746,FILLER_0_49_244,0,0,0,14256,14310,15012,14580,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,14634.0,14445.0,cell746,2088
747,FILLER_0_49_46,0,0,0,3564,14310,4752,14580,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,14445.0,cell747,2089
748,FILLER_0_49_68,0,0,0,4752,14310,5940,14580,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,5346.0,14445.0,cell748,2090
749,FILLER_0_49_90,0,0,0,5940,14310,7128,14580,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,6534.0,14445.0,cell749,2091
750,FILLER_0_4_112,0,0,0,7128,2160,7884,2430,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,7506.0,2295.0,cell750,2092
751,FILLER_0_4_126,0,0,0,7884,2160,7992,2430,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,7938.0,2295.0,cell751,2093
752,FILLER_0_4_138,0,0,0,8532,2160,9288,2430,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,8910.0,2295.0,cell752,2094
753,FILLER_0_4_152,0,0,0,9288,2160,9396,2430,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,9342.0,2295.0,cell753,2095
754,FILLER_0_4_160,0,0,0,9720,2160,10044,2430,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,9882.0,2295.0,cell754,2096
755,FILLER_0_4_169,0,0,0,10206,2160,10530,2430,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,10368.0,2295.0,cell755,2097
756,FILLER_0_4_196,0,0,0,11664,2160,12852,2430,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12258.0,2295.0,cell756,2098
757,FILLER_0_4_2,0,0,0,1188,2160,2376,2430,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,2295.0,cell757,2099
758,FILLER_0_4_218,0,0,0,12852,2160,14040,2430,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13446.0,2295.0,cell758,2100
759,FILLER_0_4_24,0,0,0,2376,2160,3564,2430,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,2295.0,cell759,2101
760,FILLER_0_4_240,0,0,0,14040,2160,14796,2430,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,14418.0,2295.0,cell760,2102
761,FILLER_0_4_254,0,0,0,14796,2160,15012,2430,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,14904.0,2295.0,cell761,2103
762,FILLER_0_4_46,0,0,0,3564,2160,4752,2430,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,2295.0,cell762,2104
763,FILLER_0_4_68,0,0,0,4752,2160,5076,2430,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,4914.0,2295.0,cell763,2105
764,FILLER_0_4_74,0,0,0,5076,2160,5184,2430,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,5130.0,2295.0,cell764,2106
765,FILLER_0_4_84,0,0,0,5616,2160,6372,2430,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,5994.0,2295.0,cell765,2107
766,FILLER_0_4_98,0,0,0,6372,2160,6588,2430,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,6480.0,2295.0,cell766,2108
767,FILLER_0_50_104,0,0,0,6696,14580,6804,14850,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,6750.0,14715.0,cell767,2109
768,FILLER_0_50_111,0,0,0,7074,14580,7830,14850,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,7452.0,14715.0,cell768,2110
769,FILLER_0_50_125,0,0,0,7830,14580,7938,14850,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,7884.0,14715.0,cell769,2111
770,FILLER_0_50_127,0,0,0,7938,14580,7992,14850,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,7965.0,14715.0,cell770,2112
771,FILLER_0_50_133,0,0,0,8262,14580,9018,14850,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,8640.0,14715.0,cell771,2113
772,FILLER_0_50_147,0,0,0,9018,14580,9072,14850,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,9045.0,14715.0,cell772,2114
773,FILLER_0_50_153,0,0,0,9342,14580,9558,14850,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,9450.0,14715.0,cell773,2115
774,FILLER_0_50_157,0,0,0,9558,14580,9612,14850,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,9585.0,14715.0,cell774,2116
775,FILLER_0_50_163,0,0,0,9882,14580,11070,14850,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,10476.0,14715.0,cell775,2117
776,FILLER_0_50_185,0,0,0,11070,14580,12258,14850,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,11664.0,14715.0,cell776,2118
777,FILLER_0_50_2,0,0,0,1188,14580,2376,14850,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,14715.0,cell777,2119
778,FILLER_0_50_207,0,0,0,12258,14580,13446,14850,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12852.0,14715.0,cell778,2120
779,FILLER_0_50_229,0,0,0,13446,14580,14634,14850,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,14040.0,14715.0,cell779,2121
780,FILLER_0_50_24,0,0,0,2376,14580,3564,14850,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,14715.0,cell780,2122
781,FILLER_0_50_251,0,0,0,14634,14580,14958,14850,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,14796.0,14715.0,cell781,2123
782,FILLER_0_50_257,0,0,0,14958,14580,15012,14850,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,14985.0,14715.0,cell782,2124
783,FILLER_0_50_46,0,0,0,3564,14580,4752,14850,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,14715.0,cell783,2125
784,FILLER_0_50_68,0,0,0,4752,14580,5940,14850,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,5346.0,14715.0,cell784,2126
785,FILLER_0_50_90,0,0,0,5940,14580,6696,14850,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,6318.0,14715.0,cell785,2127
786,FILLER_0_51_101,0,0,0,6534,14850,6588,15120,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,6561.0,14985.0,cell786,2128
787,FILLER_0_51_107,0,0,0,6858,14850,7182,15120,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,7020.0,14985.0,cell787,2129
788,FILLER_0_51_113,0,0,0,7182,14850,7290,15120,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,7236.0,14985.0,cell788,2130
789,FILLER_0_51_115,0,0,0,7290,14850,7344,15120,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,7317.0,14985.0,cell789,2131
790,FILLER_0_51_121,0,0,0,7614,14850,7830,15120,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,7722.0,14985.0,cell790,2132
791,FILLER_0_51_125,0,0,0,7830,14850,7884,15120,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,7857.0,14985.0,cell791,2133
792,FILLER_0_51_141,0,0,0,8694,14850,9450,15120,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,9072.0,14985.0,cell792,2134
793,FILLER_0_51_155,0,0,0,9450,14850,9666,15120,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,9558.0,14985.0,cell793,2135
794,FILLER_0_51_164,0,0,0,9936,14850,11124,15120,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,10530.0,14985.0,cell794,2136
795,FILLER_0_51_186,0,0,0,11124,14850,12312,15120,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,11718.0,14985.0,cell795,2137
796,FILLER_0_51_2,0,0,0,1188,14850,2376,15120,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,14985.0,cell796,2138
797,FILLER_0_51_208,0,0,0,12312,14850,13500,15120,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12906.0,14985.0,cell797,2139
798,FILLER_0_51_230,0,0,0,13500,14850,14688,15120,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,14094.0,14985.0,cell798,2140
799,FILLER_0_51_24,0,0,0,2376,14850,3564,15120,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,14985.0,cell799,2141
800,FILLER_0_51_252,0,0,0,14688,14850,15012,15120,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,14850.0,14985.0,cell800,2142
801,FILLER_0_51_46,0,0,0,3564,14850,4752,15120,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,14985.0,cell801,2143
802,FILLER_0_51_68,0,0,0,4752,14850,5076,15120,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,4914.0,14985.0,cell802,2144
803,FILLER_0_51_74,0,0,0,5076,14850,5130,15120,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,5103.0,14985.0,cell803,2145
804,FILLER_0_51_85,0,0,0,5670,14850,5778,15120,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,5724.0,14985.0,cell804,2146
805,FILLER_0_51_87,0,0,0,5778,14850,5832,15120,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,5805.0,14985.0,cell805,2147
806,FILLER_0_51_93,0,0,0,6102,14850,6426,15120,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,6264.0,14985.0,cell806,2148
807,FILLER_0_51_99,0,0,0,6426,14850,6534,15120,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,6480.0,14985.0,cell807,2149
808,FILLER_0_5_114,0,0,0,7236,2430,7560,2700,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,7398.0,2565.0,cell808,2150
809,FILLER_0_5_120,0,0,0,7560,2430,7668,2700,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,7614.0,2565.0,cell809,2151
810,FILLER_0_5_134,0,0,0,8316,2430,9072,2700,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,8694.0,2565.0,cell810,2152
811,FILLER_0_5_148,0,0,0,9072,2430,9396,2700,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,9234.0,2565.0,cell811,2153
812,FILLER_0_5_160,0,0,0,9720,2430,9936,2700,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,9828.0,2565.0,cell812,2154
813,FILLER_0_5_176,0,0,0,10584,2430,11772,2700,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,11178.0,2565.0,cell813,2155
814,FILLER_0_5_198,0,0,0,11772,2430,12960,2700,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12366.0,2565.0,cell814,2156
815,FILLER_0_5_2,0,0,0,1188,2430,2376,2700,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,2565.0,cell815,2157
816,FILLER_0_5_220,0,0,0,12960,2430,14148,2700,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13554.0,2565.0,cell816,2158
817,FILLER_0_5_24,0,0,0,2376,2430,3564,2700,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,2565.0,cell817,2159
818,FILLER_0_5_242,0,0,0,14148,2430,14904,2700,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,14526.0,2565.0,cell818,2160
819,FILLER_0_5_256,0,0,0,14904,2430,15012,2700,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,14958.0,2565.0,cell819,2161
820,FILLER_0_5_46,0,0,0,3564,2430,4752,2700,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,2565.0,cell820,2162
821,FILLER_0_5_68,0,0,0,4752,2430,5940,2700,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,5346.0,2565.0,cell821,2163
822,FILLER_0_5_90,0,0,0,5940,2430,6264,2700,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,6102.0,2565.0,cell822,2164
823,FILLER_0_5_96,0,0,0,6264,2430,6372,2700,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,6318.0,2565.0,cell823,2165
824,FILLER_0_5_98,0,0,0,6372,2430,6426,2700,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,6399.0,2565.0,cell824,2166
825,FILLER_0_6_138,0,0,0,8532,2700,9720,2970,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,9126.0,2835.0,cell825,2167
826,FILLER_0_6_160,0,0,0,9720,2700,10908,2970,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,10314.0,2835.0,cell826,2168
827,FILLER_0_6_182,0,0,0,10908,2700,12096,2970,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,11502.0,2835.0,cell827,2169
828,FILLER_0_6_2,0,0,0,1188,2700,2376,2970,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,2835.0,cell828,2170
829,FILLER_0_6_204,0,0,0,12096,2700,13284,2970,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,12690.0,2835.0,cell829,2171
830,FILLER_0_6_226,0,0,0,13284,2700,14472,2970,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13878.0,2835.0,cell830,2172
831,FILLER_0_6_24,0,0,0,2376,2700,3564,2970,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,2835.0,cell831,2173
832,FILLER_0_6_248,0,0,0,14472,2700,15012,2970,0,0,0,DECAPx4_ASAP7_75t_R,0.0,0.0,14742.0,2835.0,cell832,2174
833,FILLER_0_6_46,0,0,0,3564,2700,4752,2970,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,2835.0,cell833,2175
834,FILLER_0_6_68,0,0,0,4752,2700,5292,2970,0,0,0,DECAPx4_ASAP7_75t_R,0.0,0.0,5022.0,2835.0,cell834,2176
835,FILLER_0_6_78,0,0,0,5292,2700,5346,2970,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,5319.0,2835.0,cell835,2177
836,FILLER_0_6_90,0,0,0,5940,2700,6264,2970,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,6102.0,2835.0,cell836,2178
837,FILLER_0_7_102,0,0,0,6588,2970,7776,3240,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,7182.0,3105.0,cell837,2179
838,FILLER_0_7_124,0,0,0,7776,2970,7992,3240,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,7884.0,3105.0,cell838,2180
839,FILLER_0_7_131,0,0,0,8154,2970,9342,3240,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,8748.0,3105.0,cell839,2181
840,FILLER_0_7_153,0,0,0,9342,2970,10530,3240,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,9936.0,3105.0,cell840,2182
841,FILLER_0_7_175,0,0,0,10530,2970,10854,3240,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,10692.0,3105.0,cell841,2183
842,FILLER_0_7_181,0,0,0,10854,2970,10908,3240,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,10881.0,3105.0,cell842,2184
843,FILLER_0_7_194,0,0,0,11556,2970,11772,3240,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,11664.0,3105.0,cell843,2185
844,FILLER_0_7_198,0,0,0,11772,2970,11826,3240,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,11799.0,3105.0,cell844,2186
845,FILLER_0_7_2,0,0,0,1188,2970,2376,3240,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,3105.0,cell845,2187
846,FILLER_0_7_206,0,0,0,12204,2970,12528,3240,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,12366.0,3105.0,cell846,2188
847,FILLER_0_7_212,0,0,0,12528,2970,12636,3240,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,12582.0,3105.0,cell847,2189
848,FILLER_0_7_214,0,0,0,12636,2970,12690,3240,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,12663.0,3105.0,cell848,2190
849,FILLER_0_7_218,0,0,0,12852,2970,14040,3240,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13446.0,3105.0,cell849,2191
850,FILLER_0_7_24,0,0,0,2376,2970,3564,3240,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,3105.0,cell850,2192
851,FILLER_0_7_240,0,0,0,14040,2970,14796,3240,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,14418.0,3105.0,cell851,2193
852,FILLER_0_7_254,0,0,0,14796,2970,15012,3240,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,14904.0,3105.0,cell852,2194
853,FILLER_0_7_46,0,0,0,3564,2970,4752,3240,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,3105.0,cell853,2195
854,FILLER_0_7_68,0,0,0,4752,2970,5076,3240,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,4914.0,3105.0,cell854,2196
855,FILLER_0_7_80,0,0,0,5400,2970,6588,3240,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,5994.0,3105.0,cell855,2197
856,FILLER_0_8_116,0,0,0,7344,3240,8532,3510,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,7938.0,3375.0,cell856,2198
857,FILLER_0_8_138,0,0,0,8532,3240,9072,3510,0,0,0,DECAPx4_ASAP7_75t_R,0.0,0.0,8802.0,3375.0,cell857,2199
858,FILLER_0_8_148,0,0,0,9072,3240,9126,3510,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,9099.0,3375.0,cell858,2200
859,FILLER_0_8_161,0,0,0,9774,3240,9828,3510,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,9801.0,3375.0,cell859,2201
860,FILLER_0_8_171,0,0,0,10314,3240,10638,3510,0,0,0,DECAPx2_ASAP7_75t_R,0.0,0.0,10476.0,3375.0,cell860,2202
861,FILLER_0_8_2,0,0,0,1188,3240,2376,3510,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,1782.0,3375.0,cell861,2203
862,FILLER_0_8_220,0,0,0,12960,3240,14148,3510,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,13554.0,3375.0,cell862,2204
863,FILLER_0_8_24,0,0,0,2376,3240,3564,3510,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,2970.0,3375.0,cell863,2205
864,FILLER_0_8_242,0,0,0,14148,3240,14904,3510,0,0,0,DECAPx6_ASAP7_75t_R,0.0,0.0,14526.0,3375.0,cell864,2206
865,FILLER_0_8_256,0,0,0,14904,3240,15012,3510,1,0,0,FILLER_ASAP7_75t_R,0.0,0.0,14958.0,3375.0,cell865,2207
866,FILLER_0_8_46,0,0,0,3564,3240,4752,3510,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,4158.0,3375.0,cell866,2208
867,FILLER_0_8_68,0,0,0,4752,3240,4968,3510,0,0,0,DECAPx1_ASAP7_75t_R,0.0,0.0,4860.0,3375.0,cell867,2209
868,FILLER_0_8_72,0,0,0,4968,3240,5022,3510,1,0,0,FILLERxp5_ASAP7_75t_R,0.0,0.0,4995.0,3375.0,cell868,2210
869,FILLER_0_8_94,0,0,0,6156,3240,7344,3510,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,6750.0,3375.0,cell869,2211
870,FILLER_0_9_101,0,0,0,6534,3510,7722,3780,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,7128.0,3645.0,cell870,2212
871,FILLER_0_9_123,0,0,0,7722,3510,8910,3780,0,0,0,DECAPx10_ASAP7_75t_R,0.0,0.0,8316.0,3645.0,cell871,2213
